team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Los Angeles Chargers,Justin Herbert,33/48,334,7.0,3,1,2-8,61.4,100.5
Kansas City Chiefs,Patrick Mahomes,24/35,235,6.7,2,0,1-9,66.6,106.2
New York Jets,Joe Flacco,26/44,307,7.0,4,0,2-15,72.2,110.7
New York Jets,Braden Mann,1/1,17,17.0,0,0,0-0,--,118.8
Cleveland Browns,Jacoby Brissett,22/27,229,8.5,1,1,1-8,87.0,98.9
Washington Commanders,Carson Wentz,30/46,337,7.3,3,1,5-29,46.5,99.6
Detroit Lions,Jared Goff,20/34,256,7.5,4,0,3-22,57.8,121.7
Tampa Bay Buccaneers,Tom Brady,18/34,190,5.6,1,0,1-2,34.9,79.3
New Orleans Saints,Jameis Winston,25/40,236,5.9,1,3,6-28,10.2,55.8
Carolina Panthers,Baker Mayfield,14/29,145,5.0,1,0,2-16,14.8,74.6
New York Giants,Daniel Jones,22/34,176,5.2,1,0,3-14,35.5,87.4
New England Patriots,Mac Jones,21/35,252,7.2,1,1,0-0,56.7,79.7
Pittsburgh Steelers,Mitch Trubisky,21/33,168,5.1,1,1,3-16,37.6,73.8
Indianapolis Colts,Matt Ryan,16/30,195,6.5,0,3,5-31,5.1,34.0
Jacksonville Jaguars,Trevor Lawrence,25/30,235,7.8,2,0,0-0,95.9,121.5
Miami Dolphins,Tua Tagovailoa,36/50,469,9.4,6,2,1-8,91.5,124.1
Baltimore Ravens,Lamar Jackson,21/29,318,11.0,3,0,0-0,81.1,142.6
Atlanta Falcons,Marcus Mariota,17/26,196,7.5,2,2,3-25,62.7,81.6
Los Angeles Rams,Matthew Stafford,27/36,272,7.6,3,2,1-0,81.9,100.7
Seattle Seahawks,Geno Smith,24/30,197,6.6,0,1,2-17,56.4,80.1
Seattle Seahawks,DeeJay Dallas,0/1,0,0.0,0,1,0-0,0.0,0.0
San Francisco 49ers,Jimmy Garoppolo,13/21,154,7.3,1,0,1-0,66.7,100.1
San Francisco 49ers,Trey Lance,2/3,30,10.0,0,0,0-0,57.6,99.3
Cincinnati Bengals,Joe Burrow,24/36,199,5.5,1,0,6-34,57.1,89.9
Dallas Cowboys,Cooper Rush,19/31,235,7.6,1,0,1-5,85.8,95.5
Houston Texans,Davis Mills,19/38,177,4.7,0,0,3-23,24.4,63.2
Denver Broncos,Russell Wilson,14/31,219,7.1,1,1,3-18,46.1,66.5
Arizona Cardinals,Kyler Murray,31/49,277,5.7,1,1,1-7,67.6,76.7
Las Vegas Raiders,Derek Carr,25/39,252,6.5,2,0,1-8,64.4,99.5
Chicago Bears,Justin Fields,7/11,70,6.4,0,1,3-22,6.0,43.8
Green Bay Packers,Aaron Rodgers,19/25,234,9.4,2,0,3-23,52.6,131.1
Tennessee Titans,Ryan Tannehill,11/20,117,5.9,0,2,2-16,17.2,32.7
Tennessee Titans,Malik Willis,1/4,6,1.5,0,0,0-0,1.5,39.6
Buffalo Bills,Josh Allen,26/38,317,8.3,4,0,1-4,89.0,128.9
Buffalo Bills,Case Keenum,0/2,0,0.0,0,0,0-0,1.7,39.6
Minnesota Vikings,Kirk Cousins,27/46,221,4.8,1,3,2-19,22.7,51.1
Philadelphia Eagles,Jalen Hurts,26/31,333,10.7,1,1,3-10,75.6,108.7
