team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
San Francisco 49ers,Brock Purdy,6,57,9.5,0,16
San Francisco 49ers,Christian McCaffrey,12,54,4.5,1,16
San Francisco 49ers,Elijah Mitchell,3,2,0.7,0,5
San Francisco 49ers,Kyle Juszczyk,2,0,0.0,0,1
Chicago Bears,D'Onta Foreman,9,34,3.8,0,12
Chicago Bears,Roschon Johnson,6,21,3.5,0,11
Chicago Bears,Darrynton Evans,4,18,4.5,1,11
Chicago Bears,Darnell Mooney,1,3,3.0,0,3
Chicago Bears,Tyson Bagent,4,-1,-0.3,1,1
Chicago Bears,Trent Taylor,1,-2,-2.0,0,-2
Los Angeles Chargers,Austin Ekeler,15,29,1.9,0,7
Los Angeles Chargers,Joshua Kelley,6,21,3.5,0,5
Los Angeles Chargers,Isaiah Spiller,3,3,1.0,0,2
Los Angeles Chargers,Justin Herbert,1,1,1.0,0,1
Las Vegas Raiders,Josh Jacobs,15,61,4.1,1,9
Las Vegas Raiders,Jimmy Garoppolo,2,12,6.0,0,9
Las Vegas Raiders,Ameer Abdullah,1,7,7.0,0,7
Detroit Lions,Jahmyr Gibbs,26,152,5.8,1,27
Detroit Lions,Craig Reynolds,14,74,5.3,0,13
Detroit Lions,Jared Goff,2,-2,-1.0,0,-1
Detroit Lions,Kalif Raymond,1,-2,-2.0,0,-2
