team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Kansas City Chiefs,Patrick Mahomes,3,32,10.7,0,32
Kansas City Chiefs,Clyde Edwards-Helaire,9,32,3.6,0,9
Kansas City Chiefs,Darrel Williams,5,12,2.4,0,11
Kansas City Chiefs,Michael Burton,1,7,7.0,1,7
Kansas City Chiefs,Blake Bell,1,3,3.0,0,3
Kansas City Chiefs,Mecole Hardman,1,0,0.0,0,0
Los Angeles Chargers,Justin Jackson,13,86,6.6,0,22
Los Angeles Chargers,Austin Ekeler,12,59,4.9,1,15
Los Angeles Chargers,Joshua Kelley,7,21,3.0,0,7
Los Angeles Chargers,Justin Herbert,5,16,3.2,1,8
Los Angeles Chargers,Andre Roberts,1,6,6.0,0,6
Los Angeles Chargers,Gabe Nabers,1,4,4.0,0,4
New England Patriots,Rhamondre Stevenson,10,36,3.6,0,13
New England Patriots,Kendrick Bourne,2,19,9.5,0,18
New England Patriots,Mac Jones,1,12,12.0,0,12
New England Patriots,Jakobi Meyers,1,9,9.0,0,9
New England Patriots,Brandon Bolden,4,3,0.8,0,3
New England Patriots,Jonnu Smith,1,2,2.0,0,2
Indianapolis Colts,Jonathan Taylor,29,170,5.9,1,67
Indianapolis Colts,Ashton Dulin,2,39,19.5,0,37
Indianapolis Colts,Carson Wentz,8,17,2.1,0,11
Carolina Panthers,Cam Newton,15,71,4.7,1,13
Carolina Panthers,Chuba Hubbard,8,40,5.0,0,21
Carolina Panthers,Robbie Chosen,2,33,16.5,0,30
Carolina Panthers,Ameer Abdullah,4,7,1.8,0,7
Buffalo Bills,Devin Singletary,22,86,3.9,1,16
Buffalo Bills,Josh Allen,3,24,8.0,0,26
Buffalo Bills,Isaiah McKenzie,1,8,8.0,0,8
Buffalo Bills,Matt Breida,1,1,1.0,0,1
Arizona Cardinals,Chase Edmonds,6,53,8.8,0,23
Arizona Cardinals,James Conner,8,39,4.9,0,22
Arizona Cardinals,Jonathan Ward,1,6,6.0,0,6
Arizona Cardinals,Colt McCoy,1,3,3.0,0,3
Arizona Cardinals,Kyler Murray,4,3,0.8,0,4
Arizona Cardinals,Rondale Moore,1,1,1.0,0,1
Detroit Lions,Craig Reynolds,26,112,4.3,0,27
Detroit Lions,Jermar Jefferson,5,9,1.8,0,6
Detroit Lions,Amon-Ra St. Brown,1,5,5.0,0,5
Detroit Lions,Godwin Igwebuike,2,0,0.0,0,0
New York Jets,Tevin Coleman,8,50,6.3,0,20
New York Jets,Michael Carter,8,18,2.3,0,6
New York Jets,Zach Wilson,4,12,3.0,1,6
New York Jets,Austin Walter,2,12,6.0,0,11
New York Jets,Braxton Berrios,2,10,5.0,1,8
Miami Dolphins,Duke Johnson,22,107,4.9,2,12
Miami Dolphins,Myles Gaskin,10,54,5.4,0,30
Miami Dolphins,Tua Tagovailoa,7,19,2.7,0,9
Miami Dolphins,Jacoby Brissett,1,2,2.0,0,2
Miami Dolphins,Albert Wilson,1,1,1.0,0,1
Miami Dolphins,Clayton Fejedelem,1,0,0.0,0,0
Dallas Cowboys,Tony Pollard,12,74,6.2,0,17
Dallas Cowboys,Ezekiel Elliott,16,52,3.3,1,13
Dallas Cowboys,Dak Prescott,2,-1,-0.5,0,0
New York Giants,Devontae Booker,8,74,9.3,0,31
New York Giants,Saquon Barkley,15,50,3.3,0,6
New York Giants,Mike Glennon,1,0,0.0,0,0
