team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Las Vegas Raiders,Davante Adams,3,71,23.7,0,35,7
Las Vegas Raiders,Mack Hollins,2,22,11.0,0,15,4
Las Vegas Raiders,Ameer Abdullah,2,17,8.5,0,13,2
Las Vegas Raiders,Josh Jacobs,2,15,7.5,0,8,2
Las Vegas Raiders,Keelan Cole Sr.,1,11,11.0,0,11,1
Las Vegas Raiders,Jakob Johnson,1,1,1.0,0,1,1
Las Vegas Raiders,Foster Moreau,0,0,0.0,0,0,1
Las Vegas Raiders,DJ Turner,0,0,0.0,0,0,1
Los Angeles Rams,Ben Skowronek,7,89,12.7,0,32,8
Los Angeles Rams,Tutu Atwell,5,50,10.0,0,22,9
Los Angeles Rams,Van Jefferson,2,44,22.0,1,23,4
Los Angeles Rams,Malcolm Brown,2,12,6.0,0,9,2
Los Angeles Rams,Tyler Higbee,2,11,5.5,0,6,3
Los Angeles Rams,Kyren Williams,1,10,10.0,0,10,2
Los Angeles Rams,Brycen Hopkins,1,8,8.0,0,8,1
Los Angeles Rams,Austin Trammell,1,5,5.0,0,5,2
Los Angeles Rams,Cam Akers,1,1,1.0,0,1,1
Los Angeles Rams,Brandon Powell,0,0,0.0,0,0,2
New York Jets,Garrett Wilson,6,78,13.0,0,16,7
New York Jets,Elijah Moore,6,60,10.0,0,24,10
New York Jets,Denzel Mims,3,35,11.7,0,14,5
New York Jets,Tyler Conklin,5,28,5.6,0,7,8
New York Jets,Braxton Berrios,1,25,25.0,0,25,3
New York Jets,Corey Davis,1,15,15.0,0,15,1
New York Jets,Michael Carter,3,15,5.0,0,7,6
New York Jets,C.J. Uzomah,1,7,7.0,0,7,2
New York Jets,Zonovan Knight,2,6,3.0,0,8,2
Buffalo Bills,Dawson Knox,4,41,10.3,1,24,7
Buffalo Bills,Stefon Diggs,3,37,12.3,0,32,5
Buffalo Bills,Gabe Davis,3,31,10.3,0,17,4
Buffalo Bills,Isaiah McKenzie,3,21,7.0,0,8,5
Buffalo Bills,James Cook,1,9,9.0,0,9,1
Buffalo Bills,Nyheim Hines,1,4,4.0,0,4,1
Buffalo Bills,Devin Singletary,1,4,4.0,0,4,2
