team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Las Vegas Raiders,Josh Jacobs,27,99,3.7,1,15
Las Vegas Raiders,Mack Hollins,3,40,13.3,0,17
Las Vegas Raiders,Derek Carr,4,11,2.8,0,4
Las Vegas Raiders,Zamir White,3,9,3.0,0,8
Las Vegas Raiders,DJ Turner,1,6,6.0,0,6
Los Angeles Rams,Cam Akers,12,42,3.5,1,9
Los Angeles Rams,Kyren Williams,3,19,6.3,0,9
Los Angeles Rams,Baker Mayfield,4,10,2.5,0,6
Los Angeles Rams,Malcolm Brown,1,5,5.0,0,5
Los Angeles Rams,Tutu Atwell,2,-5,-2.5,0,1
New York Jets,Zonovan Knight,17,71,4.2,1,13
New York Jets,Michael Carter,5,5,1.0,0,5
Buffalo Bills,Josh Allen,10,47,4.7,1,16
Buffalo Bills,Devin Singletary,8,39,4.9,0,16
Buffalo Bills,Isaiah McKenzie,1,7,7.0,0,7
Buffalo Bills,James Cook,4,6,1.5,0,4
Buffalo Bills,Nyheim Hines,1,3,3.0,0,3
Cleveland Browns,Nick Chubb,14,34,2.4,0,13
Cleveland Browns,Deshaun Watson,6,33,5.5,0,9
Cleveland Browns,Kareem Hunt,4,6,1.5,0,4
Cleveland Browns,David Njoku,1,-2,-2.0,0,-2
Cincinnati Bengals,Joe Mixon,14,96,6.9,0,40
Cincinnati Bengals,Samaje Perine,4,22,5.5,1,14
Cincinnati Bengals,Joe Burrow,6,10,1.7,0,8
Cincinnati Bengals,Ja'Marr Chase,1,6,6.0,0,6
Cincinnati Bengals,Trayveon Williams,1,2,2.0,0,2
Houston Texans,Dameon Pierce,22,78,3.5,1,24
Houston Texans,Jeff Driskel,7,36,5.1,0,10
Houston Texans,Amari Rodgers,1,3,3.0,0,3
Houston Texans,Davis Mills,1,2,2.0,0,2
Houston Texans,Eno Benjamin,3,1,0.3,0,4
Houston Texans,Rex Burkhead,2,-3,-1.5,0,-1
Houston Texans,Dare Ogunbowale,1,-3,-3.0,0,-3
Dallas Cowboys,Ezekiel Elliott,15,62,4.1,1,25
Dallas Cowboys,Tony Pollard,10,42,4.2,1,18
Dallas Cowboys,Dak Prescott,6,23,3.8,0,9
Minnesota Vikings,Dalvin Cook,15,23,1.5,1,5
Minnesota Vikings,Alexander Mattison,2,-1,-0.5,0,0
Detroit Lions,C.J. Moore,1,42,42.0,0,42
Detroit Lions,Jamaal Williams,16,37,2.3,0,8
Detroit Lions,D'Andre Swift,6,21,3.5,0,9
Detroit Lions,Justin Jackson,4,19,4.8,1,15
Detroit Lions,Jared Goff,2,9,4.5,0,8
Detroit Lions,Amon-Ra St. Brown,1,6,6.0,0,6
Jacksonville Jaguars,Travis Etienne Jr.,17,32,1.9,0,7
Jacksonville Jaguars,JaMycal Hasty,4,13,3.3,0,10
Jacksonville Jaguars,Jamal Agnew,1,8,8.0,0,8
Jacksonville Jaguars,Trevor Lawrence,3,7,2.3,1,7
Tennessee Titans,Derrick Henry,17,121,7.1,1,50
Tennessee Titans,Ryan Tannehill,2,16,8.0,0,8
Tennessee Titans,Chigoziem Okonkwo,1,0,0.0,0,0
Philadelphia Eagles,Miles Sanders,17,144,8.5,2,40
Philadelphia Eagles,Jalen Hurts,7,77,11.0,1,24
Philadelphia Eagles,Boston Scott,6,33,5.5,1,11
Philadelphia Eagles,Gardner Minshew,1,-1,-1.0,0,-1
New York Giants,Tyrod Taylor,2,40,20.0,0,32
New York Giants,Saquon Barkley,9,28,3.1,0,9
New York Giants,Daniel Jones,4,26,6.5,1,17
New York Giants,Gary Brightwell,5,23,4.6,0,13
New York Giants,Matt Breida,3,6,2.0,0,5
New York Giants,Jamie Gillan,1,0,0.0,0,0
Baltimore Ravens,J.K. Dobbins,15,120,8.0,1,44
Baltimore Ravens,Gus Edwards,13,66,5.1,0,16
Baltimore Ravens,Tyler Huntley,9,31,3.4,0,11
Baltimore Ravens,Patrick Ricard,1,2,2.0,0,2
Baltimore Ravens,Kenyan Drake,1,1,1.0,0,1
Baltimore Ravens,Anthony Brown,3,-5,-1.7,0,-1
Pittsburgh Steelers,Najee Harris,12,33,2.8,1,8
Pittsburgh Steelers,Kenny Pickett,2,16,8.0,0,13
Pittsburgh Steelers,Jaylen Warren,3,11,3.7,0,8
Pittsburgh Steelers,Benny Snell Jr.,2,4,2.0,0,3
Pittsburgh Steelers,Steven Sims,1,1,1.0,0,1
Kansas City Chiefs,Isiah Pacheco,13,70,5.4,0,10
Kansas City Chiefs,Jerick McKinnon,6,22,3.7,0,7
Kansas City Chiefs,Michael Burton,1,0,0.0,0,0
Kansas City Chiefs,Patrick Mahomes,3,-3,-1.0,0,-1
Denver Broncos,Russell Wilson,4,57,14.3,0,19
Denver Broncos,Latavius Murray,8,32,4.0,0,8
Denver Broncos,Marlon Mack,3,15,5.0,0,6
Denver Broncos,Mike Boone,3,2,0.7,0,1
Denver Broncos,Brett Rypien,1,0,0.0,0,0
Tampa Bay Buccaneers,Rachaad White,13,56,4.3,0,9
Tampa Bay Buccaneers,Leonard Fournette,4,13,3.3,0,8
Tampa Bay Buccaneers,Tom Brady,2,0,0.0,0,1
San Francisco 49ers,Christian McCaffrey,14,119,8.5,1,38
San Francisco 49ers,Jordan Mason,11,56,5.1,0,18
San Francisco 49ers,Deebo Samuel,4,21,5.3,1,13
San Francisco 49ers,Ray-Ray McCloud III,3,7,2.3,0,3
San Francisco 49ers,Brock Purdy,2,3,1.5,1,2
San Francisco 49ers,Josh Johnson,2,3,1.5,0,4
Carolina Panthers,Chuba Hubbard,14,74,5.3,1,12
Carolina Panthers,D'Onta Foreman,21,74,3.5,0,11
Carolina Panthers,Raheem Blackshear,4,32,8.0,1,16
Carolina Panthers,Sam Darnold,4,30,7.5,0,26
Carolina Panthers,Laviska Shenault Jr.,1,7,7.0,0,7
Carolina Panthers,DJ Moore,2,6,3.0,0,5
Seattle Seahawks,Travis Homer,9,26,2.9,0,16
Seattle Seahawks,Geno Smith,3,20,6.7,0,13
Seattle Seahawks,Tony Jones Jr.,1,2,2.0,0,2
Seattle Seahawks,Marquise Goodwin,1,-2,-2.0,0,-2
Miami Dolphins,Raheem Mostert,11,37,3.4,0,13
Miami Dolphins,Tua Tagovailoa,3,28,9.3,0,14
Miami Dolphins,Jeff Wilson Jr.,4,26,6.5,0,20
Miami Dolphins,Salvon Ahmed,1,1,1.0,0,1
Los Angeles Chargers,Austin Ekeler,15,45,3.0,1,12
Los Angeles Chargers,Joshua Kelley,4,29,7.3,0,22
Los Angeles Chargers,Justin Herbert,4,8,2.0,0,10
New England Patriots,Pierre Strong Jr.,5,70,14.0,1,44
New England Patriots,Kevin Harris,8,26,3.3,1,14
New England Patriots,Rhamondre Stevenson,3,8,2.7,0,4
New England Patriots,Mac Jones,5,-1,-0.2,0,2
Arizona Cardinals,James Conner,15,85,5.7,1,23
Arizona Cardinals,Colt McCoy,5,24,4.8,0,9
Arizona Cardinals,Kyler Murray,1,3,3.0,0,3
Arizona Cardinals,Keaontay Ingram,1,1,1.0,0,1
