team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Arizona Cardinals,James Conner,10,26,2.6,1,8
Arizona Cardinals,Trace McSorley,3,20,6.7,0,14
Las Vegas Raiders,Josh Jacobs,10,57,5.7,0,18
Las Vegas Raiders,Brandon Bolden,3,7,2.3,0,5
Los Angeles Chargers,Austin Ekeler,14,36,2.6,0,8
Los Angeles Chargers,Joshua Kelley,4,21,5.3,0,12
Los Angeles Chargers,Sony Michel,7,12,1.7,0,6
Los Angeles Chargers,Joshua Palmer,1,4,4.0,0,4
Los Angeles Chargers,Zander Horvath,1,2,2.0,0,2
Los Angeles Chargers,Justin Herbert,4,1,0.3,0,3
Tampa Bay Buccaneers,Leonard Fournette,21,127,6.0,0,17
Tampa Bay Buccaneers,Julio Jones,2,17,8.5,0,12
Tampa Bay Buccaneers,Rachaad White,6,14,2.3,0,5
Tampa Bay Buccaneers,Jaelon Darden,1,2,2.0,0,2
Tampa Bay Buccaneers,Tom Brady,2,-1,-0.5,0,0
Tampa Bay Buccaneers,Breshad Perriman,1,-7,-7.0,0,-7
Dallas Cowboys,Ezekiel Elliott,10,52,5.2,0,7
Dallas Cowboys,Dak Prescott,2,11,5.5,0,12
Dallas Cowboys,Tony Pollard,6,8,1.3,0,9
Denver Broncos,Melvin Gordon III,12,58,4.8,0,13
Denver Broncos,Javonte Williams,7,43,6.1,0,13
Denver Broncos,Russell Wilson,1,2,2.0,0,2
Seattle Seahawks,Rashaad Penny,12,60,5.0,0,26
Seattle Seahawks,Geno Smith,6,14,2.3,0,14
Seattle Seahawks,Travis Homer,1,2,2.0,0,2
