team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Baltimore Ravens,Rashod Bateman,2,36,18.0,0,20,3
Baltimore Ravens,Patrick Ricard,2,31,15.5,0,28,2
Baltimore Ravens,Nelson Agholor,1,12,12.0,1,12,1
Baltimore Ravens,Keaton Mitchell,1,9,9.0,0,9,1
Baltimore Ravens,Justice Hill,1,2,2.0,0,2,1
Pittsburgh Steelers,George Pickens,5,107,21.4,0,31,8
Pittsburgh Steelers,Diontae Johnson,5,79,15.8,0,39,6
Pittsburgh Steelers,Connor Heyward,2,23,11.5,0,12,3
Pittsburgh Steelers,Najee Harris,3,15,5.0,0,8,3
Pittsburgh Steelers,Allen Robinson II,1,7,7.0,0,7,1
Pittsburgh Steelers,Jaylen Warren,1,-1,-1.0,0,-1,2
Los Angeles Rams,Puka Nacua,8,154,19.3,0,36,12
Los Angeles Rams,Tutu Atwell,1,31,31.0,1,31,2
Los Angeles Rams,Cooper Kupp,2,29,14.5,0,24,7
Los Angeles Rams,Tyler Higbee,1,7,7.0,0,7,3
Los Angeles Rams,Brycen Hopkins,1,5,5.0,0,5,1
Los Angeles Rams,Darrell Henderson Jr.,1,5,5.0,0,5,2
Arizona Cardinals,Marquise Brown,3,49,16.3,0,21,7
Arizona Cardinals,Trey McBride,3,29,9.7,0,19,6
Arizona Cardinals,Michael Wilson,3,26,8.7,0,11,5
Arizona Cardinals,Zach Ertz,3,19,6.3,0,9,4
Arizona Cardinals,Emari Demercado,4,17,4.3,0,8,5
Arizona Cardinals,Geoff Swaim,1,8,8.0,0,8,1
Arizona Cardinals,Rondale Moore,2,2,1.0,0,4,4
Arizona Cardinals,Elijah Higgins,1,0,0.0,0,0,1
Seattle Seahawks,Jaxon Smith-Njigba,4,63,15.8,1,28,7
Seattle Seahawks,Jake Bobo,4,61,15.3,1,31,5
Seattle Seahawks,Tyler Lockett,4,38,9.5,0,15,5
Seattle Seahawks,Colby Parkinson,2,26,13.0,0,27,2
Seattle Seahawks,Noah Fant,1,25,25.0,0,25,1
Seattle Seahawks,Kenneth Walker III,2,6,3.0,0,6,3
Seattle Seahawks,DeeJay Dallas,1,0,0.0,0,0,1
Green Bay Packers,AJ Dillon,2,34,17.0,0,29,2
Green Bay Packers,Romeo Doubs,2,30,15.0,1,16,5
Green Bay Packers,Luke Musgrave,4,30,7.5,0,18,5
Green Bay Packers,Christian Watson,3,27,9.0,0,23,5
Green Bay Packers,Aaron Jones,3,22,7.3,0,14,5
Green Bay Packers,Jayden Reed,3,21,7.0,1,12,4
Green Bay Packers,Dontayvion Wicks,1,17,17.0,0,17,1
Green Bay Packers,Emanuel Wilson,2,8,4.0,0,4,2
Green Bay Packers,Samori Toure,1,3,3.0,0,3,2
Green Bay Packers,Ben Sims,1,2,2.0,0,2,1
Denver Broncos,Courtland Sutton,6,76,12.7,1,33,6
Denver Broncos,Jerry Jeudy,5,64,12.8,0,18,5
Denver Broncos,Samaje Perine,3,31,10.3,0,19,3
Denver Broncos,Javonte Williams,3,14,4.7,0,7,4
Denver Broncos,Adam Trautman,1,5,5.0,0,5,2
Denver Broncos,Nate Adkins,1,3,3.0,0,3,1
Denver Broncos,Jaleel McLaughlin,1,1,1.0,0,1,2
Denver Broncos,Marvin Mims Jr.,0,0,0.0,0,0,1
Los Angeles Chargers,Joshua Palmer,5,133,26.6,0,60,7
Los Angeles Chargers,Keenan Allen,4,55,13.8,0,26,9
Los Angeles Chargers,Gerald Everett,3,26,8.7,1,11,4
Los Angeles Chargers,Quentin Johnston,1,20,20.0,0,20,2
Los Angeles Chargers,Derius Davis,1,10,10.0,0,10,2
Los Angeles Chargers,Donald Parham Jr.,1,9,9.0,0,9,3
Los Angeles Chargers,Stone Smartt,1,5,5.0,0,5,1
Los Angeles Chargers,Austin Ekeler,1,1,1.0,0,1,2
Kansas City Chiefs,Travis Kelce,12,179,14.9,1,53,13
Kansas City Chiefs,Marquez Valdes-Scantling,3,84,28.0,1,46,5
Kansas City Chiefs,Rashee Rice,5,60,12.0,1,37,6
Kansas City Chiefs,Isiah Pacheco,4,28,7.0,1,12,4
Kansas City Chiefs,Jerick McKinnon,2,24,12.0,0,27,2
Kansas City Chiefs,Skyy Moore,2,15,7.5,0,11,3
Kansas City Chiefs,Kadarius Toney,1,13,13.0,0,13,1
Kansas City Chiefs,Noah Gray,1,8,8.0,0,8,1
Kansas City Chiefs,Blake Bell,1,7,7.0,0,7,1
Kansas City Chiefs,Mecole Hardman Jr.,1,6,6.0,0,6,3
Kansas City Chiefs,Clyde Edwards-Helaire,0,0,0.0,0,0,1
Miami Dolphins,Tyreek Hill,11,88,8.0,1,27,15
Miami Dolphins,Jaylen Waddle,6,63,10.5,0,16,6
Miami Dolphins,Cedrick Wilson Jr.,2,48,24.0,0,29,3
Miami Dolphins,Braxton Berrios,1,7,7.0,0,7,2
Miami Dolphins,Raheem Mostert,1,6,6.0,0,6,3
Miami Dolphins,Jeff Wilson Jr.,1,4,4.0,0,4,1
Miami Dolphins,Salvon Ahmed,1,0,0.0,0,0,2
Philadelphia Eagles,A.J. Brown,10,137,13.7,1,42,15
Philadelphia Eagles,Dallas Goedert,5,77,15.4,1,22,5
Philadelphia Eagles,DeVonta Smith,4,49,12.3,0,25,5
Philadelphia Eagles,D'Andre Swift,3,13,4.3,0,8,3
Philadelphia Eagles,Julio Jones,1,3,3.0,0,3,1
Philadelphia Eagles,Olamide Zaccheaus,0,0,0.0,0,0,1
San Francisco 49ers,George Kittle,5,78,15.6,0,28,7
San Francisco 49ers,Brandon Aiyuk,5,57,11.4,0,25,6
San Francisco 49ers,Jauan Jennings,5,54,10.8,0,18,9
San Francisco 49ers,Christian McCaffrey,3,51,17.0,1,35,3
San Francisco 49ers,Ray-Ray McCloud III,2,20,10.0,0,11,3
San Francisco 49ers,Ross Dwelley,1,12,12.0,0,12,1
Minnesota Vikings,Jordan Addison,7,123,17.6,2,60,10
Minnesota Vikings,T.J. Hockenson,11,86,7.8,0,22,12
Minnesota Vikings,Brandon Powell,4,64,16.0,0,27,5
Minnesota Vikings,K.J. Osborn,5,47,9.4,0,18,6
Minnesota Vikings,Cam Akers,2,30,15.0,0,30,3
Minnesota Vikings,Ty Chandler,1,12,12.0,0,12,1
Minnesota Vikings,Trishton Jackson,1,7,7.0,0,7,1
Minnesota Vikings,Josh Oliver,2,6,3.0,0,6,2
Minnesota Vikings,Alexander Mattison,2,3,1.5,0,4,3
