team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Tampa Bay Buccaneers,Cameron Brate,2,29,14.5,0,18,6
Tampa Bay Buccaneers,Tyler Johnson,0,0,0.0,0,0,2
Tampa Bay Buccaneers,O.J. Howard,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Codey McElroy,0,0,0.0,0,0,1
New England Patriots,Jakobi Meyers,8,70,8.8,0,21,12
New England Patriots,Kendrick Bourne,5,58,11.6,0,17,5
New England Patriots,Nelson Agholor,3,55,18.3,0,30,5
New England Patriots,Brandon Bolden,6,51,8.5,0,15,6
New England Patriots,Hunter Henry,4,32,8.0,1,11,5
New England Patriots,Damien Harris,2,30,15.0,0,21,2
New England Patriots,Jonnu Smith,3,14,4.7,1,12,5
New England Patriots,N'Keal Harry,1,10,10.0,0,10,1
New England Patriots,J.J. Taylor,1,0,0.0,0,0,1
Las Vegas Raiders,Henry Ruggs III,3,60,20.0,0,51,6
Las Vegas Raiders,Darren Waller,4,50,12.5,1,21,7
Las Vegas Raiders,Hunter Renfrow,6,45,7.5,1,12,8
Las Vegas Raiders,Josh Jacobs,5,17,3.4,0,9,5
Las Vegas Raiders,Willie Snead IV,1,15,15.0,0,15,1
Las Vegas Raiders,Zay Jones,1,5,5.0,0,5,1
Las Vegas Raiders,Bryan Edwards,1,4,4.0,0,4,4
Los Angeles Chargers,Jared Cook,6,70,11.7,1,22,7
Los Angeles Chargers,Keenan Allen,7,36,5.1,0,9,11
Los Angeles Chargers,Stephen Anderson,1,34,34.0,0,34,1
Los Angeles Chargers,Austin Ekeler,3,28,9.3,1,14,5
Los Angeles Chargers,Donald Parham Jr.,2,17,8.5,1,13,3
Los Angeles Chargers,Justin Jackson,4,17,4.3,0,7,4
Los Angeles Chargers,Mike Williams,1,11,11.0,0,11,4
Los Angeles Chargers,Jalen Guyton,1,9,9.0,0,9,2
Los Angeles Chargers,Tevaughn Campbell,0,0,0.0,0,0,1
