team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Jacksonville Jaguars,Laviska Shenault Jr.,6,99,16.5,0,52,7
Jacksonville Jaguars,Dan Arnold,2,29,14.5,0,17,2
Jacksonville Jaguars,Jamal Agnew,1,27,27.0,0,27,1
Jacksonville Jaguars,Marvin Jones Jr.,3,24,8.0,0,10,3
Jacksonville Jaguars,Tavon Austin,1,8,8.0,0,8,3
Jacksonville Jaguars,Chris Manhertz,1,7,7.0,0,7,1
Jacksonville Jaguars,Luke Farrell,1,7,7.0,0,7,1
Jacksonville Jaguars,Jacob Hollister,1,5,5.0,0,5,1
Jacksonville Jaguars,Tyron Johnson,0,0,0.0,0,0,1
Jacksonville Jaguars,James Robinson,1,-2,-2.0,0,-2,2
Cincinnati Bengals,Tyler Boyd,9,118,13.1,0,33,11
Cincinnati Bengals,C.J. Uzomah,5,95,19.0,2,31,6
Cincinnati Bengals,Ja'Marr Chase,6,77,12.8,0,44,9
Cincinnati Bengals,Trenton Irwin,1,25,25.0,0,25,1
Cincinnati Bengals,Auden Tate,1,18,18.0,0,18,1
Cincinnati Bengals,Samaje Perine,1,15,15.0,0,15,1
Cincinnati Bengals,Joe Mixon,1,0,0.0,0,0,2
Cincinnati Bengals,Mike Thomas,1,0,0.0,0,0,1
Washington,Terry McLaurin,6,123,20.5,2,33,13
Washington,J.D. McKissic,5,44,8.8,1,30,5
Washington,DeAndre Carter,1,24,24.0,0,24,1
Washington,Adam Humphries,1,19,19.0,0,19,1
Washington,Dyami Brown,1,19,19.0,0,19,2
Washington,Ricky Seals-Jones,2,19,9.5,0,16,4
Washington,Curtis Samuel,4,19,4.8,0,10,4
Washington,Antonio Gibson,2,12,6.0,0,11,2
Washington,Jaret Patterson,1,11,11.0,0,11,1
Atlanta Falcons,Cordarrelle Patterson,5,82,16.4,3,42,6
Atlanta Falcons,Calvin Ridley,7,80,11.4,0,21,13
Atlanta Falcons,Kyle Pitts,4,50,12.5,0,15,9
Atlanta Falcons,Hayden Hurst,4,29,7.3,0,12,4
Atlanta Falcons,Olamide Zaccheaus,1,15,15.0,0,15,3
Atlanta Falcons,Tajae Sharpe,2,15,7.5,0,8,2
Atlanta Falcons,Mike Davis,2,12,6.0,1,7,2
Atlanta Falcons,Wayne Gallman,0,0,0.0,0,0,1
Houston Texans,Brandin Cooks,5,47,9.4,0,16,7
Houston Texans,David Johnson,3,27,9.0,0,12,4
Houston Texans,Pharaoh Brown,1,6,6.0,0,6,2
Houston Texans,Jordan Akins,1,4,4.0,0,4,1
Houston Texans,Anthony Miller,1,3,3.0,0,3,5
Houston Texans,Chris Conley,0,0,0.0,0,0,1
Buffalo Bills,Stefon Diggs,7,114,16.3,0,37,11
Buffalo Bills,Emmanuel Sanders,5,74,14.8,0,21,6
Buffalo Bills,Dawson Knox,5,37,7.4,2,25,8
Buffalo Bills,Cole Beasley,2,16,8.0,0,9,2
Buffalo Bills,Reggie Gilliam,1,8,8.0,0,8,1
Buffalo Bills,Devin Singletary,1,7,7.0,0,7,1
Buffalo Bills,Zack Moss,0,0,0.0,0,0,1
Buffalo Bills,Gabe Davis,0,0,0.0,0,0,1
Detroit Lions,Quintez Cephus,4,83,20.8,0,33,5
Detroit Lions,Amon-Ra St. Brown,6,70,11.7,0,24,8
Detroit Lions,Kalif Raymond,3,46,15.3,2,25,6
Detroit Lions,T.J. Hockenson,4,42,10.5,0,22,8
Detroit Lions,D'Andre Swift,4,33,8.3,0,11,6
Detroit Lions,KhaDarel Hodge,1,13,13.0,0,13,1
Detroit Lions,Trinity Benson,2,12,6.0,0,9,3
Chicago Bears,Darnell Mooney,5,125,25.0,0,64,7
Chicago Bears,Allen Robinson II,3,63,21.0,0,28,3
Chicago Bears,Damien Williams,2,15,7.5,0,8,2
Chicago Bears,Cole Kmet,1,6,6.0,0,6,3
Chicago Bears,Marquise Goodwin,0,0,0.0,0,0,2
Carolina Panthers,DJ Moore,8,113,14.1,2,39,12
Carolina Panthers,Brandon Zylstra,2,63,31.5,0,55,2
Carolina Panthers,Rodney Smith,5,48,9.6,0,17,5
Carolina Panthers,Robbie Chosen,5,46,9.2,0,13,11
Carolina Panthers,Ian Thomas,3,15,5.0,0,9,3
Carolina Panthers,Chuba Hubbard,2,14,7.0,0,11,2
Carolina Panthers,Terrace Marshall Jr.,1,2,2.0,0,2,3
Carolina Panthers,Tommy Tremble,0,0,0.0,0,0,1
Dallas Cowboys,Amari Cooper,3,69,23.0,1,35,3
Dallas Cowboys,Dalton Schultz,6,58,9.7,1,18,8
Dallas Cowboys,Cedrick Wilson Jr.,2,30,15.0,1,23,2
Dallas Cowboys,Blake Jarwin,1,18,18.0,1,18,3
Dallas Cowboys,CeeDee Lamb,2,13,6.5,0,7,5
Dallas Cowboys,Ezekiel Elliott,0,0,0.0,0,0,1
Indianapolis Colts,Michael Pittman Jr.,6,59,9.8,0,20,8
Indianapolis Colts,Zach Pascal,4,44,11.0,0,41,5
Indianapolis Colts,Mo Alie-Cox,3,42,14.0,2,28,5
Indianapolis Colts,Jack Doyle,1,24,24.0,0,24,1
Indianapolis Colts,Parris Campbell,2,22,11.0,0,12,3
Indianapolis Colts,Ashton Dulin,1,17,17.0,0,17,1
Indianapolis Colts,Jonathan Taylor,3,11,3.7,0,7,3
Indianapolis Colts,Nyheim Hines,2,5,2.5,0,3,2
Indianapolis Colts,Kylen Granson,1,3,3.0,0,3,2
Indianapolis Colts,Marlon Mack,1,1,1.0,0,1,2
Miami Dolphins,DeVante Parker,4,77,19.3,1,42,9
Miami Dolphins,Mike Gesicki,5,57,11.4,1,22,6
Miami Dolphins,Jaylen Waddle,3,33,11.0,0,18,4
Miami Dolphins,Salvon Ahmed,2,12,6.0,0,8,2
Miami Dolphins,Albert Wilson,1,11,11.0,0,11,2
Miami Dolphins,William Fuller V,1,6,6.0,0,6,2
Miami Dolphins,Durham Smythe,2,6,3.0,0,4,2
Miami Dolphins,Malcolm Brown,1,4,4.0,0,4,1
Miami Dolphins,Adam Shaheen,0,0,0.0,0,0,1
Miami Dolphins,Jakeem Grant Sr.,1,-7,-7.0,0,-7,1
Cleveland Browns,Rashard Higgins,4,63,15.8,0,21,7
Cleveland Browns,Odell Beckham Jr.,2,27,13.5,0,24,7
Cleveland Browns,Kareem Hunt,2,17,8.5,0,9,4
Cleveland Browns,David Njoku,2,17,8.5,0,9,2
Cleveland Browns,Demetric Felton Jr.,2,12,6.0,0,9,2
Cleveland Browns,Austin Hooper,1,11,11.0,0,11,5
Cleveland Browns,Nick Chubb,1,5,5.0,0,5,1
Cleveland Browns,Harrison Bryant,1,3,3.0,0,3,2
Cleveland Browns,Anthony Schwartz,0,0,0.0,0,0,1
Minnesota Vikings,Justin Jefferson,6,84,14.0,1,31,7
Minnesota Vikings,Adam Thielen,3,46,15.3,0,22,8
Minnesota Vikings,K.J. Osborn,3,26,8.7,0,20,7
Minnesota Vikings,Tyler Conklin,4,18,4.5,0,14,6
Minnesota Vikings,Dede Westbrook,1,17,17.0,0,17,1
Minnesota Vikings,Dalvin Cook,2,10,5.0,0,6,6
Minnesota Vikings,Ameer Abdullah,1,2,2.0,0,2,1
New York Giants,Kenny Golladay,6,116,19.3,0,28,7
New York Giants,Kadarius Toney,6,78,13.0,0,21,9
New York Giants,John Ross,3,77,25.7,1,52,4
New York Giants,Saquon Barkley,5,74,14.8,1,54,6
New York Giants,Evan Engram,5,27,5.4,0,8,6
New York Giants,Kyle Rudolph,2,24,12.0,0,20,3
New York Giants,Devontae Booker,1,6,6.0,0,6,1
New Orleans Saints,Marquez Callaway,2,74,37.0,0,58,2
New Orleans Saints,Deonte Harty,5,52,10.4,0,18,8
New Orleans Saints,Ty Montgomery II,3,42,14.0,0,21,3
New Orleans Saints,Taysom Hill,2,26,13.0,0,15,2
New Orleans Saints,Juwan Johnson,2,20,10.0,1,15,3
New Orleans Saints,Chris Hogan,2,15,7.5,0,9,2
New Orleans Saints,Dwayne Washington,1,6,6.0,0,6,1
New Orleans Saints,Adam Trautman,1,3,3.0,0,3,1
New Orleans Saints,Kenny Stills,0,0,0.0,0,0,1
New Orleans Saints,Tony Jones Jr.,1,-3,-3.0,0,-3,3
Tennessee Titans,Jeremy McNichols,8,74,9.3,0,27,12
Tennessee Titans,Chester Rogers,5,63,12.6,0,20,6
Tennessee Titans,Josh Reynolds,6,59,9.8,0,12,9
Tennessee Titans,Nick Westbrook-Ikhine,3,29,9.7,0,18,8
Tennessee Titans,Anthony Firkser,3,23,7.7,0,10,5
Tennessee Titans,Derrick Henry,2,20,10.0,0,16,2
Tennessee Titans,MyCole Pruitt,1,14,14.0,0,14,1
Tennessee Titans,Tommy Hudson,1,14,14.0,0,14,1
Tennessee Titans,Cameron Batson,1,2,2.0,1,2,4
Tennessee Titans,Geoff Swaim,0,0,0.0,0,0,1
New York Jets,Corey Davis,4,111,27.8,1,53,7
New York Jets,Keelan Cole Sr.,3,92,30.7,0,54,4
New York Jets,Jamison Crowder,7,61,8.7,1,29,9
New York Jets,Tevin Coleman,2,17,8.5,0,9,2
New York Jets,Ty Johnson,2,12,6.0,0,6,2
New York Jets,Ryan Griffin,1,8,8.0,0,8,4
New York Jets,Tyler Kroft,0,0,0.0,0,0,1
New York Jets,Braxton Berrios,1,0,0.0,0,0,1
New York Jets,Trevon Wesco,0,0,0.0,0,0,1
New York Jets,Michael Carter,1,-4,-4.0,0,-4,3
Kansas City Chiefs,Tyreek Hill,11,186,16.9,3,44,12
Kansas City Chiefs,Byron Pringle,2,23,11.5,0,19,2
Kansas City Chiefs,Travis Kelce,4,23,5.8,0,10,6
Kansas City Chiefs,Darrel Williams,2,16,8.0,0,9,2
Kansas City Chiefs,Mecole Hardman,2,16,8.0,0,9,3
Kansas City Chiefs,Clyde Edwards-Helaire,2,12,6.0,1,11,3
Kansas City Chiefs,Jody Fortson,1,2,2.0,1,2,1
Kansas City Chiefs,Noah Gray,0,0,0.0,0,0,1
Philadelphia Eagles,DeVonta Smith,7,122,17.4,0,37,10
Philadelphia Eagles,Zach Ertz,6,60,10.0,0,19,8
Philadelphia Eagles,Kenneth Gainwell,6,58,9.7,0,15,8
Philadelphia Eagles,Dallas Goedert,5,56,11.2,1,21,5
Philadelphia Eagles,Miles Sanders,3,34,11.3,0,18,3
Philadelphia Eagles,Quez Watkins,3,33,11.0,0,18,7
Philadelphia Eagles,Greg Ward,1,15,15.0,1,15,2
Philadelphia Eagles,Jalen Reagor,1,9,9.0,0,9,1
Arizona Cardinals,A.J. Green,5,67,13.4,1,41,6
Arizona Cardinals,DeAndre Hopkins,4,67,16.8,0,25,7
Arizona Cardinals,Maxx Williams,5,66,13.2,1,25,5
Arizona Cardinals,Rondale Moore,3,28,9.3,0,16,3
Arizona Cardinals,Chase Edmonds,4,19,4.8,0,9,5
Arizona Cardinals,James Conner,2,16,8.0,0,9,2
Arizona Cardinals,Christian Kirk,1,5,5.0,0,5,1
Los Angeles Rams,Van Jefferson,6,90,15.0,1,22,6
Los Angeles Rams,Cooper Kupp,5,64,12.8,0,35,13
Los Angeles Rams,Robert Woods,4,48,12.0,1,18,6
Los Angeles Rams,Tyler Higbee,4,36,9.0,0,18,6
Los Angeles Rams,Darrell Henderson Jr.,5,27,5.4,0,13,6
Los Angeles Rams,Johnny Mundt,1,9,9.0,0,9,1
Los Angeles Rams,DeSean Jackson,1,6,6.0,0,6,3
Seattle Seahawks,DK Metcalf,4,65,16.3,1,28,8
Seattle Seahawks,Alex Collins,2,34,17.0,0,28,2
Seattle Seahawks,Tyler Lockett,4,24,6.0,0,19,5
Seattle Seahawks,Freddie Swain,3,20,6.7,1,13,4
Seattle Seahawks,Will Dissly,2,5,2.5,0,3,2
Seattle Seahawks,Chris Carson,1,1,1.0,0,1,1
San Francisco 49ers,Deebo Samuel,8,156,19.5,2,76,13
San Francisco 49ers,Kyle Juszczyk,4,41,10.3,0,14,4
San Francisco 49ers,George Kittle,4,40,10.0,0,18,10
San Francisco 49ers,Mohamed Sanu,4,35,8.8,0,12,5
San Francisco 49ers,Ross Dwelley,1,21,21.0,1,21,1
San Francisco 49ers,Brandon Aiyuk,1,15,15.0,0,15,3
San Francisco 49ers,Jauan Jennings,1,14,14.0,0,14,1
San Francisco 49ers,Trent Sherfield,0,0,0.0,0,0,2
Baltimore Ravens,Marquise Brown,4,91,22.8,1,49,5
Baltimore Ravens,James Proche II,5,74,14.8,0,32,6
Baltimore Ravens,Mark Andrews,5,67,13.4,0,24,8
Baltimore Ravens,Sammy Watkins,4,49,12.3,0,20,7
Baltimore Ravens,Devin Duvernay,3,31,10.3,0,17,6
Baltimore Ravens,Patrick Ricard,1,4,4.0,0,4,1
Baltimore Ravens,Le'Veon Bell,0,0,0.0,0,0,1
Baltimore Ravens,Josh Oliver,0,0,0.0,0,0,1
Denver Broncos,Courtland Sutton,3,47,15.7,0,32,8
Denver Broncos,Noah Fant,6,46,7.7,1,14,10
Denver Broncos,Tim Patrick,3,39,13.0,0,19,6
Denver Broncos,Kendall Hinton,1,13,13.0,0,13,3
Denver Broncos,Albert Okwuegbunam,1,11,11.0,0,11,2
Denver Broncos,Melvin Gordon III,2,11,5.5,0,8,4
Denver Broncos,Javonte Williams,3,11,3.7,0,9,3
Denver Broncos,Diontae Spencer,0,0,0.0,0,0,1
Pittsburgh Steelers,Diontae Johnson,9,92,10.2,1,45,13
Pittsburgh Steelers,James Washington,4,69,17.3,0,30,5
Pittsburgh Steelers,Najee Harris,6,29,4.8,0,9,7
Pittsburgh Steelers,Pat Freiermuth,1,11,11.0,0,11,1
Pittsburgh Steelers,JuJu Smith-Schuster,2,11,5.5,0,9,8
Pittsburgh Steelers,Zach Gentry,1,10,10.0,0,10,1
Pittsburgh Steelers,Eric Ebron,2,8,4.0,0,4,2
Pittsburgh Steelers,Ray-Ray McCloud III,1,2,2.0,0,2,1
Pittsburgh Steelers,Benny Snell Jr.,0,0,0.0,0,0,1
Green Bay Packers,Randall Cobb,5,69,13.8,2,25,6
Green Bay Packers,Davante Adams,6,64,10.7,0,21,11
Green Bay Packers,Aaron Jones,3,51,17.0,0,26,4
Green Bay Packers,Allen Lazard,2,33,16.5,0,28,3
Green Bay Packers,AJ Dillon,1,16,16.0,0,16,1
Green Bay Packers,Robert Tonyan,2,8,4.0,0,6,7
Green Bay Packers,Marcedes Lewis,1,7,7.0,0,7,2
Green Bay Packers,Equanimeous St. Brown,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Mike Evans,7,75,10.7,0,28,12
Tampa Bay Buccaneers,Antonio Brown,7,63,9.0,0,27,11
Tampa Bay Buccaneers,Chris Godwin,3,55,18.3,0,28,5
Tampa Bay Buccaneers,Leonard Fournette,3,47,15.7,0,23,5
