team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Cincinnati Bengals,Joe Burrow,11/17,101,5.9,1,0,2-14,42.6,100.4
Cincinnati Bengals,Jake Browning,8/14,68,4.9,1,0,3-19,41.9,93.8
Baltimore Ravens,Lamar Jackson,16/26,264,10.2,2,0,3-16,70.8,121.3
Pittsburgh Steelers,Kenny Pickett,15/28,106,3.8,0,0,3-29,32.0,62.5
Cleveland Browns,Dorian Thompson-Robinson,24/43,165,3.8,0,1,1-2,31.6,54.9
Chicago Bears,Justin Fields,16/23,169,7.3,1,0,2-18,69.3,105.2
Detroit Lions,Jared Goff,23/35,236,6.7,2,3,2-13,58.4,68.3
Los Angeles Chargers,Justin Herbert,21/36,260,7.2,2,0,2-16,83.4,99.3
Green Bay Packers,Jordan Love,27/40,322,8.1,2,0,3-27,58.4,108.5
Las Vegas Raiders,Aidan O'Connell,24/41,271,6.6,1,3,2-11,18.1,56.0
Miami Dolphins,Tua Tagovailoa,28/39,325,8.3,2,1,1-2,41.1,103.0
New York Giants,Tommy DeVito,18/26,246,9.5,3,0,9-45,32.7,137.7
Washington Commanders,Sam Howell,31/45,256,5.7,1,3,4-26,59.9,62.8
Dallas Cowboys,Dak Prescott,25/38,189,5.0,2,0,0-0,83.6,95.2
Dallas Cowboys,Cooper Rush,2/3,15,5.0,0,0,0-0,86.1,78.5
Carolina Panthers,Bryce Young,16/29,123,4.2,1,1,7-46,6.8,62.9
Tennessee Titans,Will Levis,13/17,158,9.3,2,0,2-15,15.5,143.8
Jacksonville Jaguars,Trevor Lawrence,24/32,262,8.2,2,0,1-1,91.2,119.5
Arizona Cardinals,Kyler Murray,20/30,214,7.1,1,1,3-18,45.4,84.6
Houston Texans,C.J. Stroud,27/37,336,9.1,2,3,3-29,36.2,85.0
Houston Texans,Davis Mills,1/1,2,2.0,0,0,0-0,0.6,79.2
Houston Texans,Tank Dell,0/0,0,0.0,0,0,1-1,1.1,0.0
Tampa Bay Buccaneers,Baker Mayfield,29/45,246,5.5,1,1,4-25,47.9,76.7
San Francisco 49ers,Brock Purdy,21/25,333,13.3,3,0,4-28,81.6,158.3
New York Jets,Zach Wilson,7/15,81,5.4,1,1,5-30,4.0,57.9
New York Jets,Tim Boyle,7/14,33,2.4,0,1,1-10,52.2,26.5
New York Jets,Thomas Morstead,1/1,18,18.0,0,0,0-0,--,118.8
Buffalo Bills,Josh Allen,20/32,275,8.6,3,1,1-12,55.4,108.2
Seattle Seahawks,Geno Smith,22/34,233,6.9,1,0,2-13,61.9,94.4
Seattle Seahawks,Drew Lock,2/6,3,0.5,0,1,0-0,1.4,2.8
Los Angeles Rams,Matthew Stafford,17/31,190,6.1,1,1,1-5,37.6,70.6
Minnesota Vikings,Joshua Dobbs,20/32,221,6.9,1,1,2-11,62.2,80.3
Denver Broncos,Russell Wilson,27/35,259,7.4,1,0,2-10,31.2,106.7
Philadelphia Eagles,Jalen Hurts,14/22,150,6.8,0,1,5-26,30.4,64.6
Kansas City Chiefs,Patrick Mahomes,24/43,177,4.1,2,1,1-9,36.2,71.6
