team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Miami Dolphins,Tua Tagovailoa,2,6,3.0,0,7
Miami Dolphins,Salvon Ahmed,3,6,2.0,0,3
Miami Dolphins,De'Von Achane,1,1,1.0,0,1
New York Giants,Saquon Barkley,14,83,5.9,0,36
New York Giants,Tommy DeVito,1,7,7.0,0,7
New York Giants,Wan'Dale Robinson,1,2,2.0,0,2
New York Giants,Matt Breida,3,-1,-0.3,0,3
Washington Commanders,Brian Robinson Jr.,17,73,4.3,0,18
Washington Commanders,Chris Rodriguez Jr.,6,43,7.2,0,16
Washington Commanders,Sam Howell,3,35,11.7,1,20
Washington Commanders,Derrick Gore,2,23,11.5,0,23
Dallas Cowboys,Tony Pollard,12,61,5.1,1,22
Dallas Cowboys,Rico Dowdle,8,23,2.9,0,11
Dallas Cowboys,KaVontae Turpin,1,13,13.0,0,13
Dallas Cowboys,CeeDee Lamb,1,7,7.0,0,7
Dallas Cowboys,Dak Prescott,2,6,3.0,0,3
Dallas Cowboys,Cooper Rush,3,-3,-1.0,0,-1
Carolina Panthers,Chuba Hubbard,10,57,5.7,0,14
Carolina Panthers,Miles Sanders,11,50,4.5,0,15
Carolina Panthers,Bryce Young,2,3,1.5,0,4
Tennessee Titans,Chris Moore,1,38,38.0,0,38
Tennessee Titans,Derrick Henry,10,38,3.8,0,16
Tennessee Titans,Tyjae Spears,4,14,3.5,0,5
Tennessee Titans,Will Levis,4,2,0.5,0,4
Jacksonville Jaguars,Travis Etienne Jr.,14,52,3.7,0,11
Jacksonville Jaguars,Tank Bigsby,9,21,2.3,0,6
Jacksonville Jaguars,D'Ernest Johnson,7,20,2.9,0,9
Jacksonville Jaguars,Calvin Ridley,1,18,18.0,0,18
Jacksonville Jaguars,Trevor Lawrence,5,17,3.4,2,9
Arizona Cardinals,James Conner,14,62,4.4,0,14
Arizona Cardinals,Kyler Murray,7,51,7.3,1,22
Arizona Cardinals,Tony Jones Jr.,1,10,10.0,0,10
Arizona Cardinals,Rondale Moore,2,6,3.0,0,4
Arizona Cardinals,Marquise Brown,1,-6,-6.0,0,-6
Houston Texans,Devin Singletary,22,112,5.1,1,21
Houston Texans,Andrew Beck,1,0,0.0,0,0
Houston Texans,Mike Boone,1,0,0.0,0,0
Houston Texans,C.J. Stroud,1,-1,-1.0,0,-1
Tampa Bay Buccaneers,Rachaad White,9,30,3.3,1,7
Tampa Bay Buccaneers,Deven Thompkins,1,17,17.0,0,17
Tampa Bay Buccaneers,Chase Edmonds,4,8,2.0,0,3
Tampa Bay Buccaneers,Trey Palmer,1,6,6.0,0,6
Tampa Bay Buccaneers,Baker Mayfield,3,5,1.7,0,3
San Francisco 49ers,Christian McCaffrey,21,78,3.7,0,12
San Francisco 49ers,Elijah Mitchell,4,24,6.0,0,13
San Francisco 49ers,Brock Purdy,4,14,3.5,0,13
San Francisco 49ers,Deebo Samuel,1,-1,-1.0,0,-1
New York Jets,Breece Hall,10,23,2.3,0,14
New York Jets,Zach Wilson,4,15,3.8,0,7
New York Jets,Dalvin Cook,2,13,6.5,0,10
New York Jets,Israel Abanikanda,1,11,11.0,0,11
New York Jets,Tim Boyle,1,1,1.0,0,1
Buffalo Bills,James Cook,17,73,4.3,0,12
Buffalo Bills,Latavius Murray,10,35,3.5,0,7
Buffalo Bills,Josh Allen,5,15,3.0,0,7
Buffalo Bills,Ty Johnson,3,11,3.7,0,13
Buffalo Bills,Kyle Allen,2,-2,-1.0,0,-1
Buffalo Bills,Deonte Harty,1,-2,-2.0,0,-2
Seattle Seahawks,Zach Charbonnet,15,47,3.1,0,11
Seattle Seahawks,Kenneth Walker III,4,18,4.5,0,6
Seattle Seahawks,DeeJay Dallas,1,4,4.0,0,4
Seattle Seahawks,Geno Smith,1,-1,-1.0,0,-1
Los Angeles Rams,Royce Freeman,17,73,4.3,0,15
Los Angeles Rams,Puka Nacua,1,7,7.0,0,7
Los Angeles Rams,Darrell Henderson Jr.,6,1,0.2,1,4
Los Angeles Rams,Matthew Stafford,2,1,0.5,0,3
Los Angeles Rams,Zach Evans,1,0,0.0,0,0
Minnesota Vikings,Alexander Mattison,18,81,4.5,0,15
Minnesota Vikings,Ty Chandler,10,73,7.3,0,31
Minnesota Vikings,Joshua Dobbs,8,21,2.6,1,10
Denver Broncos,Javonte Williams,11,37,3.4,0,15
Denver Broncos,Samaje Perine,1,7,7.0,0,7
Denver Broncos,Jaleel McLaughlin,1,1,1.0,0,1
Denver Broncos,Russell Wilson,2,1,0.5,0,2
Philadelphia Eagles,D'Andre Swift,12,76,6.3,1,35
Philadelphia Eagles,Jalen Hurts,12,29,2.4,2,10
Philadelphia Eagles,Boston Scott,2,8,4.0,0,4
Philadelphia Eagles,Kenneth Gainwell,1,1,1.0,0,1
Kansas City Chiefs,Isiah Pacheco,19,89,4.7,0,24
Kansas City Chiefs,Patrick Mahomes,6,38,6.3,0,14
Kansas City Chiefs,Clyde Edwards-Helaire,2,20,10.0,0,12
Kansas City Chiefs,Kadarius Toney,2,14,7.0,0,14
Kansas City Chiefs,Jerick McKinnon,1,7,7.0,0,7
