team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Cincinnati Bengals,Joe Mixon,16,69,4.3,0,14
Cincinnati Bengals,Jake Browning,4,40,10.0,0,19
Cincinnati Bengals,Trayveon Williams,2,20,10.0,0,15
Cincinnati Bengals,Joe Burrow,1,7,7.0,0,7
Baltimore Ravens,Gus Edwards,12,62,5.2,2,26
Baltimore Ravens,Lamar Jackson,9,54,6.0,0,8
Baltimore Ravens,Keaton Mitchell,8,33,4.1,0,21
Baltimore Ravens,Zay Flowers,1,7,7.0,0,7
Baltimore Ravens,Justice Hill,1,1,1.0,0,1
Pittsburgh Steelers,Jaylen Warren,9,129,14.3,1,74
Pittsburgh Steelers,Najee Harris,12,35,2.9,0,17
Pittsburgh Steelers,Kenny Pickett,4,9,2.3,0,5
Pittsburgh Steelers,George Pickens,1,-1,-1.0,0,-1
Cleveland Browns,Kareem Hunt,12,36,3.0,0,16
Cleveland Browns,Jerome Ford,12,31,2.6,1,13
Cleveland Browns,Dorian Thompson-Robinson,3,20,6.7,0,9
Cleveland Browns,Cedric Tillman,1,8,8.0,0,8
Cleveland Browns,Pierre Strong Jr.,1,1,1.0,0,1
Chicago Bears,Justin Fields,18,104,5.8,0,29
Chicago Bears,Khalil Herbert,16,35,2.2,0,9
Chicago Bears,Roschon Johnson,6,30,5.0,0,14
Chicago Bears,D'Onta Foreman,6,14,2.3,1,13
Detroit Lions,David Montgomery,12,76,6.3,1,20
Detroit Lions,Jahmyr Gibbs,8,36,4.5,1,14
Detroit Lions,Jared Goff,2,3,1.5,0,4
Los Angeles Chargers,Justin Herbert,8,73,9.1,0,28
Los Angeles Chargers,Austin Ekeler,10,64,6.4,0,37
Los Angeles Chargers,Joshua Kelley,6,13,2.2,0,7
Green Bay Packers,Jayden Reed,3,46,15.3,1,32
Green Bay Packers,AJ Dillon,14,29,2.1,0,6
Green Bay Packers,Aaron Jones,4,14,3.5,0,9
Green Bay Packers,Emanuel Wilson,3,12,4.0,0,5
Green Bay Packers,Christian Watson,1,1,1.0,0,1
Green Bay Packers,Jordan Love,3,0,0.0,0,1
Las Vegas Raiders,Josh Jacobs,14,39,2.8,0,9
Las Vegas Raiders,Aidan O'Connell,1,3,3.0,0,3
Las Vegas Raiders,Tre Tucker,1,-6,-6.0,0,-6
Miami Dolphins,Raheem Mostert,22,86,3.9,0,10
