team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Washington,DeAndre Carter,1,4,4.0,0,4
Washington,J.D. McKissic,2,4,2.0,0,2
Carolina Panthers,Christian McCaffrey,13,95,7.3,0,15
Carolina Panthers,Chuba Hubbard,9,27,3.0,1,16
Carolina Panthers,Ameer Abdullah,9,24,2.7,0,15
Carolina Panthers,Cam Newton,3,14,4.7,1,8
Carolina Panthers,PJ Walker,3,6,2.0,0,5
Arizona Cardinals,James Conner,10,39,3.9,1,11
Arizona Cardinals,Eno Benjamin,6,22,3.7,0,9
Arizona Cardinals,Chris Streveler,2,4,2.0,0,4
Arizona Cardinals,Rondale Moore,1,1,1.0,0,1
Arizona Cardinals,Colt McCoy,1,-1,-1.0,0,-1
Minnesota Vikings,Dalvin Cook,24,94,3.9,1,12
Minnesota Vikings,Alexander Mattison,4,16,4.0,0,7
Minnesota Vikings,Kirk Cousins,4,-3,-0.8,0,4
Minnesota Vikings,Justin Jefferson,1,-4,-4.0,0,-4
Los Angeles Chargers,Austin Ekeler,11,44,4.0,0,9
Los Angeles Chargers,Justin Herbert,2,22,11.0,0,17
Los Angeles Chargers,Larry Rountree III,5,10,2.0,1,5
Los Angeles Chargers,Joshua Kelley,1,6,6.0,0,6
Philadelphia Eagles,Jordan Howard,12,83,6.9,0,25
Philadelphia Eagles,Boston Scott,11,81,7.4,0,23
Philadelphia Eagles,Jalen Hurts,13,55,4.2,0,31
Philadelphia Eagles,Kenneth Gainwell,2,5,2.5,0,5
Philadelphia Eagles,Jalen Reagor,1,-8,-8.0,0,-8
Denver Broncos,Javonte Williams,8,48,6.0,0,20
Denver Broncos,Melvin Gordon III,9,45,5.0,1,15
Denver Broncos,Jerry Jeudy,1,3,3.0,0,3
Seattle Seahawks,Alex Collins,10,41,4.1,0,10
Seattle Seahawks,Russell Wilson,5,32,6.4,0,12
Seattle Seahawks,Travis Homer,1,2,2.0,0,2
Green Bay Packers,AJ Dillon,21,66,3.1,2,11
Green Bay Packers,Aaron Jones,7,25,3.6,0,6
Green Bay Packers,Aaron Rodgers,2,8,4.0,0,8
Green Bay Packers,Patrick Taylor,2,7,3.5,0,5
Kansas City Chiefs,Darrel Williams,11,43,3.9,0,21
Kansas City Chiefs,Jerick McKinnon,3,26,8.7,0,18
Kansas City Chiefs,Derrick Gore,6,19,3.2,0,5
Kansas City Chiefs,Blake Bell,1,3,3.0,0,3
Kansas City Chiefs,Mecole Hardman,1,3,3.0,0,3
Kansas City Chiefs,Tyreek Hill,1,2,2.0,0,2
Kansas City Chiefs,Chad Henne,2,-2,-1.0,0,-1
Las Vegas Raiders,Derek Carr,3,18,6.0,0,9
Las Vegas Raiders,Kenyan Drake,4,16,4.0,0,12
Las Vegas Raiders,Josh Jacobs,7,16,2.3,0,5
Los Angeles Rams,Darrell Henderson Jr.,5,31,6.2,0,11
Los Angeles Rams,Sony Michel,4,20,5.0,0,7
Los Angeles Rams,Matthew Stafford,1,1,1.0,0,1
San Francisco 49ers,Elijah Mitchell,27,91,3.4,0,17
San Francisco 49ers,Deebo Samuel,5,36,7.2,1,9
San Francisco 49ers,Jeff Wilson Jr.,10,28,2.8,0,6
San Francisco 49ers,Jimmy Garoppolo,2,1,0.5,0,2
