team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Dallas Cowboys,Dak Prescott,29/41,282,6.9,2,2,1-8,79.7,85.6
Tennessee Titans,Joshua Dobbs,20/39,232,5.9,1,1,2-12,35.7,67.5
Arizona Cardinals,David Blough,24/40,222,5.6,1,0,2-9,44.3,83.5
Atlanta Falcons,Desmond Ridder,19/26,169,6.5,0,0,1-3,38.4,90.1
Chicago Bears,Justin Fields,7/21,75,3.6,1,1,7-45,20.3,40.8
Detroit Lions,Jared Goff,21/29,255,8.8,3,0,1-9,70.4,133.5
Detroit Lions,Nate Sudfeld,0/0,0,0.0,0,0,1-7,0.7,0.0
Denver Broncos,Russell Wilson,26/38,222,5.8,1,1,4-32,48.7,81.2
Kansas City Chiefs,Patrick Mahomes,29/42,328,7.8,3,1,0-0,67.2,106.1
Miami Dolphins,Teddy Bridgewater,12/19,161,8.5,1,1,1-12,35.5,85.6
Miami Dolphins,Skylar Thompson,12/21,104,5.0,1,1,1-6,54.6,66.4
New England Patriots,Mac Jones,20/33,204,6.2,2,0,3-31,44.3,98.5
Indianapolis Colts,Nick Foles,8/13,81,6.2,0,1,1-9,25.5,47.3
Indianapolis Colts,Sam Ehlinger,9/14,60,4.3,1,0,1-8,56.8,97.3
New York Giants,Daniel Jones,19/24,177,7.4,2,0,0-0,97.0,125.2
New Orleans Saints,Andy Dalton,18/22,205,9.3,0,1,6-38,40.7,86.6
New Orleans Saints,Taysom Hill,2/2,24,12.0,0,0,1-7,30.9,116.7
Philadelphia Eagles,Gardner Minshew,18/32,274,8.6,1,1,6-28,12.7,82.0
Carolina Panthers,Sam Darnold,23/37,341,9.2,3,1,2-15,55.6,108.1
Tampa Bay Buccaneers,Tom Brady,34/45,432,9.6,3,0,3-21,78.5,127.3
Cleveland Browns,Deshaun Watson,9/18,169,9.4,3,0,5-14,35.7,122.5
Washington Commanders,Carson Wentz,16/28,143,5.1,0,3,3-19,37.3,31.4
Jacksonville Jaguars,Trevor Lawrence,17/21,152,7.2,0,1,1-8,23.8,77.0
Jacksonville Jaguars,C.J. Beathard,5/8,29,3.6,0,1,1-5,14.5,29.7
Houston Texans,Davis Mills,22/40,202,5.1,0,0,1-9,9.1,69.0
Houston Texans,Jeff Driskel,3/4,9,2.3,0,0,1-9,0.5,77.1
San Francisco 49ers,Brock Purdy,22/35,284,8.1,2,1,0-0,69.9,95.4
Las Vegas Raiders,Jarrett Stidham,23/34,365,10.7,3,2,0-0,79.2,108.1
New York Jets,Mike White,23/46,240,5.2,0,2,4-36,13.2,47.4
Seattle Seahawks,Geno Smith,18/29,183,6.3,2,0,4-35,56.6,103.1
Minnesota Vikings,Kirk Cousins,18/31,205,6.6,1,3,2-18,11.1,49.2
Minnesota Vikings,Nick Mullens,4/4,57,14.3,1,0,0-0,100.0,158.3
Green Bay Packers,Aaron Rodgers,15/24,159,6.6,1,0,1-16,43.0,95.7
Green Bay Packers,Jordan Love,2/3,9,3.0,0,0,0-0,46.0,70.1
Los Angeles Rams,Baker Mayfield,11/19,132,6.9,0,0,3-21,30.6,79.3
Los Angeles Chargers,Justin Herbert,21/28,212,7.6,2,0,0-0,82.3,119.9
Los Angeles Chargers,Chase Daniel,3/3,27,9.0,0,0,0-0,4.0,104.2
Pittsburgh Steelers,Kenny Pickett,15/27,168,6.2,1,0,2-15,82.5,86.7
Baltimore Ravens,Tyler Huntley,14/21,130,6.2,1,1,1-10,73.7,79.5
