team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Dallas Cowboys,Malik Davis,10,39,3.9,0,23
Dallas Cowboys,Ezekiel Elliott,19,37,1.9,1,6
Dallas Cowboys,Dak Prescott,3,11,3.7,0,9
Tennessee Titans,Hassan Haskins,12,40,3.3,0,12
Tennessee Titans,Jonathan Ward,4,26,6.5,0,12
Tennessee Titans,Treylon Burks,1,20,20.0,0,20
Tennessee Titans,Joshua Dobbs,3,12,4.0,0,7
Tennessee Titans,Julius Chestnut,4,-1,-0.3,0,1
Arizona Cardinals,James Conner,16,79,4.9,0,16
Arizona Cardinals,Corey Clement,7,32,4.6,0,12
Arizona Cardinals,Pharoh Cooper,2,8,4.0,0,6
Arizona Cardinals,David Blough,2,7,3.5,0,4
Atlanta Falcons,Tyler Allgeier,20,83,4.2,1,17
Atlanta Falcons,Cordarrelle Patterson,9,42,4.7,1,22
Atlanta Falcons,Desmond Ridder,4,9,2.3,0,5
Atlanta Falcons,Avery Williams,1,-2,-2.0,0,-2
Chicago Bears,Justin Fields,10,132,13.2,0,60
Chicago Bears,Khalil Herbert,5,31,6.2,0,15
Chicago Bears,David Montgomery,6,24,4.0,0,9
Chicago Bears,Velus Jones Jr.,1,13,13.0,0,13
Detroit Lions,Jamaal Williams,22,144,6.5,1,58
Detroit Lions,D'Andre Swift,11,78,7.1,1,35
Detroit Lions,Jameson Williams,1,40,40.0,0,40
Detroit Lions,Kalif Raymond,1,4,4.0,0,4
Detroit Lions,Jared Goff,1,2,2.0,0,2
Detroit Lions,Nate Sudfeld,3,-3,-1.0,0,-1
Denver Broncos,Latavius Murray,12,56,4.7,0,19
Denver Broncos,Chase Edmonds,7,34,4.9,0,10
Denver Broncos,Russell Wilson,4,27,6.8,2,16
Denver Broncos,Kendall Hinton,1,0,0.0,0,0
Kansas City Chiefs,Isiah Pacheco,9,31,3.4,1,6
Kansas City Chiefs,Patrick Mahomes,4,8,2.0,0,4
Kansas City Chiefs,Jerick McKinnon,2,4,2.0,0,4
Kansas City Chiefs,Ronald Jones,1,3,3.0,0,3
Miami Dolphins,Jeff Wilson Jr.,15,45,3.0,0,11
Miami Dolphins,Raheem Mostert,9,29,3.2,0,6
Miami Dolphins,Teddy Bridgewater,1,6,6.0,0,6
Miami Dolphins,Skylar Thompson,1,4,4.0,0,4
Miami Dolphins,Tyreek Hill,1,2,2.0,1,2
New England Patriots,Rhamondre Stevenson,8,42,5.3,0,18
New England Patriots,Damien Harris,9,31,3.4,0,11
New England Patriots,Kendrick Bourne,1,2,2.0,0,2
New England Patriots,Mac Jones,3,1,0.3,0,3
Indianapolis Colts,Zack Moss,15,74,4.9,0,12
Indianapolis Colts,Jordan Wilkins,6,23,3.8,0,7
Indianapolis Colts,Sam Ehlinger,1,12,12.0,0,12
Indianapolis Colts,Deon Jackson,3,10,3.3,0,4
Indianapolis Colts,Nick Foles,1,8,8.0,0,8
Indianapolis Colts,Parris Campbell,1,1,1.0,0,1
New York Giants,Daniel Jones,11,91,8.3,2,25
New York Giants,Matt Breida,9,59,6.6,0,18
New York Giants,Saquon Barkley,12,58,4.8,0,19
New York Giants,Gary Brightwell,5,9,1.8,0,6
New Orleans Saints,Alvin Kamara,16,73,4.6,0,15
New Orleans Saints,Taysom Hill,14,46,3.3,1,9
New Orleans Saints,Eno Benjamin,2,10,5.0,0,8
New Orleans Saints,Adam Prentice,1,2,2.0,0,2
New Orleans Saints,Andy Dalton,2,-2,-1.0,0,-1
Philadelphia Eagles,Miles Sanders,12,61,5.1,0,14
Philadelphia Eagles,Boston Scott,2,6,3.0,0,8
Philadelphia Eagles,Gardner Minshew,1,0,0.0,0,0
Carolina Panthers,D'Onta Foreman,13,35,2.7,0,7
Carolina Panthers,Sam Darnold,5,20,4.0,0,11
Carolina Panthers,Chuba Hubbard,3,12,4.0,0,7
Carolina Panthers,Laviska Shenault Jr.,1,7,7.0,0,7
Tampa Bay Buccaneers,Leonard Fournette,10,28,2.8,0,7
Tampa Bay Buccaneers,Rachaad White,11,22,2.0,0,7
Tampa Bay Buccaneers,Julio Jones,1,13,13.0,0,13
Tampa Bay Buccaneers,Tom Brady,3,4,1.3,1,2
Cleveland Browns,Nick Chubb,14,104,7.4,0,35
Cleveland Browns,Deshaun Watson,8,31,3.9,0,21
Cleveland Browns,Jerome Ford,5,9,1.8,0,9
Cleveland Browns,Jacoby Brissett,1,2,2.0,0,2
Cleveland Browns,Kareem Hunt,2,0,0.0,0,4
Washington Commanders,Brian Robinson Jr.,24,87,3.6,0,14
Washington Commanders,Jonathan Williams,9,30,3.3,0,12
Washington Commanders,Terry McLaurin,1,12,12.0,0,12
Washington Commanders,Carson Wentz,3,7,2.3,1,4
Jacksonville Jaguars,Travis Etienne Jr.,9,108,12.0,1,62
Jacksonville Jaguars,JaMycal Hasty,10,33,3.3,1,11
Jacksonville Jaguars,Snoop Conner,5,17,3.4,1,8
Jacksonville Jaguars,Evan Engram,1,13,13.0,0,13
Jacksonville Jaguars,Trevor Lawrence,2,4,2.0,0,4
Jacksonville Jaguars,Jamal Agnew,2,-6,-3.0,0,0
Houston Texans,Davis Mills,4,33,8.3,0,13
Houston Texans,Dare Ogunbowale,7,21,3.0,0,9
Houston Texans,Royce Freeman,7,19,2.7,0,5
Houston Texans,Jeff Driskel,2,7,3.5,0,7
Houston Texans,Amari Rodgers,1,4,4.0,0,4
San Francisco 49ers,Christian McCaffrey,19,121,6.4,1,37
San Francisco 49ers,Brandon Aiyuk,1,16,16.0,0,16
San Francisco 49ers,Jordan Mason,2,13,6.5,1,14
San Francisco 49ers,Kyle Juszczyk,1,9,9.0,0,9
San Francisco 49ers,Danny Gray,1,9,9.0,0,9
San Francisco 49ers,Tyrion Davis-Price,1,5,5.0,0,5
San Francisco 49ers,Brock Purdy,2,-3,-1.5,0,-1
Las Vegas Raiders,Josh Jacobs,17,69,4.1,1,9
Las Vegas Raiders,Jarrett Stidham,7,34,4.9,0,11
Las Vegas Raiders,Brandon Bolden,8,32,4.0,0,10
New York Jets,Ty Johnson,8,46,5.8,0,22
New York Jets,Zonovan Knight,8,27,3.4,0,19
New York Jets,Michael Carter,1,2,2.0,0,2
