team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Green Bay Packers,Aaron Rodgers,22/37,184,5.0,2,0,1-0,73.2,90.4
Arizona Cardinals,Kyler Murray,22/33,274,8.3,0,2,2-14,53.6,67.0
Carolina Panthers,Sam Darnold,13/24,129,5.4,0,0,0-0,64.1,69.6
Carolina Panthers,PJ Walker,0/1,0,0.0,0,0,0-0,1.5,39.6
Atlanta Falcons,Matt Ryan,20/27,146,5.4,1,2,3-15,33.2,67.8
Miami Dolphins,Tua Tagovailoa,21/39,205,5.3,0,1,2-11,72.3,58.2
Buffalo Bills,Josh Allen,29/42,249,5.9,2,0,0-0,67.0,100.2
Buffalo Bills,Cole Beasley,0/1,0,0.0,0,0,0-0,2.9,39.6
San Francisco 49ers,Jimmy Garoppolo,17/28,322,11.5,0,0,0-0,87.1,100.6
Chicago Bears,Justin Fields,19/27,175,6.5,1,1,4-27,72.3,84.6
Pittsburgh Steelers,Ben Roethlisberger,22/34,266,7.8,1,0,2-11,53.9,98.4
Pittsburgh Steelers,Chris Boswell,0/1,0,0.0,0,0,0-0,--,39.6
Cleveland Browns,Baker Mayfield,20/31,225,7.3,0,0,4-15,62.4,86.1
Philadelphia Eagles,Jalen Hurts,9/14,103,7.4,0,0,0-0,95.6,86.3
Philadelphia Eagles,Gardner Minshew,2/2,11,5.5,0,0,0-0,4.5,89.6
Detroit Lions,Jared Goff,25/34,222,6.5,0,0,5-45,18.1,90.6
Detroit Lions,David Blough,0/0,0,0.0,0,0,1-6,0.1,0.0
Tennessee Titans,Ryan Tannehill,23/33,265,8.0,3,2,3-18,70.9,98.7
Tennessee Titans,A.J. Brown,0/1,0,0.0,0,0,0-0,2.0,39.6
Indianapolis Colts,Carson Wentz,27/51,231,4.5,3,2,1-7,40.6,68.3
Cincinnati Bengals,Joe Burrow,21/34,259,7.6,3,1,3-28,31.7,102.5
Cincinnati Bengals,Tyler Boyd,1/1,46,46.0,0,0,0-0,99.0,118.8
New York Jets,Mike White,37/45,405,9.0,3,2,2-8,58.1,107.9
New York Jets,Josh Johnson,2/4,17,4.3,0,0,0-0,14.4,61.5
Los Angeles Rams,Matthew Stafford,21/32,305,9.5,3,0,0-0,79.5,127.7
Los Angeles Rams,John Wolford,1/2,5,2.5,0,0,1-8,0.7,56.2
Houston Texans,Davis Mills,29/38,310,8.2,2,1,5-31,15.7,106.2
Houston Texans,Rex Burkhead,0/1,0,0.0,0,0,0-0,3.0,39.6
New England Patriots,Mac Jones,18/35,217,6.2,0,0,1-7,50.4,70.8
Los Angeles Chargers,Justin Herbert,18/35,223,6.4,2,2,3-17,19.6,66.7
Jacksonville Jaguars,Trevor Lawrence,32/54,238,4.4,1,1,1-11,14.5,68.3
Seattle Seahawks,Geno Smith,20/24,195,8.1,2,0,3-35,88.9,128.3
Washington,Taylor Heinicke,24/39,270,6.9,1,2,5-40,28.5,69.4
Denver Broncos,Teddy Bridgewater,19/26,213,8.2,1,0,4-23,37.5,109.9
Tampa Bay Buccaneers,Tom Brady,28/40,375,9.4,4,2,3-25,67.0,112.0
Tampa Bay Buccaneers,Leonard Fournette,0/1,0,0.0,0,0,0-0,33.3,39.6
New Orleans Saints,Trevor Siemian,16/29,159,5.5,1,0,1-6,75.8,82.4
New Orleans Saints,Jameis Winston,6/10,56,5.6,1,0,0-0,96.8,108.8
Dallas Cowboys,Cooper Rush,24/40,325,8.1,2,1,3-19,48.0,92.2
Dallas Cowboys,Cedrick Wilson Jr.,1/1,35,35.0,0,0,0-0,100.0,118.8
Minnesota Vikings,Kirk Cousins,23/35,184,5.3,1,0,1-7,41.3,88.3
Minnesota Vikings,Justin Jefferson,0/1,0,0.0,0,0,0-0,4.2,39.6
New York Giants,Daniel Jones,22/32,222,6.9,2,1,3-13,40.5,96.1
New York Giants,Kadarius Toney,1/1,19,19.0,0,0,0-0,96.9,118.8
Kansas City Chiefs,Patrick Mahomes,29/48,275,5.7,1,1,2-14,24.5,74.6
