team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Green Bay Packers,AJ Dillon,16,78,4.9,0,12
Green Bay Packers,Aaron Jones,15,59,3.9,1,16
Green Bay Packers,Amari Rodgers,1,11,11.0,0,11
Green Bay Packers,Aaron Rodgers,2,3,1.5,0,4
Arizona Cardinals,Chase Edmonds,7,30,4.3,1,11
Arizona Cardinals,James Conner,5,22,4.4,2,9
Arizona Cardinals,Kyler Murray,6,21,3.5,0,9
Arizona Cardinals,Rondale Moore,2,1,0.5,0,2
Carolina Panthers,Chuba Hubbard,24,82,3.4,1,9
Carolina Panthers,Sam Darnold,8,66,8.3,0,20
Carolina Panthers,Ameer Abdullah,8,31,3.9,0,9
Carolina Panthers,Royce Freeman,6,25,4.2,0,6
Carolina Panthers,PJ Walker,1,-1,-1.0,0,-1
Atlanta Falcons,Mike Davis,9,44,4.9,0,18
Atlanta Falcons,Cordarrelle Patterson,9,35,3.9,0,14
Atlanta Falcons,Matt Ryan,2,3,1.5,0,3
Miami Dolphins,Myles Gaskin,12,36,3.0,0,7
Miami Dolphins,Salvon Ahmed,7,22,3.1,0,12
Miami Dolphins,Tua Tagovailoa,4,10,2.5,1,6
Buffalo Bills,Josh Allen,8,55,6.9,1,34
Buffalo Bills,Devin Singletary,7,28,4.0,0,13
Buffalo Bills,Zack Moss,8,19,2.4,0,7
San Francisco 49ers,Elijah Mitchell,18,137,7.6,1,39
San Francisco 49ers,Jimmy Garoppolo,5,4,0.8,2,5
San Francisco 49ers,JaMycal Hasty,3,4,1.3,0,2
Chicago Bears,Justin Fields,10,103,10.3,1,22
Chicago Bears,Khalil Herbert,23,72,3.1,0,22
Chicago Bears,Ryan Nall,1,4,4.0,0,4
Chicago Bears,Damien Williams,2,-3,-1.5,0,-1
Pittsburgh Steelers,Najee Harris,26,91,3.5,1,11
Pittsburgh Steelers,Chase Claypool,2,16,8.0,0,16
Pittsburgh Steelers,Ray-Ray McCloud III,1,10,10.0,0,10
Pittsburgh Steelers,Anthony McFarland Jr.,1,1,1.0,0,1
Pittsburgh Steelers,Ben Roethlisberger,1,0,0.0,0,0
Pittsburgh Steelers,Kalen Ballage,1,-3,-3.0,0,-3
Cleveland Browns,Nick Chubb,16,61,3.8,0,21
Cleveland Browns,D'Ernest Johnson,4,22,5.5,1,11
Cleveland Browns,Jarvis Landry,1,5,5.0,0,5
Cleveland Browns,Baker Mayfield,1,5,5.0,0,5
Cleveland Browns,Demetric Felton Jr.,1,3,3.0,0,3
Philadelphia Eagles,Jalen Hurts,7,71,10.1,0,21
