team,player,fumbles,fumblesLost,fumblesRecovered
Arizona Cardinals,DeAndre Hopkins,1,0,1
Arizona Cardinals,Kyler Murray,1,0,1
Atlanta Falcons,Marcus Mariota,1,0,1
Detroit Lions,Jared Goff,2,2,0
Detroit Lions,Jamaal Williams,2,1,0
Detroit Lions,Scott Daly,1,0,0
Detroit Lions,Amani Oruwariye,0,0,1
Detroit Lions,Jack Fox,0,0,1
Detroit Lions,Brock Wright,0,0,1
Dallas Cowboys,Noah Brown,1,1,0
Dallas Cowboys,Dorance Armstrong,1,0,1
Dallas Cowboys,Anthony Barr,0,0,1
Dallas Cowboys,DeMarcus Lawrence,0,0,1
Dallas Cowboys,Sam Williams,0,0,1
Indianapolis Colts,Michael Pittman Jr.,1,1,0
Indianapolis Colts,Bobby Okereke,0,0,1
Tennessee Titans,Ryan Tannehill,1,1,0
Tennessee Titans,Amani Hooker,0,0,1
Green Bay Packers,Amari Rodgers,2,1,0
Green Bay Packers,Aaron Rodgers,1,0,0
Green Bay Packers,Zach Tom,0,0,1
Washington Commanders,Percy Butler,0,0,1
Tampa Bay Buccaneers,Robert Hainsey,1,0,0
Tampa Bay Buccaneers,Tom Brady,0,0,1
New York Giants,Julian Love,0,0,1
Jacksonville Jaguars,Travis Etienne Jr.,1,1,0
Cleveland Browns,Jacoby Brissett,2,1,0
Cleveland Browns,Donovan Peoples-Jones,1,1,0
Cleveland Browns,Ethan Pocic,0,0,1
Cleveland Browns,Isaiah Thomas,0,0,1
Baltimore Ravens,Justice Hill,1,1,0
Baltimore Ravens,Geno Stone,0,0,1
Baltimore Ravens,Odafe Oweh,0,0,1
Denver Broncos,Brett Rypien,1,0,1
Las Vegas Raiders,Derek Carr,1,0,1
Las Vegas Raiders,DJ Turner,1,0,1
Seattle Seahawks,Geno Smith,1,1,0
Seattle Seahawks,Darrell Taylor,0,0,1
Los Angeles Chargers,Justin Herbert,1,1,0
Los Angeles Chargers,Austin Ekeler,1,0,0
Los Angeles Chargers,Khalil Mack,0,0,1
Los Angeles Chargers,Tre' McKitty,0,0,1
Kansas City Chiefs,Skyy Moore,1,1,0
Kansas City Chiefs,Patrick Mahomes,1,0,1
Kansas City Chiefs,Malik Herring,0,0,1
San Francisco 49ers,Jimmy Garoppolo,1,1,0
San Francisco 49ers,Samuel Womack III,0,0,1
Chicago Bears,Justin Fields,4,0,2
Chicago Bears,Dante Pettis,1,0,1
Chicago Bears,Justin Jones,0,0,1
Chicago Bears,David Montgomery,0,0,1
New England Patriots,Bailey Zappe,1,1,0
