team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Cincinnati Bengals,Samaje Perine,21,106,5.0,0,10
Cincinnati Bengals,Joe Burrow,11,46,4.2,1,16
Cincinnati Bengals,Trayveon Williams,1,3,3.0,0,3
Cincinnati Bengals,Trent Taylor,1,-3,-3.0,0,-3
Los Angeles Chargers,Austin Ekeler,10,35,3.5,0,8
Los Angeles Chargers,Joshua Kelley,7,30,4.3,0,7
Los Angeles Chargers,Justin Herbert,5,7,1.4,0,3
Las Vegas Raiders,Josh Jacobs,26,144,5.5,1,20
Las Vegas Raiders,Zamir White,2,6,3.0,0,3
Las Vegas Raiders,Ameer Abdullah,1,4,4.0,0,4
Indianapolis Colts,Jonathan Taylor,21,82,3.9,0,19
Indianapolis Colts,Zack Moss,3,18,6.0,0,9
Indianapolis Colts,Deon Jackson,2,6,3.0,0,5
Indianapolis Colts,Parris Campbell,1,2,2.0,0,2
Indianapolis Colts,Matt Ryan,3,-2,-0.7,0,1
Dallas Cowboys,Tony Pollard,12,91,7.6,2,30
Dallas Cowboys,Ezekiel Elliott,17,77,4.5,1,22
Dallas Cowboys,Malik Davis,3,29,9.7,1,23
Dallas Cowboys,CeeDee Lamb,2,23,11.5,0,14
New Orleans Saints,Mark Ingram II,7,27,3.9,0,7
New Orleans Saints,Alvin Kamara,12,26,2.2,0,5
New Orleans Saints,Taysom Hill,3,10,3.3,0,6
New Orleans Saints,Adam Prentice,1,2,2.0,0,2
New Orleans Saints,Andy Dalton,1,1,1.0,0,1
New Orleans Saints,Rashid Shaheed,1,0,0.0,0,0
Tampa Bay Buccaneers,Leonard Fournette,10,49,4.9,0,10
Tampa Bay Buccaneers,Rachaad White,9,28,3.1,0,6
Tampa Bay Buccaneers,Tom Brady,1,-1,-1.0,0,-1
