team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Jacksonville Jaguars,Evan Engram,5,30,6.0,1,7,7
Jacksonville Jaguars,Marvin Jones Jr.,1,17,17.0,0,17,4
Jacksonville Jaguars,Zay Jones,2,16,8.0,0,10,7
Jacksonville Jaguars,Travis Etienne Jr.,3,12,4.0,0,13,3
Jacksonville Jaguars,Luke Farrell,1,3,3.0,0,3,1
Jacksonville Jaguars,Tim Jones,1,3,3.0,0,3,1
Jacksonville Jaguars,Chris Manhertz,0,0,0.0,0,0,1
Jacksonville Jaguars,Jamal Agnew,0,0,0.0,0,0,1
Detroit Lions,Amon-Ra St. Brown,11,114,10.4,2,15,12
Detroit Lions,DJ Chark Jr.,5,98,19.6,0,41,6
Detroit Lions,D'Andre Swift,4,49,12.3,0,24,6
Detroit Lions,Brock Wright,2,25,12.5,0,14,2
Detroit Lions,Josh Reynolds,3,19,6.3,0,8,4
Detroit Lions,Justin Jackson,3,19,6.3,0,10,5
Detroit Lions,Kalif Raymond,2,12,6.0,0,7,2
Detroit Lions,Shane Zylstra,1,4,4.0,0,4,1
Detroit Lions,Jameson Williams,0,0,0.0,0,0,1
New York Jets,Garrett Wilson,8,162,20.3,0,60,15
New York Jets,Corey Davis,5,85,17.0,0,31,10
New York Jets,Ty Johnson,6,38,6.3,0,8,7
New York Jets,C.J. Uzomah,1,31,31.0,0,31,1
New York Jets,Zonovan Knight,5,28,5.6,0,8,5
New York Jets,Braxton Berrios,2,9,4.5,0,8,3
New York Jets,Tyler Conklin,2,9,4.5,0,6,7
New York Jets,Elijah Moore,2,7,3.5,0,4,6
New York Jets,Denzel Mims,0,0,0.0,0,0,1
Minnesota Vikings,Justin Jefferson,7,45,6.4,1,10,11
Minnesota Vikings,Jalen Reagor,1,38,38.0,0,38,1
Minnesota Vikings,T.J. Hockenson,4,33,8.3,0,13,6
Minnesota Vikings,Adam Thielen,2,27,13.5,0,25,6
Minnesota Vikings,K.J. Osborn,2,17,8.5,0,10,3
Minnesota Vikings,Johnny Mundt,1,12,12.0,0,12,1
Minnesota Vikings,Alexander Mattison,2,4,2.0,0,3,2
Minnesota Vikings,Dalvin Cook,2,-3,-1.5,0,0,3
Washington Commanders,Terry McLaurin,8,105,13.1,1,20,12
Washington Commanders,Curtis Samuel,6,63,10.5,0,25,7
Washington Commanders,Jahan Dotson,5,54,10.8,1,28,9
Washington Commanders,Antonio Gibson,2,20,10.0,0,12,4
Washington Commanders,Logan Thomas,3,20,6.7,0,11,4
Washington Commanders,Brian Robinson Jr.,2,15,7.5,0,10,2
Washington Commanders,Cam Sims,1,-2,-2.0,0,-2,2
New York Giants,Darius Slayton,6,90,15.0,0,55,8
New York Giants,Isaiah Hodgins,5,44,8.8,1,12,6
New York Giants,Daniel Bellinger,5,24,4.8,0,8,5
New York Giants,Richie James,3,20,6.7,0,14,3
New York Giants,Saquon Barkley,5,18,3.6,0,7,5
New York Giants,Matt Breida,1,4,4.0,0,4,1
Tennessee Titans,Chigoziem Okonkwo,4,68,17.0,0,41,5
Tennessee Titans,Treylon Burks,1,25,25.0,1,25,1
Tennessee Titans,Austin Hooper,3,22,7.3,0,9,5
Tennessee Titans,Dontrell Hilliard,2,14,7.0,0,10,2
Tennessee Titans,Derrick Henry,2,8,4.0,0,6,3
Tennessee Titans,Robert Woods,1,6,6.0,0,6,5
Tennessee Titans,C.J. Board,1,6,6.0,0,6,1
Tennessee Titans,Geoff Swaim,1,4,4.0,0,4,1
Tennessee Titans,Nick Westbrook-Ikhine,1,4,4.0,0,4,2
Philadelphia Eagles,A.J. Brown,8,119,14.9,2,40,10
Philadelphia Eagles,DeVonta Smith,5,102,20.4,1,34,8
Philadelphia Eagles,Jack Stoll,3,41,13.7,0,26,3
Philadelphia Eagles,Kenneth Gainwell,3,38,12.7,0,14,4
Philadelphia Eagles,Quez Watkins,5,37,7.4,0,16,6
Philadelphia Eagles,Grant Calcaterra,1,19,19.0,0,19,1
Philadelphia Eagles,Zach Pascal,2,16,8.0,0,11,3
Philadelphia Eagles,Miles Sanders,2,14,7.0,0,8,2
Philadelphia Eagles,Boston Scott,1,5,5.0,0,5,1
Denver Broncos,Greg Dulcich,6,85,14.2,0,30,8
Denver Broncos,Jerry Jeudy,4,65,16.3,0,40,4
Denver Broncos,Latavius Murray,4,14,3.5,0,6,4
Denver Broncos,Kendall Hinton,1,11,11.0,0,11,1
Denver Broncos,Mike Boone,1,8,8.0,0,8,1
Denver Broncos,Marlon Mack,1,6,6.0,0,6,1
Denver Broncos,Courtland Sutton,0,0,0.0,0,0,1
Denver Broncos,Montrell Washington,0,0,0.0,0,0,1
Baltimore Ravens,Mark Andrews,4,53,13.3,0,22,7
Baltimore Ravens,Demarcus Robinson,7,41,5.9,0,10,8
Baltimore Ravens,Devin Duvernay,6,34,5.7,0,13,6
Baltimore Ravens,Isaiah Likely,4,30,7.5,0,12,4
Baltimore Ravens,Kenyan Drake,2,17,8.5,0,13,3
Baltimore Ravens,DeSean Jackson,2,10,5.0,0,5,3
Baltimore Ravens,James Proche II,2,9,4.5,0,7,2
Baltimore Ravens,Justice Hill,2,4,2.0,0,5,2
Baltimore Ravens,Patrick Ricard,1,0,0.0,0,0,1
Cleveland Browns,Donovan Peoples-Jones,3,44,14.7,0,27,3
Cleveland Browns,Amari Cooper,4,40,10.0,0,13,9
Cleveland Browns,Kareem Hunt,2,18,9.0,0,11,3
Cleveland Browns,Anthony Schwartz,1,12,12.0,0,12,1
Cleveland Browns,Pharaoh Brown,1,11,11.0,0,11,1
Cleveland Browns,Harrison Bryant,1,6,6.0,0,6,1
Cleveland Browns,Nick Chubb,0,0,0.0,0,0,1
Cleveland Browns,Demetric Felton Jr.,0,0,0.0,0,0,1
Cleveland Browns,David Bell,0,0,0.0,0,0,1
Houston Texans,Chris Moore,3,46,15.3,0,39,3
Houston Texans,Brevin Jordan,4,46,11.5,0,20,5
Houston Texans,Nico Collins,3,35,11.7,1,16,10
Houston Texans,Dameon Pierce,3,22,7.3,0,14,3
Houston Texans,Jordan Akins,3,21,7.0,0,11,6
Houston Texans,Phillip Dorsett,2,18,9.0,0,11,3
Houston Texans,Dare Ogunbowale,2,13,6.5,0,7,3
Houston Texans,Troy Hairston,0,0,0.0,0,0,1
Houston Texans,Teagan Quitoriano,0,0,0.0,0,0,3
Seattle Seahawks,Tyler Lockett,9,128,14.2,1,36,12
Seattle Seahawks,DK Metcalf,8,127,15.9,1,40,8
Seattle Seahawks,Noah Fant,4,42,10.5,1,17,5
Seattle Seahawks,Will Dissly,2,22,11.0,0,19,2
Seattle Seahawks,Tony Jones Jr.,2,18,9.0,0,9,4
Seattle Seahawks,Marquise Goodwin,1,17,17.0,0,17,2
Seattle Seahawks,Colby Parkinson,1,12,12.0,0,12,1
Seattle Seahawks,Laquon Treadwell,1,1,1.0,0,1,1
Seattle Seahawks,DeeJay Dallas,0,0,0.0,0,0,1
Seattle Seahawks,Kenneth Walker III,0,0,0.0,0,0,1
Los Angeles Rams,Tutu Atwell,2,48,24.0,0,30,5
Los Angeles Rams,Van Jefferson,2,39,19.5,0,23,4
Los Angeles Rams,Brandon Powell,4,39,9.8,0,14,4
Los Angeles Rams,Ben Skowronek,2,30,15.0,0,22,3
Los Angeles Rams,Tyler Higbee,2,14,7.0,0,9,5
Los Angeles Rams,Austin Trammell,1,8,8.0,0,8,2
Los Angeles Rams,Cam Akers,1,0,0.0,0,0,1
Los Angeles Rams,Kyren Williams,0,0,0.0,0,0,1
Miami Dolphins,Tyreek Hill,9,146,16.2,1,45,14
Miami Dolphins,Trent Sherfield,1,75,75.0,1,75,3
Miami Dolphins,River Cracraft,2,29,14.5,0,18,3
Miami Dolphins,Durham Smythe,2,21,10.5,0,19,2
Miami Dolphins,Alec Ingold,3,15,5.0,0,7,4
Miami Dolphins,Jaylen Waddle,1,9,9.0,0,9,5
Miami Dolphins,Mike Gesicki,0,0,0.0,0,0,1
Miami Dolphins,Jeff Wilson Jr.,0,0,0.0,0,0,2
San Francisco 49ers,Christian McCaffrey,8,80,10.0,1,33,10
San Francisco 49ers,Deebo Samuel,6,58,9.7,0,12,10
San Francisco 49ers,Brandon Aiyuk,5,46,9.2,0,23,9
San Francisco 49ers,Jauan Jennings,2,34,17.0,0,19,4
San Francisco 49ers,George Kittle,2,22,11.0,0,19,3
San Francisco 49ers,Tyler Kroft,1,14,14.0,0,14,1
San Francisco 49ers,Kyle Juszczyk,3,12,4.0,1,5,3
Kansas City Chiefs,Marquez Valdes-Scantling,2,71,35.5,0,42,6
Kansas City Chiefs,Travis Kelce,4,56,14.0,0,19,6
Kansas City Chiefs,JuJu Smith-Schuster,3,35,11.7,0,18,4
Kansas City Chiefs,Isiah Pacheco,2,16,8.0,0,16,2
Kansas City Chiefs,Justin Watson,1,15,15.0,0,15,1
Kansas City Chiefs,Noah Gray,1,15,15.0,0,15,1
Kansas City Chiefs,Jerick McKinnon,2,9,4.5,1,7,2
Kansas City Chiefs,Jody Fortson,1,6,6.0,0,6,1
Cincinnati Bengals,Ja'Marr Chase,7,97,13.9,0,40,8
Cincinnati Bengals,Tyler Boyd,4,60,15.0,0,19,5
Cincinnati Bengals,Samaje Perine,6,49,8.2,0,16,7
Cincinnati Bengals,Tee Higgins,3,35,11.7,1,14,5
Cincinnati Bengals,Mitchell Wilcox,1,13,13.0,0,13,1
Cincinnati Bengals,Trenton Irwin,1,12,12.0,0,12,1
Cincinnati Bengals,Hayden Hurst,2,12,6.0,0,9,3
Cincinnati Bengals,Chris Evans,1,8,8.0,1,8,1
Los Angeles Chargers,Keenan Allen,6,88,14.7,1,35,14
Los Angeles Chargers,Gerald Everett,5,80,16.0,0,19,6
Los Angeles Chargers,Austin Ekeler,5,67,13.4,0,18,6
Los Angeles Chargers,Joshua Palmer,7,60,8.6,0,15,11
Los Angeles Chargers,Michael Bandy,1,15,15.0,0,15,1
Los Angeles Chargers,DeAndre Carter,1,14,14.0,0,14,2
Los Angeles Chargers,Tre' McKitty,1,8,8.0,0,8,1
Los Angeles Chargers,Stone Smartt,2,3,1.5,0,5,3
Los Angeles Chargers,Joshua Kelley,0,0,0.0,0,0,1
Las Vegas Raiders,Davante Adams,8,177,22.1,2,45,12
Las Vegas Raiders,Mack Hollins,5,35,7.0,0,14,9
Las Vegas Raiders,Foster Moreau,1,32,32.0,0,32,3
Las Vegas Raiders,Josh Jacobs,2,6,3.0,0,5,2
Las Vegas Raiders,Ameer Abdullah,0,0,0.0,0,0,1
Indianapolis Colts,Alec Pierce,4,86,21.5,1,45,8
Indianapolis Colts,Parris Campbell,4,43,10.8,0,13,5
Indianapolis Colts,Jelani Woods,2,28,14.0,0,27,4
Indianapolis Colts,Jonathan Taylor,3,21,7.0,0,19,4
Indianapolis Colts,Kylen Granson,4,19,4.8,0,9,6
Indianapolis Colts,Michael Pittman Jr.,2,16,8.0,0,11,4
Indianapolis Colts,Ashton Dulin,1,14,14.0,1,14,2
Indianapolis Colts,Mo Alie-Cox,1,6,6.0,0,6,1
Indianapolis Colts,Deon Jackson,0,0,0.0,0,0,1
Dallas Cowboys,CeeDee Lamb,5,71,14.2,1,22,7
Dallas Cowboys,Dalton Schultz,2,33,16.5,0,22,6
Dallas Cowboys,Michael Gallup,4,23,5.8,2,13,7
Dallas Cowboys,Noah Brown,2,15,7.5,0,9,2
Dallas Cowboys,Tony Pollard,2,15,7.5,0,10,3
Dallas Cowboys,Ezekiel Elliott,3,14,4.7,0,11,3
Dallas Cowboys,Jake Ferguson,2,-1,-0.5,0,4,2
New Orleans Saints,Rashid Shaheed,4,75,18.8,0,40,4
New Orleans Saints,Chris Olave,4,65,16.3,0,26,6
New Orleans Saints,Taysom Hill,2,35,17.5,1,30,3
New Orleans Saints,Adam Trautman,2,28,14.0,0,20,3
New Orleans Saints,Mark Ingram II,5,22,4.4,0,7,5
New Orleans Saints,Jarvis Landry,2,14,7.0,0,8,3
New Orleans Saints,Alvin Kamara,2,11,5.5,0,8,3
New Orleans Saints,Marquez Callaway,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Chris Godwin,8,63,7.9,0,14,13
Tampa Bay Buccaneers,Mike Evans,4,59,14.8,0,22,4
Tampa Bay Buccaneers,Rachaad White,6,41,6.8,1,12,8
Tampa Bay Buccaneers,Leonard Fournette,6,32,5.3,0,11,7
Tampa Bay Buccaneers,Cade Otton,6,28,4.7,1,10,10
Tampa Bay Buccaneers,Julio Jones,3,28,9.3,0,15,6
Tampa Bay Buccaneers,Ko Kieft,1,12,12.0,0,12,2
Tampa Bay Buccaneers,Russell Gage,1,11,11.0,0,11,1
Tampa Bay Buccaneers,Scott Miller,1,7,7.0,0,7,2
