team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Chicago Bears,Khalil Herbert,10,76,7.6,0,34
Chicago Bears,Justin Fields,11,57,5.2,0,14
Chicago Bears,Khari Blasingame,8,26,3.3,0,6
Chicago Bears,Roschon Johnson,3,19,6.3,0,10
Washington Commanders,Sam Howell,4,19,4.8,0,10
Washington Commanders,Brian Robinson Jr.,6,10,1.7,0,5
Jacksonville Jaguars,Travis Etienne Jr.,26,136,5.2,2,35
Jacksonville Jaguars,Trevor Lawrence,7,31,4.4,0,11
Jacksonville Jaguars,Calvin Ridley,2,14,7.0,0,11
Jacksonville Jaguars,Tank Bigsby,3,8,2.7,0,7
Jacksonville Jaguars,Christian Kirk,1,6,6.0,0,6
Jacksonville Jaguars,Jamal Agnew,1,1,1.0,0,1
Buffalo Bills,Josh Allen,4,14,3.5,1,7
Buffalo Bills,Damien Harris,3,13,4.3,0,6
Buffalo Bills,Latavius Murray,2,6,3.0,0,4
Buffalo Bills,James Cook,5,-4,-0.8,0,5
Houston Texans,Dameon Pierce,20,66,3.3,0,15
Houston Texans,C.J. Stroud,1,2,2.0,0,2
Houston Texans,Tank Dell,2,-4,-2.0,0,1
Atlanta Falcons,Bijan Robinson,14,46,3.3,0,13
Atlanta Falcons,Tyler Allgeier,17,40,2.4,0,12
Atlanta Falcons,Desmond Ridder,4,10,2.5,1,7
Atlanta Falcons,KhaDarel Hodge,1,0,0.0,0,0
Carolina Panthers,Chuba Hubbard,9,35,3.9,0,6
Carolina Panthers,Miles Sanders,7,32,4.6,0,9
Carolina Panthers,Laviska Shenault Jr.,5,27,5.4,0,11
Carolina Panthers,Bryce Young,1,4,4.0,0,4
Carolina Panthers,Andy Dalton,1,1,1.0,0,1
Detroit Lions,David Montgomery,19,109,5.7,1,42
Detroit Lions,Craig Reynolds,7,52,7.4,1,19
Detroit Lions,Jared Goff,2,0,0.0,1,1
Detroit Lions,Teddy Bridgewater,2,-2,-1.0,0,-1
