team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Houston Texans,Phillip Dorsett,1,0,0.0,0,0
Detroit Lions,Craig Reynolds,11,83,7.5,0,35
Detroit Lions,Godwin Igwebuike,8,25,3.1,0,6
Detroit Lions,Jared Goff,2,10,5.0,0,13
Denver Broncos,Melvin Gordon III,24,111,4.6,2,16
Denver Broncos,Javonte Williams,15,73,4.9,1,9
New York Giants,Saquon Barkley,16,64,4.0,0,13
New York Giants,Devontae Booker,8,56,7.0,0,9
New York Giants,Elijhaa Penny,1,8,8.0,0,8
New York Giants,Mike Glennon,1,7,7.0,1,7
Los Angeles Chargers,Austin Ekeler,12,67,5.6,1,17
Los Angeles Chargers,Justin Jackson,9,35,3.9,0,9
Los Angeles Chargers,Joshua Kelley,10,33,3.3,0,12
Los Angeles Chargers,Justin Herbert,4,19,4.8,0,10
Los Angeles Chargers,Chase Daniel,2,-2,-1.0,0,-1
San Francisco 49ers,Jeff Wilson Jr.,13,56,4.3,0,12
San Francisco 49ers,Deebo Samuel,8,37,4.6,1,27
San Francisco 49ers,Brandon Aiyuk,1,4,4.0,0,4
San Francisco 49ers,Jimmy Garoppolo,1,3,3.0,0,3
Cincinnati Bengals,Joe Mixon,18,58,3.2,0,17
Cincinnati Bengals,Samaje Perine,4,11,2.8,0,6
Cincinnati Bengals,Tyler Boyd,1,8,8.0,0,8
Cincinnati Bengals,Ja'Marr Chase,1,6,6.0,0,6
Cincinnati Bengals,Joe Burrow,2,3,1.5,0,4
Buffalo Bills,Josh Allen,12,109,9.1,1,23
Buffalo Bills,Devin Singletary,4,52,13.0,0,29
Buffalo Bills,Matt Breida,3,12,4.0,0,11
Tampa Bay Buccaneers,Leonard Fournette,19,113,5.9,1,47
Tampa Bay Buccaneers,Tom Brady,7,16,2.3,1,12
Tampa Bay Buccaneers,Ronald Jones,3,8,2.7,0,9
Chicago Bears,Justin Fields,9,74,8.2,0,20
Chicago Bears,David Montgomery,10,42,4.2,0,20
Chicago Bears,Damien Williams,2,13,6.5,0,8
Chicago Bears,Jakeem Grant Sr.,1,5,5.0,0,5
Chicago Bears,Khalil Herbert,1,3,3.0,0,3
Green Bay Packers,AJ Dillon,15,71,4.7,0,11
Green Bay Packers,Aaron Jones,5,35,7.0,1,15
Green Bay Packers,Allen Lazard,1,14,14.0,0,14
Green Bay Packers,Aaron Rodgers,1,0,0.0,0,0
Green Bay Packers,Kurt Benkert,2,-1,-0.5,0,0
Los Angeles Rams,Sony Michel,20,79,4.0,0,19
Los Angeles Rams,Van Jefferson,1,10,10.0,0,10
Arizona Cardinals,Kyler Murray,7,61,8.7,0,17
Arizona Cardinals,James Conner,13,31,2.4,2,13
Arizona Cardinals,Rondale Moore,2,11,5.5,0,6
