team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Seattle Seahawks,Will Dissly,2,38,19.0,0,25,3
Seattle Seahawks,Penny Hart,1,16,16.0,0,16,1
Seattle Seahawks,Gerald Everett,2,15,7.5,1,14,2
Seattle Seahawks,Nick Bellore,1,4,4.0,0,4,1
Seattle Seahawks,Alex Collins,1,1,1.0,0,1,1
Seattle Seahawks,Rashaad Penny,1,1,1.0,0,1,1
Seattle Seahawks,Freddie Swain,0,0,0.0,0,0,1
Seattle Seahawks,Dee Eskridge,0,0,0.0,0,0,1
Houston Texans,Brandin Cooks,8,101,12.6,0,19,11
Houston Texans,Nico Collins,5,69,13.8,0,30,10
Houston Texans,Royce Freeman,6,51,8.5,0,12,8
Houston Texans,Brevin Jordan,4,26,6.5,1,11,7
Houston Texans,Rex Burkhead,4,26,6.5,0,11,4
Houston Texans,Chris Conley,2,20,10.0,0,13,2
Houston Texans,Davion Davis,1,17,17.0,0,17,1
Houston Texans,Phillip Dorsett,1,9,9.0,0,9,3
Houston Texans,Jordan Akins,1,6,6.0,0,6,1
Houston Texans,Antony Auclair,1,6,6.0,0,6,1
Detroit Lions,Amon-Ra St. Brown,8,73,9.1,0,19,12
Detroit Lions,Josh Reynolds,3,52,17.3,0,20,5
Detroit Lions,Kalif Raymond,4,31,7.8,1,9,5
Detroit Lions,Brock Wright,3,20,6.7,0,11,5
Detroit Lions,Shane Zylstra,2,18,9.0,0,14,6
Detroit Lions,Craig Reynolds,2,16,8.0,0,14,2
Detroit Lions,Tom Kennedy,1,7,7.0,0,7,1
Detroit Lions,KhaDarel Hodge,0,0,0.0,0,0,1
Detroit Lions,Taylor Decker,1,-2,-2.0,0,-2,1
Denver Broncos,Noah Fant,4,51,12.8,0,32,4
Denver Broncos,Jerry Jeudy,5,47,9.4,0,21,6
Denver Broncos,Albert Okwuegbunam,5,41,8.2,1,16,5
Denver Broncos,Tim Patrick,2,21,10.5,0,13,5
Denver Broncos,Javonte Williams,1,10,10.0,1,10,2
Denver Broncos,Courtland Sutton,1,9,9.0,0,9,2
Denver Broncos,Diontae Spencer,0,0,0.0,0,0,1
New York Giants,Kyle Rudolph,2,66,33.0,0,60,2
New York Giants,Saquon Barkley,3,31,10.3,1,18,3
New York Giants,Devontae Booker,4,28,7.0,0,17,5
New York Giants,Sterling Shepard,2,27,13.5,0,24,4
New York Giants,Kenny Golladay,2,15,7.5,0,10,8
New York Giants,Evan Engram,1,8,8.0,0,8,4
New York Giants,John Ross,1,7,7.0,0,7,1
New York Giants,Pharoh Cooper,1,6,6.0,0,6,1
New York Giants,Elijhaa Penny,1,3,3.0,1,3,1
New York Giants,Keion Crossen,0,0,0.0,0,0,1
New York Giants,Chris Myarick,0,0,0.0,0,0,1
New York Giants,Darius Slayton,0,0,0.0,0,0,3
Los Angeles Chargers,Jalen Guyton,3,87,29.0,1,59,3
Los Angeles Chargers,Joshua Palmer,5,66,13.2,1,36,7
Los Angeles Chargers,Mike Williams,6,61,10.2,0,25,6
Los Angeles Chargers,Austin Ekeler,2,17,8.5,0,10,4
Los Angeles Chargers,Donald Parham Jr.,2,13,6.5,0,15,2
Los Angeles Chargers,Stephen Anderson,1,11,11.0,0,11,1
Los Angeles Chargers,Jared Cook,2,8,4.0,1,7,5
Los Angeles Chargers,Justin Jackson,1,7,7.0,0,7,1
Los Angeles Chargers,Joshua Kelley,1,5,5.0,0,5,1
San Francisco 49ers,George Kittle,13,151,11.6,1,21,15
San Francisco 49ers,Brandon Aiyuk,6,62,10.3,1,21,10
San Francisco 49ers,Jauan Jennings,3,46,15.3,0,25,5
San Francisco 49ers,Deebo Samuel,1,22,22.0,0,22,1
San Francisco 49ers,JaMycal Hasty,3,10,3.3,0,4,3
San Francisco 49ers,Kyle Juszczyk,1,5,5.0,0,5,2
San Francisco 49ers,Travis Benjamin,0,0,0.0,0,0,1
Cincinnati Bengals,Tee Higgins,5,114,22.8,0,27,7
Cincinnati Bengals,Ja'Marr Chase,5,77,15.4,2,32,8
Cincinnati Bengals,C.J. Uzomah,4,56,14.0,0,23,6
Cincinnati Bengals,Tyler Boyd,4,55,13.8,0,29,5
Cincinnati Bengals,Samaje Perine,4,22,5.5,0,11,5
Cincinnati Bengals,Drew Sample,1,14,14.0,0,14,1
Cincinnati Bengals,Joe Mixon,2,10,5.0,0,5,2
Buffalo Bills,Stefon Diggs,7,74,10.6,0,24,13
Buffalo Bills,Cole Beasley,9,64,7.1,0,15,11
Buffalo Bills,Dawson Knox,7,60,8.6,1,24,9
Buffalo Bills,Gabe Davis,5,43,8.6,1,21,8
Buffalo Bills,Devin Singletary,6,37,6.2,0,11,7
Buffalo Bills,Emmanuel Sanders,1,25,25.0,0,25,1
Buffalo Bills,Isaiah McKenzie,1,5,5.0,0,5,1
Buffalo Bills,Matt Breida,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Chris Godwin,10,105,10.5,0,23,15
Tampa Bay Buccaneers,Mike Evans,6,91,15.2,1,24,6
Tampa Bay Buccaneers,Rob Gronkowski,5,62,12.4,0,18,9
Tampa Bay Buccaneers,Breshad Perriman,1,58,58.0,1,58,2
Tampa Bay Buccaneers,Leonard Fournette,4,19,4.8,0,16,7
Tampa Bay Buccaneers,Tyler Johnson,3,17,5.7,0,8,3
Tampa Bay Buccaneers,Cameron Brate,2,11,5.5,0,6,4
Chicago Bears,Damiere Byrd,2,76,38.0,1,54,2
Chicago Bears,Jakeem Grant Sr.,1,46,46.0,1,46,3
Chicago Bears,David Montgomery,6,39,6.5,0,13,7
Chicago Bears,Darnell Mooney,1,19,19.0,0,19,5
Chicago Bears,Cole Kmet,3,17,5.7,0,6,5
Chicago Bears,Allen Robinson II,2,14,7.0,0,8,6
Chicago Bears,Jimmy Graham,2,9,4.5,0,6,3
Chicago Bears,Damien Williams,1,4,4.0,0,4,1
Green Bay Packers,Davante Adams,10,121,12.1,2,38,13
Green Bay Packers,Allen Lazard,6,75,12.5,1,32,7
Green Bay Packers,Marcedes Lewis,4,51,12.8,0,20,4
Green Bay Packers,Josiah Deguara,3,44,14.7,0,25,3
Green Bay Packers,Aaron Jones,3,30,10.0,1,23,3
Green Bay Packers,Marquez Valdes-Scantling,3,20,6.7,0,8,5
Los Angeles Rams,Cooper Kupp,13,123,9.5,1,44,15
Los Angeles Rams,Odell Beckham Jr.,6,77,12.8,1,40,7
Los Angeles Rams,Van Jefferson,2,58,29.0,1,52,3
Los Angeles Rams,Kendall Blanton,2,29,14.5,0,23,3
Los Angeles Rams,Sony Michel,0,0,0.0,0,0,1
Los Angeles Rams,Ben Skowronek,0,0,0.0,0,0,1
Arizona Cardinals,A.J. Green,7,102,14.6,0,36,10
Arizona Cardinals,James Conner,9,94,10.4,0,18,9
Arizona Cardinals,Christian Kirk,3,86,28.7,0,47,6
Arizona Cardinals,DeAndre Hopkins,5,54,10.8,0,15,13
Arizona Cardinals,Zach Ertz,5,42,8.4,0,14,7
Arizona Cardinals,Rondale Moore,3,5,1.7,0,7,4
