team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Los Angeles Chargers,Isaiah Spiller,1,3,3.0,0,3
Los Angeles Chargers,Justin Herbert,1,0,0.0,0,0
Tennessee Titans,Derrick Henry,25,80,3.2,1,23
Tennessee Titans,Tyjae Spears,8,49,6.1,0,14
Tennessee Titans,Ryan Tannehill,1,12,12.0,1,12
Chicago Bears,Khalil Herbert,7,35,5.0,0,8
Chicago Bears,Roschon Johnson,4,32,8.0,0,29
Chicago Bears,Justin Fields,4,3,0.8,1,5
Chicago Bears,Velus Jones Jr.,1,-3,-3.0,0,-3
Tampa Bay Buccaneers,Rachaad White,17,73,4.3,1,13
Tampa Bay Buccaneers,Baker Mayfield,6,17,2.8,0,9
Tampa Bay Buccaneers,Chase Edmonds,2,12,6.0,0,14
Tampa Bay Buccaneers,Deven Thompkins,1,11,11.0,0,11
Tampa Bay Buccaneers,Sean Tucker,8,7,0.9,0,7
Kansas City Chiefs,Isiah Pacheco,12,70,5.8,0,31
Kansas City Chiefs,Patrick Mahomes,7,30,4.3,0,14
Kansas City Chiefs,Kadarius Toney,1,3,3.0,0,3
Kansas City Chiefs,Clyde Edwards-Helaire,1,0,0.0,0,0
Kansas City Chiefs,Jerick McKinnon,1,-2,-2.0,0,-2
Jacksonville Jaguars,Travis Etienne Jr.,12,40,3.3,0,9
Jacksonville Jaguars,Trevor Lawrence,5,26,5.2,0,18
Jacksonville Jaguars,D'Ernest Johnson,1,8,8.0,0,8
Indianapolis Colts,Zack Moss,18,88,4.9,1,11
Indianapolis Colts,Anthony Richardson,3,35,11.7,2,18
Indianapolis Colts,Gardner Minshew,2,3,1.5,0,2
Houston Texans,Dameon Pierce,15,31,2.1,0,10
Houston Texans,Devin Singletary,4,14,3.5,0,5
Houston Texans,Dare Ogunbowale,2,4,2.0,0,2
Houston Texans,Andrew Beck,2,2,1.0,0,2
Houston Texans,C.J. Stroud,3,1,0.3,0,2
San Francisco 49ers,Christian McCaffrey,20,116,5.8,1,51
San Francisco 49ers,Deebo Samuel,5,38,7.6,1,17
San Francisco 49ers,Brock Purdy,3,5,1.7,1,4
Los Angeles Rams,Kyren Williams,14,52,3.7,1,8
Los Angeles Rams,Matthew Stafford,4,17,4.3,0,7
Los Angeles Rams,Ben Skowronek,1,11,11.0,0,11
Los Angeles Rams,Tutu Atwell,1,5,5.0,0,5
Los Angeles Rams,Puka Nacua,2,4,2.0,0,4
New York Giants,Saquon Barkley,17,63,3.7,1,16
New York Giants,Daniel Jones,9,59,6.6,1,15
New York Giants,Matt Breida,1,5,5.0,0,5
Arizona Cardinals,James Conner,23,106,4.6,1,22
Arizona Cardinals,Joshua Dobbs,3,41,13.7,1,23
Arizona Cardinals,Keaontay Ingram,2,6,3.0,0,5
Arizona Cardinals,Emari Demercado,1,-2,-2.0,0,-2
New York Jets,Zach Wilson,5,36,7.2,0,16
New York Jets,Breece Hall,4,9,2.3,0,9
New York Jets,Michael Carter,2,8,4.0,0,6
New York Jets,Dalvin Cook,4,7,1.8,0,6
New York Jets,Ashtyn Davis,1,4,4.0,0,4
Dallas Cowboys,Tony Pollard,25,72,2.9,0,23
Dallas Cowboys,Rico Dowdle,7,26,3.7,0,9
Dallas Cowboys,Deuce Vaughn,3,16,5.3,0,13
Dallas Cowboys,Dak Prescott,6,14,2.3,0,15
Dallas Cowboys,KaVontae Turpin,2,6,3.0,0,6
Dallas Cowboys,Peyton Hendershot,1,0,0.0,0,0
Washington Commanders,Brian Robinson Jr.,18,87,4.8,2,27
Washington Commanders,Curtis Samuel,1,13,13.0,0,13
Washington Commanders,Sam Howell,2,13,6.5,0,11
Washington Commanders,Antonio Gibson,2,9,4.5,0,7
Denver Broncos,Russell Wilson,6,56,9.3,0,15
Denver Broncos,Javonte Williams,12,44,3.7,0,15
Denver Broncos,Marvin Mims Jr.,2,10,5.0,0,8
Denver Broncos,Jaleel McLaughlin,1,5,5.0,1,5
Denver Broncos,Samaje Perine,1,4,4.0,0,4
Denver Broncos,Michael Burton,1,3,3.0,0,3
Miami Dolphins,Raheem Mostert,18,121,6.7,2,43
Miami Dolphins,Salvon Ahmed,3,13,4.3,0,10
Miami Dolphins,De'Von Achane,1,5,5.0,0,5
Miami Dolphins,Erik Ezukanma,3,5,1.7,0,7
Miami Dolphins,Tua Tagovailoa,4,3,0.8,0,4
Miami Dolphins,Jaylen Waddle,1,-2,-2.0,0,-2
New England Patriots,Rhamondre Stevenson,15,50,3.3,1,12
New England Patriots,Mac Jones,5,25,5.0,0,18
New England Patriots,Ezekiel Elliott,5,13,2.6,0,7
New Orleans Saints,Taysom Hill,9,75,8.3,0,19
New Orleans Saints,Tony Jones Jr.,12,34,2.8,2,6
New Orleans Saints,Jamaal Williams,9,29,3.2,0,7
New Orleans Saints,Derek Carr,3,-4,-1.3,0,-1
Carolina Panthers,Miles Sanders,14,43,3.1,0,13
Carolina Panthers,Bryce Young,2,34,17.0,0,26
Carolina Panthers,Chuba Hubbard,2,16,8.0,0,14
Carolina Panthers,Laviska Shenault Jr.,1,7,7.0,0,7
Cleveland Browns,Jerome Ford,16,106,6.6,0,69
Cleveland Browns,Nick Chubb,10,64,6.4,0,20
Cleveland Browns,Deshaun Watson,6,22,3.7,0,12
Cleveland Browns,Elijah Moore,1,5,5.0,0,5
Cleveland Browns,Pierre Strong Jr.,2,1,0.5,1,1
Pittsburgh Steelers,Najee Harris,10,43,4.3,0,21
Pittsburgh Steelers,Jaylen Warren,6,20,3.3,0,8
Pittsburgh Steelers,Calvin Austin III,1,-2,-2.0,0,-2
Pittsburgh Steelers,Kenny Pickett,4,-6,-1.5,0,-1
