team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Baltimore Ravens,Isaiah Likely,6,77,12.8,1,17,7
Baltimore Ravens,Demarcus Robinson,6,64,10.7,0,16,8
Baltimore Ravens,Mark Andrews,3,33,11.0,0,22,5
Baltimore Ravens,Devin Duvernay,4,31,7.8,0,13,4
Baltimore Ravens,James Proche II,3,24,8.0,0,12,4
Baltimore Ravens,Kenyan Drake,4,5,1.3,1,5,4
Baltimore Ravens,Josh Oliver,1,4,4.0,0,4,1
Baltimore Ravens,Rashod Bateman,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Mike Evans,6,123,20.5,0,51,11
Tampa Bay Buccaneers,Chris Godwin,6,75,12.5,0,44,11
Tampa Bay Buccaneers,Leonard Fournette,3,34,11.3,0,15,3
Tampa Bay Buccaneers,Rachaad White,3,24,8.0,0,20,3
Tampa Bay Buccaneers,Julio Jones,2,21,10.5,1,13,4
Tampa Bay Buccaneers,Cade Otton,2,15,7.5,0,10,5
Tampa Bay Buccaneers,Scott Miller,2,13,6.5,0,7,2
Tampa Bay Buccaneers,Breshad Perriman,1,11,11.0,0,11,1
Tampa Bay Buccaneers,Ko Kieft,1,9,9.0,0,9,1
Tampa Bay Buccaneers,Kyle Rudolph,0,0,0.0,0,0,1
Denver Broncos,Greg Dulcich,4,87,21.8,0,38,5
Denver Broncos,Jerry Jeudy,6,63,10.5,1,25,7
Denver Broncos,KJ Hamler,2,52,26.0,0,47,3
Denver Broncos,Melvin Gordon III,3,23,7.7,0,12,4
Denver Broncos,Latavius Murray,1,13,13.0,0,13,2
Denver Broncos,Courtland Sutton,1,13,13.0,0,13,4
Denver Broncos,Montrell Washington,1,1,1.0,0,1,1
Jacksonville Jaguars,Evan Engram,4,55,13.8,1,22,6
Jacksonville Jaguars,Christian Kirk,3,40,13.3,0,25,7
Jacksonville Jaguars,Zay Jones,3,28,9.3,0,17,3
Jacksonville Jaguars,Dan Arnold,1,8,8.0,0,8,1
Jacksonville Jaguars,Travis Etienne Jr.,3,6,2.0,0,6,3
Jacksonville Jaguars,Marvin Jones Jr.,0,0,0.0,0,0,3
Jacksonville Jaguars,Chris Manhertz,1,-1,-1.0,0,-1,1
Jacksonville Jaguars,JaMycal Hasty,3,-3,-1.0,0,3,4
Carolina Panthers,DJ Moore,6,152,25.3,1,62,11
Carolina Panthers,Terrace Marshall Jr.,4,87,21.8,0,39,9
Carolina Panthers,Stephen Sullivan,1,33,33.0,0,33,2
Carolina Panthers,Laviska Shenault Jr.,5,26,5.2,0,13,6
Carolina Panthers,Tommy Tremble,2,17,8.5,0,9,4
Carolina Panthers,Ian Thomas,1,2,2.0,0,2,1
Carolina Panthers,D'Onta Foreman,0,0,0.0,0,0,1
Carolina Panthers,Spencer Brown,0,0,0.0,0,0,1
Carolina Panthers,Shi Smith,0,0,0.0,0,0,1
Atlanta Falcons,Kyle Pitts,5,80,16.0,1,33,9
Atlanta Falcons,Damiere Byrd,3,67,22.3,1,47,6
Atlanta Falcons,Tyler Allgeier,3,46,15.3,1,25,3
Atlanta Falcons,Drake London,4,31,7.8,0,17,5
Atlanta Falcons,Olamide Zaccheaus,1,10,10.0,0,10,1
Atlanta Falcons,Parker Hesse,1,9,9.0,0,9,1
Atlanta Falcons,Avery Williams,2,7,3.5,0,8,2
Atlanta Falcons,Bryan Edwards,1,3,3.0,0,3,1
Chicago Bears,Darnell Mooney,5,70,14.0,0,36,5
Chicago Bears,N'Keal Harry,2,24,12.0,1,17,2
Chicago Bears,David Montgomery,3,22,7.3,0,13,3
Chicago Bears,Dante Pettis,4,18,4.5,0,12,5
Chicago Bears,Cole Kmet,2,11,5.5,1,10,2
Chicago Bears,Equanimeous St. Brown,1,6,6.0,0,6,3
Chicago Bears,Velus Jones Jr.,1,5,5.0,0,5,3
Dallas Cowboys,CeeDee Lamb,5,77,15.4,1,22,7
Dallas Cowboys,Dalton Schultz,6,74,12.3,0,30,7
Dallas Cowboys,Michael Gallup,4,49,12.3,0,17,6
Dallas Cowboys,Malik Davis,2,18,9.0,0,10,2
Dallas Cowboys,Tony Pollard,1,16,16.0,0,16,1
Dallas Cowboys,Peyton Hendershot,2,15,7.5,0,11,2
Dallas Cowboys,Jake Ferguson,1,1,1.0,1,1,1
Miami Dolphins,Tyreek Hill,12,188,15.7,0,42,14
Miami Dolphins,Jaylen Waddle,8,106,13.3,2,29,9
Miami Dolphins,Mike Gesicki,3,38,12.7,1,20,4
Miami Dolphins,Trent Sherfield,2,25,12.5,0,14,2
Miami Dolphins,Braylon Sanders,2,17,8.5,0,13,2
Miami Dolphins,Alec Ingold,1,5,5.0,0,5,1
Miami Dolphins,Raheem Mostert,1,3,3.0,0,3,1
Miami Dolphins,Cedrick Wilson Jr.,0,0,0.0,0,0,1
Detroit Lions,T.J. Hockenson,3,80,26.7,0,58,4
Detroit Lions,Kalif Raymond,3,76,25.3,0,43,4
Detroit Lions,Amon-Ra St. Brown,7,69,9.9,0,21,10
Detroit Lions,D'Andre Swift,5,27,5.4,1,8,5
Detroit Lions,Jamaal Williams,3,23,7.7,0,10,3
Detroit Lions,James Mitchell,1,14,14.0,0,14,1
Detroit Lions,Josh Reynolds,2,14,7.0,0,9,6
