team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Baltimore Ravens,Lamar Jackson,27/38,238,6.3,2,0,3-16,66.0,104.9
Tampa Bay Buccaneers,Tom Brady,26/44,325,7.4,1,0,3-20,30.6,89.7
Denver Broncos,Russell Wilson,18/30,252,8.4,1,1,3-22,38.2,84.3
Jacksonville Jaguars,Trevor Lawrence,18/31,133,4.3,1,2,2-19,10.8,52.2
Carolina Panthers,PJ Walker,19/36,317,8.8,1,1,1-8,32.2,80.4
Atlanta Falcons,Marcus Mariota,20/28,253,9.0,3,2,2-14,76.5,105.2
Chicago Bears,Justin Fields,17/23,151,6.6,2,0,4-25,76.2,120.0
Chicago Bears,Trevor Siemian,1/1,5,5.0,0,0,0-0,2.9,87.5
Dallas Cowboys,Dak Prescott,21/27,250,9.3,2,1,1-8,92.8,114.5
Miami Dolphins,Tua Tagovailoa,29/36,382,10.6,3,0,2-13,94.2,138.7
Detroit Lions,Jared Goff,27/37,321,8.7,1,0,1-10,61.2,108.1
Arizona Cardinals,Kyler Murray,31/44,326,7.4,3,2,4-29,48.7,95.5
Minnesota Vikings,Kirk Cousins,24/36,232,6.4,2,0,3-24,53.3,103.0
Las Vegas Raiders,Derek Carr,15/26,101,3.9,0,1,3-20,18.2,50.3
Las Vegas Raiders,Jarrett Stidham,8/13,72,5.5,0,0,1-8,45.5,76.4
New Orleans Saints,Andy Dalton,22/30,229,7.6,2,0,0-0,76.8,117.2
New Orleans Saints,Taysom Hill,1/1,2,2.0,0,0,0-0,70.1,79.2
New England Patriots,Mac Jones,24/35,194,5.5,1,1,6-33,34.9,79.9
New York Jets,Zach Wilson,20/41,355,8.7,2,3,2-19,23.7,64.6
Pittsburgh Steelers,Kenny Pickett,25/38,191,5.0,0,1,6-38,30.4,66.9
Pittsburgh Steelers,Najee Harris,1/1,4,4.0,0,0,0-0,7.6,83.3
Pittsburgh Steelers,Chase Claypool,1/1,1,1.0,1,0,0-0,100.0,118.8
Philadelphia Eagles,Jalen Hurts,19/28,285,10.2,4,0,3-18,84.6,140.6
Philadelphia Eagles,Gardner Minshew,1/2,23,11.5,0,0,0-0,65.3,91.7
Tennessee Titans,Malik Willis,6/10,55,5.5,0,1,3-15,4.3,35.4
Houston Texans,Davis Mills,17/29,152,5.2,1,1,3-34,6.5,69.9
Houston Texans,Rex Burkhead,0/1,0,0.0,0,0,0-0,3.2,39.6
Washington Commanders,Taylor Heinicke,23/31,279,9.0,1,1,2-13,57.6,98.7
Indianapolis Colts,Sam Ehlinger,17/23,201,8.7,0,0,2-12,69.9,100.1
San Francisco 49ers,Jimmy Garoppolo,21/25,235,9.4,2,0,3-12,77.8,132.5
San Francisco 49ers,Christian McCaffrey,1/1,34,34.0,1,0,0-0,100.0,158.3
Los Angeles Rams,Matthew Stafford,22/33,187,5.7,1,0,2-20,71.6,91.4
New York Giants,Daniel Jones,17/31,176,5.7,0,0,5-29,27.8,71.4
Seattle Seahawks,Geno Smith,23/34,212,6.2,2,0,3-22,66.5,104.0
Green Bay Packers,Aaron Rodgers,19/30,203,6.8,2,1,2-13,21.4,91.4
Buffalo Bills,Josh Allen,13/25,218,8.7,2,2,2-2,84.1,75.1
Cincinnati Bengals,Joe Burrow,25/35,232,6.6,2,1,5-39,20.2,96.4
Cleveland Browns,Jacoby Brissett,17/22,278,12.6,1,0,2-10,82.0,133.7
Cleveland Browns,Amari Cooper,0/1,0,0.0,0,1,0-0,0.0,0.0
