team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
New York Jets,Elijah Moore,7,84,12.0,2,26,8
New York Jets,Keelan Cole Sr.,5,66,13.2,0,18,8
New York Jets,Ty Johnson,2,40,20.0,1,22,3
New York Jets,Jeff Smith,3,40,13.3,0,14,4
New York Jets,Tyler Kroft,2,38,19.0,0,26,3
New York Jets,Jamison Crowder,5,38,7.6,0,12,7
New York Jets,Michael Carter,1,37,37.0,0,19,2
New York Jets,Ryan Griffin,4,28,7.0,1,13,7
New York Jets,Denzel Mims,1,20,20.0,0,20,5
New York Jets,Trevon Wesco,2,16,8.0,0,10,2
New York Jets,Braxton Berrios,2,5,2.5,0,5,3
Indianapolis Colts,Michael Pittman Jr.,5,64,12.8,1,19,6
Indianapolis Colts,Zach Pascal,4,58,14.5,0,31,7
Indianapolis Colts,Nyheim Hines,4,34,8.5,0,13,6
Indianapolis Colts,Mo Alie-Cox,1,28,28.0,0,28,1
Indianapolis Colts,Jonathan Taylor,2,28,14.0,0,20,2
Indianapolis Colts,Kylen Granson,1,27,27.0,0,27,1
Indianapolis Colts,Ashton Dulin,2,23,11.5,0,17,2
Indianapolis Colts,Dezmon Patmon,1,7,7.0,0,7,1
Indianapolis Colts,Danny Pinter,1,2,2.0,1,2,1
Indianapolis Colts,Jack Doyle,1,1,1.0,1,1,2
Cleveland Browns,Donovan Peoples-Jones,2,86,43.0,1,60,3
Cleveland Browns,Nick Chubb,2,26,13.0,0,23,2
Cleveland Browns,Harrison Bryant,2,26,13.0,0,21,2
Cleveland Browns,Demetric Felton Jr.,1,22,22.0,0,22,1
Cleveland Browns,David Njoku,1,18,18.0,1,18,3
Cleveland Browns,Anthony Schwartz,1,15,15.0,0,15,1
Cleveland Browns,Austin Hooper,2,14,7.0,0,11,2
Cleveland Browns,Jarvis Landry,3,11,3.7,0,7,5
Cincinnati Bengals,Tee Higgins,6,78,13.0,0,20,8
Cincinnati Bengals,Ja'Marr Chase,6,49,8.2,0,15,13
Cincinnati Bengals,Joe Mixon,5,46,9.2,0,12,5
Cincinnati Bengals,Drew Sample,3,36,12.0,0,19,3
Cincinnati Bengals,C.J. Uzomah,4,24,6.0,0,12,5
Cincinnati Bengals,Samaje Perine,2,17,8.5,0,9,3
Cincinnati Bengals,Mike Thomas,1,16,16.0,0,16,1
Cincinnati Bengals,Tyler Boyd,1,11,11.0,0,11,2
Cincinnati Bengals,Chris Evans,1,11,11.0,0,11,1
Denver Broncos,Tim Patrick,4,85,21.3,1,44,5
Denver Broncos,Jerry Jeudy,6,69,11.5,0,25,8
Denver Broncos,Kendall Hinton,1,40,40.0,0,40,1
Denver Broncos,Albert Okwuegbunam,4,25,6.3,0,17,5
Denver Broncos,Melvin Gordon III,2,15,7.5,0,8,2
Denver Broncos,Courtland Sutton,1,9,9.0,0,9,2
Denver Broncos,Eric Saubert,1,6,6.0,0,6,1
Dallas Cowboys,Dalton Schultz,4,54,13.5,0,20,5
Dallas Cowboys,Amari Cooper,2,37,18.5,0,32,5
Dallas Cowboys,Malik Turner,5,33,6.6,2,11,7
Dallas Cowboys,Tony Pollard,1,32,32.0,0,32,2
Dallas Cowboys,Cedrick Wilson Jr.,2,28,14.0,0,24,5
Dallas Cowboys,Ezekiel Elliott,3,25,8.3,0,21,3
Dallas Cowboys,CeeDee Lamb,2,23,11.5,0,18,9
Dallas Cowboys,Noah Brown,0,0,0.0,0,0,1
Dallas Cowboys,Sean McKeon,0,0,0.0,0,0,2
Houston Texans,Brandin Cooks,6,56,9.3,0,10,14
Houston Texans,Danny Amendola,3,49,16.3,0,39,7
Houston Texans,Chris Conley,2,38,19.0,0,23,3
Houston Texans,David Johnson,3,29,9.7,0,15,5
Houston Texans,Nico Collins,3,25,8.3,0,11,3
Houston Texans,Antony Auclair,2,23,11.5,0,15,2
Houston Texans,Brevin Jordan,2,9,4.5,0,5,2
