team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
New York Giants,Evan Engram,4,61,15.3,0,18,5
New York Giants,Kenny Golladay,3,37,12.3,0,20,5
New York Giants,Pharoh Cooper,2,21,10.5,0,15,3
New York Giants,Saquon Barkley,6,19,3.2,0,11,9
New York Giants,Kyle Rudolph,2,18,9.0,0,11,4
New York Giants,Devontae Booker,4,18,4.5,0,8,4
New York Giants,Darius Slayton,2,13,6.5,0,9,7
New York Giants,John Ross,0,0,0.0,0,0,1
Miami Dolphins,Jaylen Waddle,9,90,10.0,0,25,11
Miami Dolphins,DeVante Parker,5,62,12.4,0,17,5
Miami Dolphins,Mike Gesicki,7,46,6.6,0,17,11
Miami Dolphins,Albert Wilson,4,26,6.5,0,13,8
Miami Dolphins,Hunter Long,1,8,8.0,0,8,1
Miami Dolphins,Mack Hollins,1,5,5.0,1,5,1
Miami Dolphins,Myles Gaskin,2,5,2.5,0,3,2
Miami Dolphins,Isaiah Ford,1,2,2.0,1,2,1
Miami Dolphins,Durham Smythe,0,0,0.0,0,0,1
Philadelphia Eagles,Dallas Goedert,6,105,17.5,2,36,6
Philadelphia Eagles,Quez Watkins,3,60,20.0,0,28,3
Philadelphia Eagles,Kenneth Gainwell,5,33,6.6,0,16,5
Philadelphia Eagles,Miles Sanders,3,22,7.3,0,12,3
Philadelphia Eagles,DeVonta Smith,2,15,7.5,0,13,4
Philadelphia Eagles,Jalen Reagor,1,7,7.0,0,7,1
New York Jets,Elijah Moore,6,77,12.8,1,29,12
New York Jets,Jamison Crowder,4,62,15.5,0,19,6
New York Jets,Tevin Coleman,3,19,6.3,0,8,4
New York Jets,Ryan Griffin,2,15,7.5,1,14,2
New York Jets,Corey Davis,2,15,7.5,0,10,3
New York Jets,Ty Johnson,2,14,7.0,0,7,4
New York Jets,Braxton Berrios,1,11,11.0,0,11,1
New York Jets,Austin Walter,2,9,4.5,0,11,2
New York Jets,Denzel Mims,1,4,4.0,0,4,1
New York Jets,Kenny Yeboah,0,0,0.0,0,0,1
Indianapolis Colts,Michael Pittman Jr.,6,77,12.8,0,17,8
Indianapolis Colts,Nyheim Hines,3,32,10.7,0,24,4
Indianapolis Colts,T.Y. Hilton,2,22,11.0,0,14,2
Indianapolis Colts,Jack Doyle,1,13,13.0,0,13,1
Indianapolis Colts,Zach Pascal,1,6,6.0,0,6,3
Indianapolis Colts,Kylen Granson,1,6,6.0,0,6,2
Indianapolis Colts,Ashton Dulin,1,2,2.0,1,2,1
Indianapolis Colts,Mo Alie-Cox,1,0,0.0,0,0,1
Houston Texans,Brandin Cooks,3,38,12.7,0,14,6
Houston Texans,Pharaoh Brown,4,23,5.8,0,12,5
Houston Texans,Rex Burkhead,1,15,15.0,0,15,2
Houston Texans,Royce Freeman,1,11,11.0,0,11,1
Houston Texans,Brevin Jordan,2,7,3.5,0,5,4
Houston Texans,Chris Conley,0,0,0.0,0,0,4
Houston Texans,Jaylen Samuels,0,0,0.0,0,0,1
Houston Texans,Davion Davis,0,0,0.0,0,0,2
Houston Texans,Nico Collins,0,0,0.0,0,0,1
Washington,Logan Thomas,3,48,16.0,1,35,5
Washington,John Bates,3,42,14.0,0,23,4
Washington,Adam Humphries,4,38,9.5,0,12,5
Washington,Antonio Gibson,5,23,4.6,1,10,6
Washington,Terry McLaurin,3,22,7.3,0,13,5
Washington,Wendell Smallwood,2,12,6.0,0,7,2
Washington,DeAndre Carter,1,6,6.0,0,6,1
Washington,Dyami Brown,1,6,6.0,0,6,1
Washington,Curtis Samuel,1,-1,-1.0,0,-1,1
Las Vegas Raiders,Hunter Renfrow,9,102,11.3,0,28,10
Las Vegas Raiders,Josh Jacobs,9,38,4.2,0,10,9
Las Vegas Raiders,Foster Moreau,1,34,34.0,0,34,3
Las Vegas Raiders,Bryan Edwards,3,30,10.0,0,18,5
Las Vegas Raiders,Zay Jones,3,21,7.0,0,13,5
Las Vegas Raiders,DeSean Jackson,1,14,14.0,0,14,1
Las Vegas Raiders,Kenyan Drake,1,8,8.0,0,8,2
Las Vegas Raiders,Peyton Barber,1,2,2.0,0,2,1
Jacksonville Jaguars,Laquon Treadwell,4,62,15.5,0,28,5
Jacksonville Jaguars,Laviska Shenault Jr.,3,30,10.0,0,17,5
Jacksonville Jaguars,James O'Shaughnessy,2,13,6.5,0,7,6
Jacksonville Jaguars,James Robinson,1,11,11.0,0,11,4
Jacksonville Jaguars,Marvin Jones Jr.,2,11,5.5,0,6,3
Jacksonville Jaguars,Jaydon Mickens,2,10,5.0,0,12,2
Jacksonville Jaguars,Tavon Austin,1,9,9.0,0,9,2
Jacksonville Jaguars,Carlos Hyde,1,-1,-1.0,0,-1,1
Los Angeles Rams,Cooper Kupp,8,129,16.1,1,43,10
Los Angeles Rams,Tyler Higbee,5,48,9.6,0,22,6
Los Angeles Rams,Van Jefferson,6,41,6.8,1,19,8
Los Angeles Rams,Ben Skowronek,1,35,35.0,0,35,2
Los Angeles Rams,Odell Beckham Jr.,2,28,14.0,1,27,5
Los Angeles Rams,Sony Michel,3,8,2.7,0,5,4
Los Angeles Rams,Kendall Blanton,1,6,6.0,0,6,2
Baltimore Ravens,Marquise Brown,5,55,11.0,0,22,7
Baltimore Ravens,Mark Andrews,4,50,12.5,0,29,9
Baltimore Ravens,Devonta Freeman,5,45,9.0,0,15,8
Baltimore Ravens,Sammy Watkins,4,39,9.8,1,15,6
Baltimore Ravens,Latavius Murray,2,34,17.0,0,18,2
Baltimore Ravens,Devin Duvernay,2,21,10.5,0,18,3
Baltimore Ravens,Patrick Ricard,1,9,9.0,0,9,1
Baltimore Ravens,Rashod Bateman,0,0,0.0,0,0,1
Pittsburgh Steelers,Diontae Johnson,8,105,13.1,2,29,11
Pittsburgh Steelers,Chase Claypool,2,52,26.0,0,40,3
Pittsburgh Steelers,Najee Harris,5,36,7.2,0,18,5
Pittsburgh Steelers,Pat Freiermuth,3,26,8.7,0,17,4
Pittsburgh Steelers,Zach Gentry,2,10,5.0,0,5,2
Pittsburgh Steelers,Ray-Ray McCloud III,1,7,7.0,0,7,4
Pittsburgh Steelers,James Washington,0,0,0.0,0,0,1
San Francisco 49ers,George Kittle,9,181,20.1,2,48,12
San Francisco 49ers,Brandon Aiyuk,3,55,18.3,0,21,6
San Francisco 49ers,Kyle Juszczyk,2,21,10.5,0,13,3
San Francisco 49ers,Elijah Mitchell,3,18,6.0,0,11,3
San Francisco 49ers,Trent Sherfield,2,16,8.0,0,9,5
San Francisco 49ers,Jauan Jennings,1,8,8.0,0,8,1
Seattle Seahawks,Tyler Lockett,7,68,9.7,1,16,8
Seattle Seahawks,DK Metcalf,5,60,12.0,0,33,8
Seattle Seahawks,Dee Eskridge,3,35,11.7,1,17,3
Seattle Seahawks,Rashaad Penny,1,27,27.0,0,27,1
Seattle Seahawks,Freddie Swain,3,18,6.0,0,7,3
Seattle Seahawks,Travis Homer,4,10,2.5,0,4,5
Seattle Seahawks,Will Dissly,2,7,3.5,0,5,2
Seattle Seahawks,Gerald Everett,4,7,1.8,0,5,6
Seattle Seahawks,Penny Hart,1,-1,-1.0,0,-1,1
Denver Broncos,Jerry Jeudy,4,77,19.3,0,36,6
Denver Broncos,Javonte Williams,6,76,12.7,1,34,9
Denver Broncos,Noah Fant,4,33,8.3,0,12,4
Denver Broncos,Albert Okwuegbunam,3,21,7.0,0,10,4
Denver Broncos,Mike Boone,1,19,19.0,0,19,1
Denver Broncos,Courtland Sutton,2,15,7.5,0,10,6
Denver Broncos,Tim Patrick,1,9,9.0,0,9,5
Denver Broncos,Kendall Hinton,1,7,7.0,0,7,1
Kansas City Chiefs,Darrel Williams,3,60,20.0,0,38,3
Kansas City Chiefs,Clyde Edwards-Helaire,3,28,9.3,0,29,3
Kansas City Chiefs,Travis Kelce,3,27,9.0,0,14,8
Kansas City Chiefs,Tyreek Hill,2,22,11.0,0,13,5
Kansas City Chiefs,Demarcus Robinson,2,21,10.5,0,12,2
Kansas City Chiefs,Byron Pringle,1,14,14.0,0,14,4
Kansas City Chiefs,Mecole Hardman,1,12,12.0,0,12,1
Kansas City Chiefs,Marcus Kemp,0,0,0.0,0,0,1
New England Patriots,Jonnu Smith,1,12,12.0,0,12,1
New England Patriots,Brandon Bolden,1,7,7.0,0,7,1
New England Patriots,Nelson Agholor,0,0,0.0,0,0,1
Buffalo Bills,Stefon Diggs,4,51,12.8,0,26,7
Buffalo Bills,Gabe Davis,2,30,15.0,1,16,4
Buffalo Bills,Emmanuel Sanders,3,22,7.3,0,19,6
Buffalo Bills,Dawson Knox,2,14,7.0,0,7,6
Buffalo Bills,Zack Moss,2,12,6.0,0,7,3
Buffalo Bills,Cole Beasley,1,11,11.0,0,11,3
Buffalo Bills,Matt Breida,1,5,5.0,0,5,1
