team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Dallas Cowboys,CeeDee Lamb,7,89,12.7,0,25,13
Dallas Cowboys,Dalton Schultz,5,43,8.6,0,12,5
Dallas Cowboys,Amari Cooper,2,41,20.5,0,41,2
Dallas Cowboys,Michael Gallup,5,36,7.2,1,17,9
Dallas Cowboys,Noah Brown,2,14,7.0,0,9,3
Dallas Cowboys,Malik Turner,1,10,10.0,0,10,1
Dallas Cowboys,Tony Pollard,2,3,1.5,0,2,4
Dallas Cowboys,Ezekiel Elliott,2,2,1.0,0,1,3
New Orleans Saints,Deonte Harty,4,96,24.0,1,70,8
New Orleans Saints,Lil'Jordan Humphrey,2,49,24.5,1,25,2
New Orleans Saints,Nick Vannett,3,48,16.0,0,30,4
New Orleans Saints,Juwan Johnson,1,27,27.0,0,27,1
New Orleans Saints,Tre'Quan Smith,2,15,7.5,0,9,7
New Orleans Saints,Marquez Callaway,1,13,13.0,0,13,4
New Orleans Saints,Garrett Griffin,1,9,9.0,0,9,1
New Orleans Saints,Ty Montgomery II,4,9,2.3,0,13,7
New Orleans Saints,Kenny Stills,0,0,0.0,0,0,5
New Orleans Saints,Mark Ingram II,1,-2,-2.0,0,-2,2
Tampa Bay Buccaneers,Chris Godwin,15,143,9.5,0,36,17
Tampa Bay Buccaneers,Mike Evans,7,99,14.1,0,36,10
Tampa Bay Buccaneers,Rob Gronkowski,4,58,14.5,2,27,8
Tampa Bay Buccaneers,Leonard Fournette,7,48,6.9,1,15,8
Tampa Bay Buccaneers,Giovani Bernard,1,7,7.0,0,7,2
Tampa Bay Buccaneers,Tyler Johnson,1,5,5.0,0,5,1
Tampa Bay Buccaneers,Breshad Perriman,1,5,5.0,0,5,3
Tampa Bay Buccaneers,Cameron Brate,1,3,3.0,1,3,1
Tampa Bay Buccaneers,Ronald Jones,1,0,0.0,0,0,1
Atlanta Falcons,Russell Gage,11,130,11.8,0,19,12
Atlanta Falcons,Kyle Pitts,4,48,12.0,0,29,7
Atlanta Falcons,Olamide Zaccheaus,3,44,14.7,0,30,5
Atlanta Falcons,Mike Davis,4,37,9.3,0,20,4
Atlanta Falcons,Cordarrelle Patterson,3,18,6.0,0,6,5
Atlanta Falcons,Tajae Sharpe,3,10,3.3,0,4,5
Atlanta Falcons,Qadree Ollison,1,8,8.0,0,8,1
Atlanta Falcons,Keith Smith,1,2,2.0,0,2,1
Arizona Cardinals,James Conner,2,36,18.0,1,23,2
Arizona Cardinals,DeAndre Hopkins,2,32,16.0,1,20,2
Arizona Cardinals,A.J. Green,1,14,14.0,0,14,1
Arizona Cardinals,Eno Benjamin,1,12,12.0,0,12,1
Arizona Cardinals,Zach Ertz,1,10,10.0,0,10,2
Arizona Cardinals,Rondale Moore,1,8,8.0,0,8,2
Arizona Cardinals,Demetrius Harris,2,7,3.5,0,7,2
Arizona Cardinals,Christian Kirk,1,4,4.0,0,4,3
Chicago Bears,Jakeem Grant Sr.,5,62,12.4,1,34,7
Chicago Bears,David Montgomery,8,51,6.4,0,12,9
Chicago Bears,Cole Kmet,3,41,13.7,0,24,7
Chicago Bears,Damiere Byrd,3,36,12.0,0,19,7
Chicago Bears,Darnell Mooney,5,27,5.4,0,12,7
Chicago Bears,Khalil Herbert,1,11,11.0,0,11,1
Chicago Bears,Jimmy Graham,1,1,1.0,1,1,1
Chicago Bears,Rodney Adams,0,0,0.0,0,0,1
Los Angeles Chargers,Mike Williams,5,110,22.0,0,47,7
Los Angeles Chargers,Jalen Guyton,4,90,22.5,1,44,4
Los Angeles Chargers,Austin Ekeler,5,45,9.0,0,12,5
Los Angeles Chargers,Keenan Allen,5,34,6.8,2,10,8
Los Angeles Chargers,Jared Cook,3,29,9.7,0,23,4
Los Angeles Chargers,Justin Jackson,2,6,3.0,0,7,2
Los Angeles Chargers,Donald Parham Jr.,2,3,1.5,0,6,4
Los Angeles Chargers,Joshua Palmer,0,0,0.0,0,0,1
Cincinnati Bengals,Tee Higgins,9,138,15.3,1,29,14
Cincinnati Bengals,Tyler Boyd,5,85,17.0,0,32,7
Cincinnati Bengals,Ja'Marr Chase,5,52,10.4,0,14,8
Cincinnati Bengals,C.J. Uzomah,3,20,6.7,0,10,6
Cincinnati Bengals,Samaje Perine,2,5,2.5,0,5,2
Cincinnati Bengals,Joe Mixon,0,0,0.0,0,0,1
Minnesota Vikings,Justin Jefferson,11,182,16.5,1,48,14
Minnesota Vikings,Tyler Conklin,7,56,8.0,0,19,9
Minnesota Vikings,K.J. Osborn,4,47,11.8,1,21,7
Minnesota Vikings,Alexander Mattison,3,34,11.3,0,16,3
Minnesota Vikings,C.J. Ham,1,19,19.0,0,19,1
Minnesota Vikings,Kene Nwangwu,2,4,2.0,0,6,3
Minnesota Vikings,Adam Thielen,1,0,0.0,0,0,2
Minnesota Vikings,Dede Westbrook,1,-2,-2.0,0,-2,2
Detroit Lions,Amon-Ra St. Brown,10,86,8.6,1,14,12
Detroit Lions,Josh Reynolds,4,69,17.3,0,28,7
Detroit Lions,T.J. Hockenson,4,49,12.3,1,25,8
Detroit Lions,Kalif Raymond,2,33,16.5,0,24,2
Detroit Lions,Brock Wright,2,28,14.0,1,23,3
Detroit Lions,Godwin Igwebuike,1,13,13.0,0,13,2
Detroit Lions,Jamaal Williams,1,9,9.0,0,9,1
Detroit Lions,KhaDarel Hodge,1,9,9.0,0,9,1
Detroit Lions,Jason Cabinda,0,0,0.0,0,0,1
Detroit Lions,Jermar Jefferson,0,0,0.0,0,0,1
