team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Las Vegas Raiders,Aidan O'Connell,2,3,1.5,0,3
Denver Broncos,Javonte Williams,21,79,3.8,0,11
Denver Broncos,Russell Wilson,9,30,3.3,0,10
Denver Broncos,Samaje Perine,1,8,8.0,0,8
Denver Broncos,Jaleel McLaughlin,6,8,1.3,0,5
Denver Broncos,Marvin Mims Jr.,1,-3,-3.0,0,-3
Buffalo Bills,James Cook,12,109,9.1,0,42
Buffalo Bills,Latavius Murray,9,68,7.6,1,21
Buffalo Bills,Josh Allen,4,13,3.3,1,6
Buffalo Bills,Ty Johnson,1,2,2.0,0,2
