team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Washington Commanders,Brian Robinson Jr.,17,60,3.5,1,16
Washington Commanders,Antonio Gibson,5,35,7.0,0,18
Washington Commanders,J.D. McKissic,2,20,10.0,0,16
Washington Commanders,Terry McLaurin,2,11,5.5,0,6
Washington Commanders,Carson Wentz,2,2,1.0,0,2
Chicago Bears,Justin Fields,12,88,7.3,0,39
Chicago Bears,Khalil Herbert,7,74,10.6,0,63
Chicago Bears,David Montgomery,15,67,4.5,0,13
Chicago Bears,Velus Jones Jr.,1,8,8.0,0,8
Chicago Bears,Equanimeous St. Brown,1,1,1.0,0,1
Chicago Bears,Ihmir Smith-Marsette,1,-1,-1.0,0,-1
San Francisco 49ers,Jeff Wilson Jr.,7,25,3.6,0,9
San Francisco 49ers,Deebo Samuel,2,11,5.5,0,7
San Francisco 49ers,Jimmy Garoppolo,3,11,3.7,0,6
San Francisco 49ers,Tevin Coleman,4,3,0.8,0,5
Atlanta Falcons,Caleb Huntley,16,59,3.7,0,16
Atlanta Falcons,Tyler Allgeier,15,51,3.4,0,8
Atlanta Falcons,Marcus Mariota,6,50,8.3,1,20
Atlanta Falcons,Avery Williams,2,6,3.0,0,3
Atlanta Falcons,Keith Smith,1,2,2.0,0,2
New England Patriots,Rhamondre Stevenson,19,76,4.0,2,31
New England Patriots,Tyquan Thornton,3,16,5.3,1,19
New England Patriots,Pierre Strong Jr.,1,5,5.0,0,5
New England Patriots,Kevin Harris,3,5,1.7,0,3
New England Patriots,Bailey Zappe,3,-4,-1.3,0,-1
Cleveland Browns,Nick Chubb,12,56,4.7,0,18
Cleveland Browns,Kareem Hunt,4,12,3.0,0,9
Cleveland Browns,Donovan Peoples-Jones,1,2,2.0,0,2
Cleveland Browns,Jacoby Brissett,1,0,0.0,0,0
New York Jets,Breece Hall,20,116,5.8,1,34
New York Jets,Michael Carter,6,41,6.8,0,25
New York Jets,Braxton Berrios,1,20,20.0,1,20
New York Jets,Tyler Conklin,1,1,1.0,0,1
New York Jets,Zach Wilson,5,1,0.2,0,4
Green Bay Packers,AJ Dillon,10,41,4.1,0,19
Green Bay Packers,Aaron Jones,9,19,2.1,0,7
Green Bay Packers,Aaron Rodgers,1,0,0.0,0,0
Jacksonville Jaguars,Travis Etienne Jr.,10,86,8.6,0,48
Jacksonville Jaguars,JaMycal Hasty,3,57,19.0,1,61
Jacksonville Jaguars,James Robinson,12,54,4.5,0,14
Jacksonville Jaguars,Trevor Lawrence,6,23,3.8,2,13
Jacksonville Jaguars,Jamal Agnew,1,19,19.0,0,19
Jacksonville Jaguars,Christian Kirk,1,4,4.0,0,4
Indianapolis Colts,Deon Jackson,12,42,3.5,1,11
Indianapolis Colts,Phillip Lindsay,3,7,2.3,0,3
Indianapolis Colts,Matt Ryan,1,-4,-4.0,0,-4
Minnesota Vikings,Dalvin Cook,13,77,5.9,1,53
Minnesota Vikings,C.J. Ham,1,3,3.0,0,3
Minnesota Vikings,Alexander Mattison,1,3,3.0,0,3
Minnesota Vikings,Kirk Cousins,2,-5,-2.5,0,-1
Miami Dolphins,Raheem Mostert,14,49,3.5,0,16
Miami Dolphins,Teddy Bridgewater,1,10,10.0,0,10
Miami Dolphins,Skylar Thompson,1,9,9.0,0,9
Miami Dolphins,Chase Edmonds,2,3,1.5,0,2
Miami Dolphins,Alec Ingold,1,2,2.0,0,2
Miami Dolphins,Clayton Fejedelem,1,0,0.0,0,0
Cincinnati Bengals,Joe Mixon,8,45,5.6,0,10
Cincinnati Bengals,Joe Burrow,4,25,6.3,1,19
Cincinnati Bengals,Samaje Perine,2,5,2.5,0,5
New Orleans Saints,Alvin Kamara,19,99,5.2,0,24
New Orleans Saints,Mark Ingram II,9,46,5.1,0,14
New Orleans Saints,Rashid Shaheed,1,44,44.0,1,44
New Orleans Saints,Taysom Hill,5,39,7.8,0,31
Baltimore Ravens,Kenyan Drake,10,119,11.9,1,30
Baltimore Ravens,Lamar Jackson,7,77,11.0,0,25
Baltimore Ravens,J.K. Dobbins,7,15,2.1,0,6
New York Giants,Saquon Barkley,22,83,3.8,1,8
New York Giants,Daniel Jones,6,6,1.0,0,4
New York Giants,Matt Breida,3,-6,-2.0,0,1
Tampa Bay Buccaneers,Leonard Fournette,21,63,3.0,0,13
Tampa Bay Buccaneers,Rachaad White,4,12,3.0,0,8
Tampa Bay Buccaneers,Tom Brady,1,0,0.0,0,0
Pittsburgh Steelers,Najee Harris,14,42,3.0,0,14
Pittsburgh Steelers,Kenny Pickett,2,16,8.0,0,10
Pittsburgh Steelers,Chase Claypool,1,8,8.0,0,8
Pittsburgh Steelers,Diontae Johnson,2,8,4.0,0,5
Pittsburgh Steelers,Mitch Trubisky,6,5,0.8,0,9
