team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Washington Commanders,Terry McLaurin,3,41,13.7,0,17,4
Washington Commanders,Cole Turner,2,23,11.5,0,18,2
Washington Commanders,Antonio Gibson,3,18,6.0,0,8,4
Washington Commanders,Cam Sims,1,6,6.0,0,6,2
Washington Commanders,Curtis Samuel,2,6,3.0,0,3,5
Washington Commanders,Dax Milne,1,5,5.0,0,5,1
Washington Commanders,J.D. McKissic,0,0,0.0,0,0,3
Washington Commanders,Dyami Brown,0,0,0.0,0,0,1
Chicago Bears,Dante Pettis,4,84,21.0,1,40,7
Chicago Bears,Darnell Mooney,7,68,9.7,0,26,12
Chicago Bears,Cole Kmet,1,15,15.0,0,15,3
Chicago Bears,David Montgomery,1,13,13.0,0,13,1
Chicago Bears,Velus Jones Jr.,1,10,10.0,0,10,1
Chicago Bears,Ryan Griffin,0,0,0.0,0,0,1
Chicago Bears,Ihmir Smith-Marsette,0,0,0.0,0,0,1
San Francisco 49ers,Brandon Aiyuk,8,83,10.4,2,14,11
San Francisco 49ers,George Kittle,8,83,10.4,0,19,10
San Francisco 49ers,Deebo Samuel,7,79,11.3,0,27,10
San Francisco 49ers,Kyle Juszczyk,4,33,8.3,0,10,4
San Francisco 49ers,Jauan Jennings,2,18,9.0,0,9,3
San Francisco 49ers,Jeff Wilson Jr.,0,0,0.0,0,0,1
San Francisco 49ers,Ray-Ray McCloud III,0,0,0.0,0,0,1
San Francisco 49ers,Charlie Woerner,0,0,0.0,0,0,1
Atlanta Falcons,Olamide Zaccheaus,4,58,14.5,0,37,4
Atlanta Falcons,Drake London,3,40,13.3,0,20,4
Atlanta Falcons,Kyle Pitts,3,19,6.3,1,7,3
Atlanta Falcons,Keith Smith,1,8,8.0,0,8,1
Atlanta Falcons,MyCole Pruitt,1,2,2.0,1,2,1
Atlanta Falcons,Avery Williams,1,2,2.0,0,2,1
New England Patriots,DeVante Parker,4,64,16.0,0,29,6
New England Patriots,Hunter Henry,4,61,15.3,1,31,7
New England Patriots,Jonnu Smith,2,61,30.5,0,53,2
New England Patriots,Jakobi Meyers,4,60,15.0,0,27,4
New England Patriots,Tyquan Thornton,4,37,9.3,1,21,5
New England Patriots,Kendrick Bourne,1,17,17.0,0,17,1
New England Patriots,Rhamondre Stevenson,4,15,3.8,0,7,5
New England Patriots,Bailey Zappe,1,-6,-6.0,0,-6,1
Cleveland Browns,Donovan Peoples-Jones,4,74,18.5,0,37,5
Cleveland Browns,David Njoku,3,58,19.3,0,33,6
Cleveland Browns,Amari Cooper,4,44,11.0,1,15,12
Cleveland Browns,Pharaoh Brown,2,21,10.5,0,11,3
Cleveland Browns,Harrison Bryant,3,18,6.0,0,7,4
Cleveland Browns,Michael Woods II,1,15,15.0,0,15,2
Cleveland Browns,Nick Chubb,1,14,14.0,0,14,2
Cleveland Browns,David Bell,1,13,13.0,0,13,2
Cleveland Browns,D'Ernest Johnson,2,9,4.5,0,7,2
Cleveland Browns,Kareem Hunt,0,0,0.0,0,0,1
Cleveland Browns,Anthony Schwartz,0,0,0.0,0,0,3
New York Jets,Corey Davis,2,52,26.0,0,41,4
New York Jets,C.J. Uzomah,2,17,8.5,0,14,2
New York Jets,Tyler Conklin,1,16,16.0,0,16,2
New York Jets,Garrett Wilson,1,8,8.0,0,8,5
New York Jets,Braxton Berrios,1,6,6.0,0,6,1
New York Jets,Michael Carter,1,6,6.0,0,6,1
New York Jets,Breece Hall,2,5,2.5,0,3,2
Green Bay Packers,Robert Tonyan,10,90,9.0,0,16,12
Green Bay Packers,Allen Lazard,4,76,19.0,1,35,9
Green Bay Packers,Aaron Jones,3,25,8.3,0,14,4
Green Bay Packers,Romeo Doubs,4,21,5.3,0,8,9
Green Bay Packers,Amari Rodgers,1,14,14.0,0,14,1
Green Bay Packers,AJ Dillon,4,11,2.8,0,7,6
Green Bay Packers,Josiah Deguara,1,9,9.0,0,9,1
Green Bay Packers,Randall Cobb,1,8,8.0,0,8,1
Green Bay Packers,Juwann Winfree,0,0,0.0,0,0,1
Jacksonville Jaguars,Zay Jones,5,42,8.4,0,18,5
Jacksonville Jaguars,Evan Engram,5,40,8.0,0,16,6
Jacksonville Jaguars,Christian Kirk,4,24,6.0,1,12,5
Jacksonville Jaguars,Travis Etienne Jr.,2,22,11.0,0,22,2
Jacksonville Jaguars,Tim Jones,1,20,20.0,0,20,1
Jacksonville Jaguars,Luke Farrell,1,11,11.0,0,11,1
Jacksonville Jaguars,Jamal Agnew,1,5,5.0,0,5,1
Jacksonville Jaguars,James Robinson,1,1,1.0,0,1,1
Indianapolis Colts,Michael Pittman Jr.,13,134,10.3,0,20,16
Indianapolis Colts,Deon Jackson,10,79,7.9,0,22,10
Indianapolis Colts,Parris Campbell,7,57,8.1,1,15,11
Indianapolis Colts,Alec Pierce,3,49,16.3,1,32,7
Indianapolis Colts,Kylen Granson,4,38,9.5,0,17,4
Indianapolis Colts,Jelani Woods,2,27,13.5,1,17,3
Indianapolis Colts,Phillip Lindsay,3,5,1.7,0,5,3
