team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Indianapolis Colts,Mike Strachan,0,0,0.0,0,0,2
Minnesota Vikings,Justin Jefferson,6,107,17.8,0,47,8
Minnesota Vikings,Adam Thielen,4,36,9.0,1,14,8
Minnesota Vikings,K.J. Osborn,3,18,6.0,0,8,5
Minnesota Vikings,Irv Smith Jr.,4,7,1.8,1,4,4
Minnesota Vikings,Dalvin Cook,1,6,6.0,0,6,1
Minnesota Vikings,Johnny Mundt,2,1,0.5,0,1,2
Miami Dolphins,Tyreek Hill,12,177,14.8,0,28,15
Miami Dolphins,Jaylen Waddle,6,129,21.5,0,49,10
Miami Dolphins,Mike Gesicki,6,69,11.5,2,18,7
Miami Dolphins,Chase Edmonds,2,28,14.0,0,14,2
Miami Dolphins,Alec Ingold,2,10,5.0,0,8,2
Miami Dolphins,Trent Sherfield,1,6,6.0,0,6,4
Miami Dolphins,River Cracraft,0,0,0.0,0,0,1
Miami Dolphins,Tanner Conner,0,0,0.0,0,0,2
Miami Dolphins,Raheem Mostert,1,-1,-1.0,0,-1,2
Cincinnati Bengals,Ja'Marr Chase,7,132,18.9,2,60,10
Cincinnati Bengals,Tyler Boyd,6,66,11.0,0,21,6
Cincinnati Bengals,Tee Higgins,6,47,7.8,0,13,9
Cincinnati Bengals,Joe Mixon,4,23,5.8,1,9,6
Cincinnati Bengals,Hayden Hurst,3,21,7.0,0,9,3
Cincinnati Bengals,Samaje Perine,2,11,5.5,0,9,2
New Orleans Saints,Tre'Quan Smith,3,43,14.3,1,18,3
New Orleans Saints,Juwan Johnson,4,41,10.3,0,20,6
New Orleans Saints,Marquez Callaway,3,36,12.0,0,20,7
New Orleans Saints,Alvin Kamara,6,25,4.2,0,9,9
New Orleans Saints,Keith Kirkwood,1,14,14.0,0,14,1
New Orleans Saints,Mark Ingram II,1,11,11.0,0,11,2
New Orleans Saints,Adam Trautman,1,8,8.0,0,8,1
New Orleans Saints,Kevin White,0,0,0.0,0,0,1
New Orleans Saints,Rashid Shaheed,0,0,0.0,0,0,1
Baltimore Ravens,Mark Andrews,7,106,15.1,1,18,11
Baltimore Ravens,Isaiah Likely,2,30,15.0,0,19,4
Baltimore Ravens,Demarcus Robinson,3,27,9.0,0,15,5
Baltimore Ravens,Josh Oliver,2,21,10.5,0,12,3
Baltimore Ravens,Devin Duvernay,1,14,14.0,0,14,5
Baltimore Ravens,Kenyan Drake,1,8,8.0,0,8,2
Baltimore Ravens,Tylan Wallace,1,4,4.0,0,4,1
Baltimore Ravens,Patrick Ricard,0,0,0.0,0,0,1
New York Giants,Daniel Bellinger,5,38,7.6,1,10,5
New York Giants,Wan'Dale Robinson,3,37,12.3,1,17,4
New York Giants,Marcus Johnson,2,25,12.5,0,18,4
New York Giants,Darius Slayton,1,18,18.0,0,18,3
New York Giants,Richie James,2,18,9.0,0,10,2
New York Giants,Matt Breida,2,17,8.5,0,15,2
New York Giants,Saquon Barkley,3,12,4.0,0,5,3
New York Giants,David Sills V,1,8,8.0,0,8,2
Tampa Bay Buccaneers,Chris Godwin,6,95,15.8,0,28,12
Tampa Bay Buccaneers,Mike Evans,4,42,10.5,0,20,4
Tampa Bay Buccaneers,Leonard Fournette,6,38,6.3,1,11,6
Tampa Bay Buccaneers,Cade Otton,2,23,11.5,0,17,3
Tampa Bay Buccaneers,Russell Gage,2,20,10.0,0,11,4
Tampa Bay Buccaneers,Cameron Brate,2,14,7.0,0,8,3
Tampa Bay Buccaneers,Rachaad White,3,11,3.7,0,6,4
Tampa Bay Buccaneers,Breshad Perriman,0,0,0.0,0,0,1
Pittsburgh Steelers,Chase Claypool,7,96,13.7,1,26,7
Pittsburgh Steelers,Connor Heyward,2,49,24.5,0,45,3
Pittsburgh Steelers,Diontae Johnson,5,28,5.6,0,9,7
Pittsburgh Steelers,George Pickens,3,27,9.0,0,14,6
Pittsburgh Steelers,Najee Harris,2,7,3.5,1,6,3
Pittsburgh Steelers,Zach Gentry,1,4,4.0,0,4,1
Carolina Panthers,Christian McCaffrey,7,89,12.7,0,49,8
Carolina Panthers,Ian Thomas,2,22,11.0,0,16,2
Carolina Panthers,DJ Moore,3,7,2.3,0,5,7
Carolina Panthers,Chuba Hubbard,1,1,1.0,0,1,1
Carolina Panthers,Shi Smith,0,0,0.0,0,0,2
Carolina Panthers,Terrace Marshall Jr.,0,0,0.0,0,0,1
Los Angeles Rams,Cooper Kupp,7,80,11.4,0,22,8
Los Angeles Rams,Allen Robinson II,5,63,12.6,1,22,6
Los Angeles Rams,Ben Skowronek,5,40,8.0,0,19,5
Los Angeles Rams,Brandon Powell,4,27,6.8,0,16,5
Los Angeles Rams,Ronnie Rivers,1,14,14.0,0,14,1
Los Angeles Rams,Malcolm Brown,1,13,13.0,0,13,1
Los Angeles Rams,Darrell Henderson Jr.,2,9,4.5,0,7,3
Los Angeles Rams,Tyler Higbee,1,7,7.0,0,7,2
Arizona Cardinals,Zach Ertz,7,70,10.0,0,32,10
Arizona Cardinals,Marquise Brown,5,68,13.6,0,26,9
Arizona Cardinals,Rondale Moore,6,49,8.2,0,26,10
Arizona Cardinals,Eno Benjamin,3,28,9.3,0,12,3
Arizona Cardinals,A.J. Green,2,7,3.5,0,5,4
Seattle Seahawks,Noah Fant,6,45,7.5,0,15,7
Seattle Seahawks,Dee Eskridge,3,39,13.0,0,16,3
Seattle Seahawks,DK Metcalf,2,34,17.0,0,17,7
Seattle Seahawks,Marquise Goodwin,2,26,13.0,0,22,2
Seattle Seahawks,Tyler Lockett,2,17,8.5,0,10,5
Seattle Seahawks,Kenneth Walker III,2,13,6.5,0,7,3
Seattle Seahawks,Will Dissly,1,12,12.0,0,12,1
Seattle Seahawks,Colby Parkinson,2,11,5.5,0,7,2
Buffalo Bills,Stefon Diggs,10,148,14.8,1,31,13
Buffalo Bills,Gabe Davis,3,74,24.7,1,34,6
Buffalo Bills,Dawson Knox,3,37,12.3,1,20,3
Buffalo Bills,Devin Singletary,4,22,5.5,0,11,5
Buffalo Bills,Reggie Gilliam,3,18,6.0,0,11,3
Buffalo Bills,Khalil Shakir,1,14,14.0,0,14,2
Buffalo Bills,Isaiah McKenzie,2,9,4.5,0,5,5
Buffalo Bills,Tommy Sweeney,1,7,7.0,0,7,1
Kansas City Chiefs,JuJu Smith-Schuster,5,113,22.6,1,42,5
Kansas City Chiefs,Travis Kelce,8,108,13.5,0,25,10
Kansas City Chiefs,Mecole Hardman,3,42,14.0,1,26,4
Kansas City Chiefs,Jerick McKinnon,3,29,9.7,0,19,3
Kansas City Chiefs,Skyy Moore,1,24,24.0,0,24,3
Kansas City Chiefs,Noah Gray,3,13,4.3,0,7,3
Kansas City Chiefs,Isiah Pacheco,2,9,4.5,0,12,2
Kansas City Chiefs,Michael Burton,0,0,0.0,0,0,1
Kansas City Chiefs,Marquez Valdes-Scantling,0,0,0.0,0,0,3
Kansas City Chiefs,Justin Watson,0,0,0.0,0,0,1
Dallas Cowboys,CeeDee Lamb,5,68,13.6,0,24,10
Dallas Cowboys,Jake Ferguson,4,40,10.0,1,22,6
Dallas Cowboys,Peyton Hendershot,2,22,11.0,0,11,5
Dallas Cowboys,Michael Gallup,2,18,9.0,0,9,7
Dallas Cowboys,Noah Brown,1,10,10.0,0,10,3
Dallas Cowboys,Sean McKeon,1,10,10.0,0,10,1
Dallas Cowboys,Tony Pollard,2,8,4.0,0,8,3
Dallas Cowboys,Ezekiel Elliott,1,5,5.0,0,5,1
Dallas Cowboys,KaVontae Turpin,0,0,0.0,0,0,1
Philadelphia Eagles,A.J. Brown,5,67,13.4,1,22,8
Philadelphia Eagles,DeVonta Smith,5,44,8.8,1,13,5
Philadelphia Eagles,Dallas Goedert,2,22,11.0,0,14,6
Philadelphia Eagles,Jack Stoll,1,21,21.0,0,21,1
Philadelphia Eagles,Miles Sanders,1,1,1.0,0,1,1
Philadelphia Eagles,Quez Watkins,1,0,0.0,0,0,1
Denver Broncos,Jerry Jeudy,3,54,18.0,0,37,7
Denver Broncos,Greg Dulcich,2,44,22.0,1,39,3
Denver Broncos,KJ Hamler,2,44,22.0,0,47,3
Denver Broncos,Eric Tomlinson,1,16,16.0,0,16,1
Denver Broncos,Courtland Sutton,2,14,7.0,0,9,3
Denver Broncos,Kendall Hinton,1,8,8.0,0,8,1
Denver Broncos,Andrew Beck,1,7,7.0,0,7,1
Denver Broncos,Mike Boone,1,3,3.0,0,3,4
Denver Broncos,Montrell Washington,1,0,0.0,0,0,1
Denver Broncos,Latavius Murray,1,-2,-2.0,0,-2,1
Los Angeles Chargers,Joshua Palmer,9,57,6.3,0,14,12
Los Angeles Chargers,Donald Parham Jr.,3,53,17.7,0,24,3
Los Angeles Chargers,Austin Ekeler,10,47,4.7,0,9,16
Los Angeles Chargers,Gerald Everett,5,29,5.8,0,9,7
Los Angeles Chargers,Mike Williams,2,17,8.5,0,9,6
Los Angeles Chargers,DeAndre Carter,3,17,5.7,0,7,5
Los Angeles Chargers,Sony Michel,3,14,4.7,0,6,3
Los Angeles Chargers,Michael Bandy,1,4,4.0,0,4,2
Los Angeles Chargers,Zander Horvath,1,0,0.0,0,0,1
