team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
New England Patriots,Kendrick Bourne,4,42,10.5,0,19,4
New England Patriots,Nelson Agholor,5,40,8.0,1,19,5
New England Patriots,Jakobi Meyers,4,39,9.8,0,18,6
New England Patriots,Hunter Henry,2,25,12.5,0,15,3
New England Patriots,Jonnu Smith,1,17,17.0,0,17,2
New England Patriots,Brandon Bolden,2,15,7.5,0,9,2
New England Patriots,N'Keal Harry,2,14,7.0,0,9,2
New England Patriots,Damien Harris,1,9,9.0,0,9,1
New England Patriots,Rhamondre Stevenson,1,6,6.0,0,6,1
Atlanta Falcons,Russell Gage,5,49,9.8,0,19,8
Atlanta Falcons,Kyle Pitts,3,29,9.7,0,16,5
Atlanta Falcons,Olamide Zaccheaus,3,23,7.7,0,9,5
Atlanta Falcons,Tajae Sharpe,2,21,10.5,0,17,4
Atlanta Falcons,Mike Davis,3,20,6.7,0,10,4
Atlanta Falcons,Keith Smith,1,11,11.0,0,11,1
Atlanta Falcons,Parker Hesse,1,5,5.0,0,5,1
Atlanta Falcons,Qadree Ollison,2,0,0.0,0,0,3
Indianapolis Colts,Jack Doyle,3,30,10.0,0,18,5
Indianapolis Colts,T.Y. Hilton,2,26,13.0,0,18,2
Indianapolis Colts,Michael Pittman Jr.,2,23,11.5,0,18,5
Indianapolis Colts,Jonathan Taylor,3,19,6.3,1,23,3
Indianapolis Colts,Kylen Granson,1,8,8.0,0,8,2
Indianapolis Colts,Zach Pascal,0,0,0.0,0,0,1
Indianapolis Colts,Mo Alie-Cox,0,0,0.0,0,0,1
Indianapolis Colts,Dezmon Patmon,0,0,0.0,0,0,1
Buffalo Bills,Dawson Knox,6,80,13.3,0,31,10
Buffalo Bills,Gabe Davis,2,27,13.5,0,20,4
Buffalo Bills,Emmanuel Sanders,3,26,8.7,0,10,5
Buffalo Bills,Devin Singletary,3,26,8.7,0,14,4
Buffalo Bills,Stefon Diggs,4,23,5.8,2,9,6
Buffalo Bills,Cole Beasley,4,23,5.8,0,7,5
Buffalo Bills,Matt Breida,1,16,16.0,0,16,2
Buffalo Bills,Reggie Gilliam,1,7,7.0,0,7,1
Buffalo Bills,Tommy Sweeney,0,0,0.0,0,0,1
Buffalo Bills,Zack Moss,0,0,0.0,0,0,1
Baltimore Ravens,Mark Andrews,8,73,9.1,0,16,10
Baltimore Ravens,Sammy Watkins,3,48,16.0,0,29,4
Baltimore Ravens,Devin Duvernay,4,37,9.3,0,21,6
Baltimore Ravens,Devonta Freeman,6,31,5.2,0,9,6
Baltimore Ravens,Rashod Bateman,3,29,9.7,0,15,6
Baltimore Ravens,Latavius Murray,2,1,0.5,0,3,2
Baltimore Ravens,Nick Boyle,0,0,0.0,0,0,1
Baltimore Ravens,Patrick Ricard,0,0,0.0,0,0,1
Chicago Bears,Darnell Mooney,5,121,24.2,1,60,16
Chicago Bears,Marquise Goodwin,4,104,26.0,1,49,8
Chicago Bears,Jimmy Graham,2,25,12.5,0,23,3
Chicago Bears,Cole Kmet,1,12,12.0,0,12,2
Chicago Bears,David Montgomery,1,9,9.0,0,9,1
Chicago Bears,Jakeem Grant Sr.,1,6,6.0,0,6,1
Chicago Bears,Damiere Byrd,1,3,3.0,0,3,2
Detroit Lions,T.J. Hockenson,6,51,8.5,0,24,8
Detroit Lions,Amon-Ra St. Brown,4,18,4.5,0,10,4
Detroit Lions,Brock Wright,1,12,12.0,0,12,1
Detroit Lions,Kalif Raymond,0,0,0.0,0,0,1
Detroit Lions,Josh Reynolds,0,0,0.0,0,0,3
Detroit Lions,Jason Cabinda,0,0,0.0,0,0,1
Detroit Lions,D'Andre Swift,3,0,0.0,0,2,4
Detroit Lions,Godwin Igwebuike,1,-4,-4.0,0,-4,1
Cleveland Browns,Austin Hooper,4,53,13.3,0,20,7
Cleveland Browns,Ja'Marcus Bradley,2,46,23.0,0,37,2
