team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Dallas Cowboys,Dak Prescott,42/58,403,6.9,3,1,1-12,76.0,101.4
Tampa Bay Buccaneers,Tom Brady,32/50,379,7.6,4,2,0-0,78.4,97.0
Philadelphia Eagles,Jalen Hurts,27/35,264,7.5,3,0,1-3,70.1,126.4
Atlanta Falcons,Matt Ryan,21/35,164,4.7,0,0,3-28,21.7,71.6
Pittsburgh Steelers,Ben Roethlisberger,18/32,188,5.9,1,0,2-11,46.9,83.9
Buffalo Bills,Josh Allen,30/51,270,5.3,1,0,3-16,47.8,79.7
Minnesota Vikings,Kirk Cousins,36/49,351,7.2,2,0,3-26,56.9,106.8
Minnesota Vikings,Justin Jefferson,1/1,11,11.0,0,0,0-0,98.4,112.5
Cincinnati Bengals,Joe Burrow,20/27,261,9.7,2,0,5-44,69.7,128.8
San Francisco 49ers,Jimmy Garoppolo,17/25,314,12.6,1,0,1-8,75.6,124.2
San Francisco 49ers,Trey Lance,1/1,5,5.0,1,0,0-0,8.3,127.1
Detroit Lions,Jared Goff,38/57,338,5.9,3,1,3-24,32.1,92.6
Arizona Cardinals,Kyler Murray,21/32,289,9.0,4,1,2-9,88.3,121.0
Tennessee Titans,Ryan Tannehill,21/35,212,6.1,1,1,6-56,23.4,74.9
Tennessee Titans,Matthias Farley,1/1,6,6.0,0,0,0-0,--,91.7
Seattle Seahawks,Russell Wilson,18/23,254,11.0,4,0,3-13,86.7,152.3
Indianapolis Colts,Carson Wentz,25/38,251,6.6,2,0,3-28,30.6,102.0
Los Angeles Chargers,Justin Herbert,31/47,337,7.2,1,1,2-3,52.7,85.2
Washington,Taylor Heinicke,11/15,122,8.1,1,0,0-0,67.5,119.3
Washington,Ryan Fitzpatrick,3/6,13,2.2,0,0,1-2,3.0,56.2
New York Jets,Zach Wilson,20/37,258,7.0,2,1,6-51,33.3,82.9
Carolina Panthers,Sam Darnold,24/35,279,8.0,1,0,1-9,45.8,102.0
Jacksonville Jaguars,Trevor Lawrence,28/51,332,6.5,3,3,1-13,20.2,70.1
Houston Texans,Tyrod Taylor,21/33,291,8.8,2,0,1-2,73.6,112.1
Cleveland Browns,Baker Mayfield,21/28,321,11.5,0,1,2-17,66.6,97.5
Kansas City Chiefs,Patrick Mahomes,27/36,337,9.4,3,0,2-13,92.9,131.4
Miami Dolphins,Tua Tagovailoa,16/27,202,7.5,1,1,2-17,51.0,79.6
New England Patriots,Mac Jones,29/39,281,7.2,1,0,1-13,82.0,102.6
Green Bay Packers,Aaron Rodgers,15/28,133,4.8,0,2,1-11,18.8,36.8
Green Bay Packers,Jordan Love,5/7,68,9.7,0,0,1-4,42.8,102.1
New Orleans Saints,Jameis Winston,14/20,148,7.4,5,0,0-0,93.5,130.8
New Orleans Saints,Taysom Hill,1/1,3,3.0,0,0,0-0,2.4,79.2
Denver Broncos,Teddy Bridgewater,28/36,264,7.3,2,0,2-9,96.3,115.7
New York Giants,Daniel Jones,22/37,267,7.2,1,0,2-13,54.2,90.7
Chicago Bears,Andy Dalton,27/38,206,5.4,0,1,3-28,47.2,72.9
Chicago Bears,Justin Fields,2/2,10,5.0,0,0,0-0,85.7,87.5
Los Angeles Rams,Matthew Stafford,20/26,321,12.3,3,0,1-9,92.5,156.1
Baltimore Ravens,Lamar Jackson,19/30,235,7.8,1,0,3-18,57.4,98.6
Las Vegas Raiders,Derek Carr,34/56,435,7.8,2,1,3-26,56.6,89.5
