team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Atlanta Falcons,Marcus Mariota,3,43,14.3,0,26
Atlanta Falcons,Caleb Huntley,5,32,6.4,0,15
Atlanta Falcons,Avery Williams,4,25,6.3,0,12
Atlanta Falcons,Tyler Allgeier,8,20,2.5,0,6
Atlanta Falcons,Cordarrelle Patterson,5,18,3.6,0,9
Carolina Panthers,D'Onta Foreman,31,130,4.2,1,23
Carolina Panthers,Laviska Shenault Jr.,2,42,21.0,1,41
Carolina Panthers,Raheem Blackshear,6,32,5.3,0,12
Carolina Panthers,PJ Walker,3,14,4.7,0,8
Carolina Panthers,Chuba Hubbard,5,14,2.8,0,5
Seattle Seahawks,Geno Smith,4,22,5.5,0,9
Seattle Seahawks,Kenneth Walker III,10,17,1.7,0,5
Tampa Bay Buccaneers,Rachaad White,22,105,4.8,0,29
Tampa Bay Buccaneers,Leonard Fournette,14,57,4.1,1,10
Tampa Bay Buccaneers,Ke'Shawn Vaughn,2,2,1.0,0,2
Tampa Bay Buccaneers,Tom Brady,6,-3,-0.5,0,0
Minnesota Vikings,Dalvin Cook,14,119,8.5,1,81
Minnesota Vikings,Kirk Cousins,6,12,2.0,0,15
Minnesota Vikings,Alexander Mattison,3,11,3.7,0,9
Minnesota Vikings,C.J. Ham,1,3,3.0,1,3
Minnesota Vikings,K.J. Osborn,1,2,2.0,0,2
Buffalo Bills,Josh Allen,6,84,14.0,0,25
Buffalo Bills,Devin Singletary,13,47,3.6,2,21
Buffalo Bills,James Cook,5,22,4.4,0,8
Buffalo Bills,Isaiah McKenzie,1,18,18.0,0,18
Buffalo Bills,Duke Johnson,2,4,2.0,0,4
Detroit Lions,Jamaal Williams,16,59,3.7,1,13
Detroit Lions,Jared Goff,4,14,3.5,0,10
Detroit Lions,Justin Jackson,4,14,3.5,0,9
Detroit Lions,D'Andre Swift,6,6,1.0,1,9
Detroit Lions,Amon-Ra St. Brown,1,2,2.0,0,2
Chicago Bears,Justin Fields,13,147,11.3,2,67
Chicago Bears,Khalil Herbert,10,57,5.7,0,12
Chicago Bears,David Montgomery,9,37,4.1,0,9
Chicago Bears,Equanimeous St. Brown,2,9,4.5,0,10
Chicago Bears,Dante Pettis,1,8,8.0,0,8
Denver Broncos,Melvin Gordon III,7,24,3.4,0,11
Denver Broncos,Latavius Murray,9,24,2.7,0,10
Denver Broncos,Chase Edmonds,2,9,4.5,0,10
Denver Broncos,Russell Wilson,7,8,1.1,0,9
Tennessee Titans,Derrick Henry,19,53,2.8,0,10
Tennessee Titans,Ryan Tannehill,2,12,6.0,0,11
Tennessee Titans,Dontrell Hilliard,1,2,2.0,0,2
Tennessee Titans,Malik Willis,1,-4,-4.0,0,-4
Jacksonville Jaguars,Travis Etienne Jr.,11,45,4.1,0,10
Jacksonville Jaguars,Trevor Lawrence,4,26,6.5,0,18
Jacksonville Jaguars,JaMycal Hasty,1,4,4.0,0,4
Kansas City Chiefs,Isiah Pacheco,16,82,5.1,0,13
Kansas City Chiefs,Patrick Mahomes,7,39,5.6,0,19
Kansas City Chiefs,Kadarius Toney,2,33,16.5,0,32
Kansas City Chiefs,Jerick McKinnon,1,2,2.0,0,2
Kansas City Chiefs,Michael Burton,1,-1,-1.0,0,-1
Cleveland Browns,Nick Chubb,11,63,5.7,1,33
Cleveland Browns,Jacoby Brissett,7,40,5.7,0,14
Cleveland Browns,Kareem Hunt,6,9,1.5,0,7
Miami Dolphins,Jeff Wilson Jr.,17,119,7.0,1,20
Miami Dolphins,Raheem Mostert,8,65,8.1,1,24
Miami Dolphins,Salvon Ahmed,3,11,3.7,0,7
Miami Dolphins,Durham Smythe,1,0,0.0,0,0
Miami Dolphins,Skylar Thompson,3,0,0.0,0,0
Miami Dolphins,Tua Tagovailoa,1,0,0.0,0,0
Houston Texans,Dameon Pierce,17,94,5.5,0,44
Houston Texans,Brandin Cooks,1,5,5.0,0,5
Houston Texans,Rex Burkhead,1,2,2.0,0,2
New York Giants,Saquon Barkley,35,152,4.3,1,27
New York Giants,Daniel Jones,5,24,4.8,0,11
New York Giants,Matt Breida,6,20,3.3,0,9
New York Giants,Wan'Dale Robinson,1,-5,-5.0,0,-5
New Orleans Saints,Alvin Kamara,8,26,3.3,0,14
New Orleans Saints,Jordan Howard,1,1,1.0,0,1
New Orleans Saints,Andy Dalton,3,1,0.3,0,1
New Orleans Saints,Taysom Hill,3,1,0.3,0,1
Pittsburgh Steelers,Najee Harris,20,99,5.0,0,36
Pittsburgh Steelers,Kenny Pickett,8,51,6.4,1,23
Pittsburgh Steelers,Jaylen Warren,9,37,4.1,0,21
Pittsburgh Steelers,George Pickens,2,23,11.5,1,22
Pittsburgh Steelers,Derek Watt,2,5,2.5,0,3
Pittsburgh Steelers,Steven Sims,2,2,1.0,0,3
Indianapolis Colts,Jonathan Taylor,22,147,6.7,1,66
Indianapolis Colts,Matt Ryan,4,38,9.5,1,39
Indianapolis Colts,Jordan Wilkins,3,18,6.0,0,9
Indianapolis Colts,Zack Moss,1,4,4.0,0,4
Las Vegas Raiders,Josh Jacobs,21,78,3.7,1,22
Las Vegas Raiders,Mack Hollins,1,0,0.0,0,0
Las Vegas Raiders,Zamir White,2,-1,-0.5,0,1
Dallas Cowboys,Tony Pollard,22,115,5.2,1,14
Dallas Cowboys,Malik Davis,5,38,7.6,0,17
Dallas Cowboys,Dak Prescott,4,6,1.5,0,2
Green Bay Packers,Aaron Jones,24,138,5.8,1,30
Green Bay Packers,AJ Dillon,13,65,5.0,0,17
Green Bay Packers,Aaron Rodgers,2,4,2.0,0,7
Arizona Cardinals,James Conner,21,69,3.3,2,9
Arizona Cardinals,Keaontay Ingram,1,5,5.0,0,5
Arizona Cardinals,Colt McCoy,4,4,1.0,0,3
Los Angeles Rams,Cam Akers,6,22,3.7,0,10
Los Angeles Rams,Darrell Henderson Jr.,6,21,3.5,1,6
Los Angeles Rams,Kyren Williams,1,9,9.0,0,9
Los Angeles Rams,Brandon Powell,1,7,7.0,0,7
Los Angeles Rams,Bryce Perkins,3,4,1.3,0,8
Los Angeles Rams,John Wolford,3,3,1.0,0,4
Los Angeles Chargers,Austin Ekeler,6,24,4.0,0,12
Los Angeles Chargers,Justin Herbert,5,22,4.4,0,11
Los Angeles Chargers,Isaiah Spiller,4,3,0.8,0,4
Los Angeles Chargers,Sony Michel,1,2,2.0,0,2
San Francisco 49ers,Elijah Mitchell,18,89,4.9,0,12
San Francisco 49ers,Christian McCaffrey,14,38,2.7,1,12
San Francisco 49ers,Deebo Samuel,4,27,6.8,0,15
San Francisco 49ers,Jimmy Garoppolo,5,3,0.6,1,2
Washington Commanders,Brian Robinson Jr.,26,86,3.3,1,11
Washington Commanders,Antonio Gibson,14,44,3.1,1,7
Washington Commanders,Curtis Samuel,4,12,3.0,0,6
Washington Commanders,Taylor Heinicke,5,10,2.0,0,7
Philadelphia Eagles,Miles Sanders,12,54,4.5,0,8
Philadelphia Eagles,Jalen Hurts,6,28,4.7,1,12
Philadelphia Eagles,Kenneth Gainwell,1,7,7.0,0,7
Philadelphia Eagles,Boston Scott,1,5,5.0,0,5
