team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Houston Texans,Jordan Akins,3,72,24.0,0,46,3
Houston Texans,Chris Moore,3,70,23.3,0,25,6
Houston Texans,Nico Collins,5,49,9.8,1,13,10
Houston Texans,Brandin Cooks,4,37,9.3,0,25,7
Houston Texans,Rex Burkhead,2,28,14.0,0,15,2
Houston Texans,Dameon Pierce,2,28,14.0,0,16,3
Houston Texans,Phillip Dorsett,2,22,11.0,0,18,4
Houston Texans,Dare Ogunbowale,1,13,13.0,0,13,1
Houston Texans,O.J. Howard,0,0,0.0,0,0,1
New York Giants,Darius Slayton,3,95,31.7,1,54,4
New York Giants,Isaiah Hodgins,2,41,20.5,0,26,2
New York Giants,Tanner Hudson,3,24,8.0,0,16,3
New York Giants,Wan'Dale Robinson,2,20,10.0,0,11,2
New York Giants,Lawrence Cager,2,9,4.5,1,9,2
New York Giants,Saquon Barkley,1,8,8.0,0,8,1
New York Giants,Kenny Golladay,0,0,0.0,0,0,2
New York Giants,Chris Myarick,0,0,0.0,0,0,1
New Orleans Saints,Juwan Johnson,5,44,8.8,1,15,7
New Orleans Saints,Chris Olave,3,40,13.3,0,14,5
New Orleans Saints,Jarvis Landry,3,37,12.3,0,17,6
New Orleans Saints,Adam Trautman,2,22,11.0,0,18,3
New Orleans Saints,Alvin Kamara,3,19,6.3,0,10,4
New Orleans Saints,Rashid Shaheed,1,12,12.0,0,12,1
New Orleans Saints,Kevin White,0,0,0.0,0,0,2
Pittsburgh Steelers,Diontae Johnson,4,63,15.8,0,36,5
Pittsburgh Steelers,Jaylen Warren,3,40,13.3,0,26,3
Pittsburgh Steelers,Pat Freiermuth,4,36,9.0,0,12,7
Pittsburgh Steelers,George Pickens,3,32,10.7,0,14,4
Pittsburgh Steelers,Steven Sims,1,15,15.0,0,15,2
Pittsburgh Steelers,Connor Heyward,2,9,4.5,0,8,2
Pittsburgh Steelers,Gunner Olszewski,1,4,4.0,0,4,1
Pittsburgh Steelers,Zach Gentry,0,0,0.0,0,0,1
Pittsburgh Steelers,Najee Harris,0,0,0.0,0,0,1
Indianapolis Colts,Parris Campbell,7,76,10.9,1,35,9
Indianapolis Colts,Kylen Granson,4,57,14.3,0,32,4
Indianapolis Colts,Michael Pittman Jr.,7,53,7.6,0,18,9
Indianapolis Colts,Keke Coutee,1,20,20.0,0,20,1
Indianapolis Colts,Jonathan Taylor,2,16,8.0,0,12,2
Indianapolis Colts,Alec Pierce,0,0,0.0,0,0,2
Las Vegas Raiders,Davante Adams,9,126,14.0,1,48,14
Las Vegas Raiders,Foster Moreau,3,43,14.3,1,21,4
Las Vegas Raiders,Ameer Abdullah,4,33,8.3,0,14,4
Las Vegas Raiders,Josh Jacobs,6,28,4.7,0,9,8
Las Vegas Raiders,Mack Hollins,2,18,9.0,0,12,6
Las Vegas Raiders,Keelan Cole Sr.,0,0,0.0,0,0,2
Dallas Cowboys,CeeDee Lamb,11,150,13.6,2,35,15
Dallas Cowboys,Dalton Schultz,6,54,9.0,1,16,8
Dallas Cowboys,Michael Gallup,4,35,8.8,0,23,7
Dallas Cowboys,Tony Pollard,3,13,4.3,0,9,6
Dallas Cowboys,KaVontae Turpin,1,9,9.0,0,9,1
Dallas Cowboys,Noah Brown,1,3,3.0,0,3,4
Dallas Cowboys,Sean McKeon,1,1,1.0,0,1,2
Dallas Cowboys,Peyton Hendershot,0,0,0.0,0,0,1
Green Bay Packers,Christian Watson,4,107,26.8,3,58,8
Green Bay Packers,Sammy Watkins,3,47,15.7,0,23,3
Green Bay Packers,Allen Lazard,3,45,15.0,0,36,4
Green Bay Packers,Aaron Jones,2,18,9.0,0,11,2
Green Bay Packers,Robert Tonyan,1,8,8.0,0,8,1
Green Bay Packers,Marcedes Lewis,1,-1,-1.0,0,-1,1
Arizona Cardinals,DeAndre Hopkins,10,98,9.8,0,25,14
Arizona Cardinals,Rondale Moore,9,94,10.4,0,26,13
Arizona Cardinals,James Conner,3,17,5.7,0,8,3
Arizona Cardinals,Zach Ertz,1,12,12.0,0,12,1
Arizona Cardinals,A.J. Green,2,10,5.0,1,6,2
Arizona Cardinals,Trey McBride,1,7,7.0,0,7,1
Arizona Cardinals,Stephen Anderson,0,0,0.0,0,0,1
Los Angeles Rams,Tyler Higbee,8,73,9.1,0,25,8
Los Angeles Rams,Allen Robinson II,4,44,11.0,0,14,6
Los Angeles Rams,Kyren Williams,3,30,10.0,0,14,3
Los Angeles Rams,Van Jefferson,3,27,9.0,1,19,3
Los Angeles Rams,Ben Skowronek,2,14,7.0,0,8,7
Los Angeles Rams,Brycen Hopkins,1,11,11.0,0,11,2
Los Angeles Rams,Darrell Henderson Jr.,1,11,11.0,0,11,1
Los Angeles Rams,Brandon Powell,0,0,0.0,0,0,1
Los Angeles Rams,Cam Akers,0,0,0.0,0,0,1
Los Angeles Rams,Cooper Kupp,3,-1,-0.3,0,2,5
Los Angeles Chargers,DeAndre Carter,4,64,16.0,1,33,4
Los Angeles Chargers,Joshua Palmer,3,44,14.7,0,25,8
Los Angeles Chargers,Austin Ekeler,7,39,5.6,0,14,12
Los Angeles Chargers,Gerald Everett,2,23,11.5,0,17,2
Los Angeles Chargers,Tre' McKitty,3,21,7.0,0,9,6
Los Angeles Chargers,Richard Rodgers,1,4,4.0,0,4,1
Los Angeles Chargers,Zander Horvath,1,1,1.0,0,1,1
Los Angeles Chargers,Michael Bandy,0,0,0.0,0,0,1
San Francisco 49ers,Brandon Aiyuk,6,84,14.0,0,24,7
San Francisco 49ers,Jauan Jennings,4,40,10.0,0,12,4
San Francisco 49ers,Christian McCaffrey,4,39,9.8,0,21,6
San Francisco 49ers,Ray-Ray McCloud III,1,33,33.0,0,33,1
San Francisco 49ers,Deebo Samuel,2,24,12.0,0,16,6
San Francisco 49ers,George Kittle,1,21,21.0,0,21,2
San Francisco 49ers,Elijah Mitchell,1,-1,-1.0,0,-1,2
Washington Commanders,Terry McLaurin,8,128,16.0,0,41,11
Washington Commanders,Curtis Samuel,2,28,14.0,0,23,4
Washington Commanders,Dyami Brown,1,15,15.0,0,15,1
Washington Commanders,Jahan Dotson,1,14,14.0,0,14,1
Washington Commanders,Antonio Gibson,3,14,4.7,0,12,3
Washington Commanders,Logan Thomas,2,12,6.0,0,9,4
Washington Commanders,Cam Sims,0,0,0.0,0,0,1
Philadelphia Eagles,Quez Watkins,4,80,20.0,0,50,4
Philadelphia Eagles,DeVonta Smith,6,39,6.5,1,15,8
Philadelphia Eagles,Dallas Goedert,3,23,7.7,1,15,3
Philadelphia Eagles,Jack Stoll,1,11,11.0,0,11,1
Philadelphia Eagles,Zach Pascal,1,10,10.0,0,10,2
Philadelphia Eagles,A.J. Brown,1,7,7.0,0,7,4
Philadelphia Eagles,Kenneth Gainwell,1,5,5.0,0,5,2
Philadelphia Eagles,Miles Sanders,0,0,0.0,0,0,1
