team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Atlanta Falcons,Marcus Mariota,19/30,186,6.2,2,1,5-33,57.0,89.0
Carolina Panthers,PJ Walker,10/16,108,6.8,0,0,1-7,22.5,82.3
Seattle Seahawks,Geno Smith,23/33,275,8.3,2,0,3-31,55.8,115.1
Tampa Bay Buccaneers,Tom Brady,22/29,258,8.9,2,1,0-0,88.0,111.0
Tampa Bay Buccaneers,Leonard Fournette,0/1,0,0.0,0,1,0-0,0.0,0.0
Minnesota Vikings,Kirk Cousins,30/50,357,7.1,1,2,4-23,37.4,71.8
Buffalo Bills,Josh Allen,29/43,330,7.7,1,2,2-19,71.4,78.6
Detroit Lions,Jared Goff,19/26,236,9.1,1,0,2-8,79.2,113.6
Chicago Bears,Justin Fields,12/20,167,8.4,2,1,3-17,76.2,99.4
Denver Broncos,Russell Wilson,21/42,286,6.8,1,1,6-38,20.8,70.1
Tennessee Titans,Ryan Tannehill,19/36,255,7.1,2,0,1-11,79.5,94.1
Jacksonville Jaguars,Trevor Lawrence,29/40,259,6.5,2,0,5-19,63.6,106.1
Kansas City Chiefs,Patrick Mahomes,26/35,331,9.5,4,1,0-0,93.4,129.6
Cleveland Browns,Jacoby Brissett,22/35,212,6.1,1,0,3-27,62.0,89.2
Miami Dolphins,Tua Tagovailoa,25/32,285,8.9,3,0,0-0,95.1,135.0
Miami Dolphins,Skylar Thompson,1/1,17,17.0,0,0,0-0,91.2,118.8
Miami Dolphins,Cedrick Wilson Jr.,0/0,0,0.0,0,0,1-6,0.2,0.0
Houston Texans,Davis Mills,22/37,319,8.6,1,1,4-33,32.5,85.3
New York Giants,Daniel Jones,13/17,197,11.6,2,0,3-21,84.7,153.3
New Orleans Saints,Andy Dalton,17/27,174,6.4,1,2,2-17,27.8,62.9
New Orleans Saints,Taysom Hill,0/1,0,0.0,0,0,0-0,2.5,39.6
Pittsburgh Steelers,Kenny Pickett,18/30,199,6.6,0,0,6-37,53.1,79.7
Indianapolis Colts,Matt Ryan,21/28,222,7.9,1,0,1-14,66.2,109.5
Las Vegas Raiders,Derek Carr,24/38,248,6.5,2,0,2-16,53.2,99.5
Dallas Cowboys,Dak Prescott,27/46,265,5.8,3,2,2-3,42.8,78.6
Green Bay Packers,Aaron Rodgers,14/20,224,11.2,3,0,2-16,83.2,146.7
Arizona Cardinals,Colt McCoy,26/37,238,6.4,1,0,2-18,69.1,96.5
Los Angeles Rams,John Wolford,24/36,212,5.9,1,1,3-19,22.5,79.9
Los Angeles Rams,Bryce Perkins,1/1,-3,-3.0,0,0,0-0,2.6,79.2
Los Angeles Chargers,Justin Herbert,21/35,196,5.6,1,1,2-8,41.6,73.0
Los Angeles Chargers,Chase Daniel,0/2,0,0.0,0,0,1-1,27.4,39.6
San Francisco 49ers,Jimmy Garoppolo,19/28,240,8.6,0,0,1-10,60.2,94.3
Washington Commanders,Taylor Heinicke,17/29,211,7.3,0,1,3-33,60.0,66.9
Philadelphia Eagles,Jalen Hurts,17/26,175,6.7,2,1,1-5,77.1,94.2
