team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Denver Broncos,Javonte Williams,10,52,5.2,0,18
Denver Broncos,Russell Wilson,4,31,7.8,0,12
Denver Broncos,Jaleel McLaughlin,7,30,4.3,0,9
Denver Broncos,Michael Burton,2,2,1.0,0,3
Kansas City Chiefs,Isiah Pacheco,16,62,3.9,0,15
Kansas City Chiefs,Patrick Mahomes,6,31,5.2,0,15
Kansas City Chiefs,Clyde Edwards-Helaire,2,7,3.5,0,7
Kansas City Chiefs,Noah Gray,1,1,1.0,0,1
Kansas City Chiefs,Kadarius Toney,2,-5,-2.5,0,-2
Baltimore Ravens,Lamar Jackson,13,62,4.8,0,12
Baltimore Ravens,Gus Edwards,16,41,2.6,0,8
Baltimore Ravens,Justice Hill,8,35,4.4,0,10
Baltimore Ravens,Zay Flowers,1,1,1.0,0,1
Baltimore Ravens,Mark Andrews,1,0,0.0,0,0
Tennessee Titans,Derrick Henry,12,97,8.1,1,63
Tennessee Titans,Malik Willis,3,17,5.7,0,11
Tennessee Titans,Tyjae Spears,4,15,3.8,0,12
Washington Commanders,Brian Robinson Jr.,10,31,3.1,0,9
Washington Commanders,Chris Rodriguez Jr.,4,23,5.8,0,13
Washington Commanders,Antonio Gibson,3,15,5.0,0,9
Washington Commanders,Sam Howell,4,3,0.8,0,4
Washington Commanders,Curtis Samuel,1,0,0.0,0,0
Atlanta Falcons,Tyler Allgeier,13,51,3.9,0,11
Atlanta Falcons,Bijan Robinson,13,37,2.8,0,9
Atlanta Falcons,Desmond Ridder,2,18,9.0,0,13
Atlanta Falcons,Cordarrelle Patterson,1,0,0.0,0,0
Minnesota Vikings,Alexander Mattison,18,44,2.4,0,8
Minnesota Vikings,Cam Akers,1,8,8.0,0,8
Minnesota Vikings,Brandon Powell,1,-1,-1.0,0,-1
Minnesota Vikings,Kirk Cousins,2,-5,-2.5,0,1
Chicago Bears,D'Onta Foreman,15,65,4.3,0,10
Chicago Bears,Justin Fields,8,46,5.8,0,13
Chicago Bears,Darrynton Evans,9,32,3.6,0,12
Chicago Bears,Velus Jones Jr.,2,15,7.5,0,17
Chicago Bears,Tyson Bagent,2,4,2.0,1,3
Seattle Seahawks,Kenneth Walker III,19,62,3.3,1,21
Seattle Seahawks,Geno Smith,4,20,5.0,0,11
Seattle Seahawks,Zach Charbonnet,2,5,2.5,0,3
Cincinnati Bengals,Joe Mixon,12,38,3.2,0,5
Cincinnati Bengals,Chase Brown,1,4,4.0,0,4
Cincinnati Bengals,Joe Burrow,2,4,2.0,0,5
San Francisco 49ers,Christian McCaffrey,11,43,3.9,0,27
San Francisco 49ers,Jordan Mason,5,27,5.4,1,10
San Francisco 49ers,Ray-Ray McCloud III,2,23,11.5,0,15
San Francisco 49ers,Deebo Samuel,2,11,5.5,0,8
San Francisco 49ers,Brock Purdy,3,7,2.3,0,5
San Francisco 49ers,Elijah Mitchell,2,-3,-1.5,0,0
Cleveland Browns,Jerome Ford,17,84,4.9,0,22
Cleveland Browns,Kareem Hunt,12,47,3.9,1,16
Cleveland Browns,Marquise Goodwin,1,20,20.0,0,20
Cleveland Browns,Elijah Moore,1,8,8.0,0,8
Cleveland Browns,PJ Walker,3,1,0.3,0,1
Carolina Panthers,Chuba Hubbard,19,88,4.6,1,19
Carolina Panthers,Raheem Blackshear,5,18,3.6,0,9
Carolina Panthers,Laviska Shenault Jr.,1,2,2.0,0,2
Miami Dolphins,Raheem Mostert,17,115,6.8,2,49
Miami Dolphins,Chris Brooks,6,28,4.7,0,28
Miami Dolphins,Salvon Ahmed,6,23,3.8,1,9
Miami Dolphins,Tua Tagovailoa,1,0,0.0,0,0
Miami Dolphins,Mike White,3,-4,-1.3,0,-1
Indianapolis Colts,Zack Moss,7,21,3.0,1,9
Indianapolis Colts,Jonathan Taylor,8,19,2.4,0,5
Indianapolis Colts,Gardner Minshew,2,4,2.0,0,2
Jacksonville Jaguars,Travis Etienne Jr.,18,55,3.1,2,22
Jacksonville Jaguars,D'Ernest Johnson,1,19,19.0,0,19
Jacksonville Jaguars,Trevor Lawrence,3,15,5.0,0,8
Jacksonville Jaguars,Tank Bigsby,3,2,0.7,0,3
Jacksonville Jaguars,C.J. Beathard,3,-2,-0.7,0,0
Jacksonville Jaguars,Calvin Ridley,1,-4,-4.0,0,-4
New Orleans Saints,Alvin Kamara,19,68,3.6,0,13
New Orleans Saints,Rashid Shaheed,2,18,9.0,0,12
New Orleans Saints,Derek Carr,1,2,2.0,0,2
New Orleans Saints,Taysom Hill,1,2,2.0,0,2
New Orleans Saints,Kendre Miller,2,-1,-0.5,0,3
Houston Texans,Devin Singletary,12,58,4.8,0,17
Houston Texans,Dameon Pierce,13,34,2.6,0,8
Houston Texans,Xavier Hutchinson,2,15,7.5,0,12
Houston Texans,Mike Boone,1,11,11.0,0,11
Houston Texans,C.J. Stroud,3,2,0.7,0,2
New England Patriots,Rhamondre Stevenson,10,46,4.6,1,15
New England Patriots,Ezekiel Elliott,7,34,4.9,1,8
New England Patriots,Kendrick Bourne,1,4,4.0,0,4
New England Patriots,Mac Jones,1,-1,-1.0,0,-1
Las Vegas Raiders,Josh Jacobs,25,77,3.1,0,18
Las Vegas Raiders,Tre Tucker,1,4,4.0,0,4
Las Vegas Raiders,Jimmy Garoppolo,2,4,2.0,0,2
Las Vegas Raiders,Zamir White,2,2,1.0,0,1
Las Vegas Raiders,Brian Hoyer,3,-3,-1.0,0,-1
Arizona Cardinals,Joshua Dobbs,7,47,6.7,0,24
Arizona Cardinals,Keaontay Ingram,10,40,4.0,0,12
Arizona Cardinals,Damien Williams,8,36,4.5,0,9
Arizona Cardinals,Emari Demercado,2,11,5.5,0,6
Arizona Cardinals,Rondale Moore,3,-4,-1.3,0,1
Los Angeles Rams,Kyren Williams,20,158,7.9,1,31
Los Angeles Rams,Zach Evans,4,10,2.5,0,3
Los Angeles Rams,Ronnie Rivers,3,9,3.0,0,6
Los Angeles Rams,Matthew Stafford,1,2,2.0,0,2
Philadelphia Eagles,Jalen Hurts,8,47,5.9,1,11
Philadelphia Eagles,D'Andre Swift,10,18,1.8,0,9
Philadelphia Eagles,Kenneth Gainwell,2,13,6.5,0,12
Philadelphia Eagles,Boston Scott,2,2,1.0,0,9
New York Jets,Breece Hall,12,39,3.3,1,9
New York Jets,Xavier Gipson,1,18,18.0,0,18
New York Jets,Zach Wilson,4,15,3.8,0,9
New York Jets,Dalvin Cook,3,12,4.0,0,8
New York Jets,Michael Carter,1,5,5.0,0,5
Detroit Lions,Craig Reynolds,10,15,1.5,0,8
Detroit Lions,David Montgomery,6,14,2.3,0,6
Detroit Lions,Devine Ozigbo,3,5,1.7,0,4
Detroit Lions,Kalif Raymond,1,3,3.0,0,3
Detroit Lions,Jared Goff,2,3,1.5,0,4
Tampa Bay Buccaneers,Rachaad White,7,26,3.7,0,8
Tampa Bay Buccaneers,Ke'Shawn Vaughn,6,9,1.5,0,7
Tampa Bay Buccaneers,Baker Mayfield,2,6,3.0,0,3
Tampa Bay Buccaneers,Deven Thompkins,1,5,5.0,0,5
New York Giants,Saquon Barkley,24,93,3.9,0,34
New York Giants,Tyrod Taylor,5,24,4.8,0,7
New York Giants,Matt Breida,4,13,3.3,0,6
New York Giants,Eric Gray,1,2,2.0,0,2
Buffalo Bills,James Cook,14,71,5.1,0,14
Buffalo Bills,Latavius Murray,12,45,3.8,0,12
Buffalo Bills,Josh Allen,2,11,5.5,0,6
Buffalo Bills,Damien Harris,1,1,1.0,0,1
Dallas Cowboys,Dak Prescott,7,40,5.7,1,18
Dallas Cowboys,Tony Pollard,15,30,2.0,0,7
Dallas Cowboys,Brandin Cooks,1,14,14.0,0,14
Dallas Cowboys,Rico Dowdle,3,12,4.0,0,7
Los Angeles Chargers,Austin Ekeler,14,27,1.9,0,6
Los Angeles Chargers,Justin Herbert,6,20,3.3,0,9
Los Angeles Chargers,Joshua Kelley,1,2,2.0,0,2
Los Angeles Chargers,Gerald Everett,1,2,2.0,0,2
Los Angeles Chargers,Isaiah Spiller,1,2,2.0,0,2
