team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
New York Jets,Breece Hall,13,84,6.5,0,25
New York Jets,Trevor Siemian,4,13,3.3,0,5
New York Jets,Xavier Gipson,1,8,8.0,0,8
New York Jets,Israel Abanikanda,2,3,1.5,0,3
New York Jets,Garrett Wilson,1,-1,-1.0,0,-1
Cleveland Browns,Jerome Ford,12,64,5.3,0,16
Cleveland Browns,Kareem Hunt,10,31,3.1,1,8
Cleveland Browns,Pierre Strong Jr.,4,29,7.3,0,15
Cleveland Browns,Joe Flacco,2,3,1.5,0,3
Detroit Lions,David Montgomery,14,65,4.6,1,22
Detroit Lions,Jahmyr Gibbs,15,43,2.9,0,17
Detroit Lions,Amon-Ra St. Brown,1,11,11.0,0,11
Detroit Lions,Jameson Williams,1,6,6.0,0,6
Dallas Cowboys,Tony Pollard,16,49,3.1,0,18
Dallas Cowboys,CeeDee Lamb,1,5,5.0,0,5
Dallas Cowboys,Dak Prescott,2,5,2.5,0,5
Dallas Cowboys,Deuce Vaughn,2,2,1.0,0,3
New England Patriots,Ezekiel Elliott,14,39,2.8,1,9
New England Patriots,Bailey Zappe,5,37,7.4,1,18
New England Patriots,Kevin Harris,2,15,7.5,0,15
New England Patriots,DeMario Douglas,3,12,4.0,0,6
Buffalo Bills,James Cook,16,48,3.0,0,8
Buffalo Bills,Josh Allen,11,44,4.0,2,19
Buffalo Bills,Ty Johnson,5,22,4.4,0,7
Buffalo Bills,Khalil Shakir,1,10,10.0,0,10
Buffalo Bills,Stefon Diggs,1,5,5.0,0,5
Buffalo Bills,Latavius Murray,1,0,0.0,0,0
Buffalo Bills,Kyle Allen,2,-2,-1.0,0,0
Atlanta Falcons,Bijan Robinson,15,75,5.0,0,21
Atlanta Falcons,Taylor Heinicke,4,46,11.5,1,24
Atlanta Falcons,Tyler Allgeier,5,13,2.6,0,5
Chicago Bears,Khalil Herbert,18,124,6.9,1,38
Chicago Bears,Justin Fields,11,45,4.1,1,13
Chicago Bears,Roschon Johnson,7,21,3.0,1,7
Chicago Bears,Velus Jones Jr.,1,2,2.0,0,2
Las Vegas Raiders,Zamir White,20,71,3.6,0,9
Las Vegas Raiders,Brandon Bolden,2,6,3.0,0,4
Las Vegas Raiders,Ameer Abdullah,1,4,4.0,0,4
Las Vegas Raiders,Aidan O'Connell,2,3,1.5,0,3
Indianapolis Colts,Jonathan Taylor,21,96,4.6,1,15
Indianapolis Colts,Trey Sermon,5,32,6.4,0,27
Indianapolis Colts,Tyler Goodson,1,3,3.0,0,3
Indianapolis Colts,Gardner Minshew,2,3,1.5,0,4
Los Angeles Rams,Kyren Williams,20,87,4.4,3,28
Los Angeles Rams,Puka Nacua,2,19,9.5,0,15
Los Angeles Rams,Matthew Stafford,1,-1,-1.0,0,-1
New York Giants,Tyrod Taylor,6,40,6.7,0,31
New York Giants,Saquon Barkley,12,39,3.3,0,13
New York Giants,Wan'Dale Robinson,1,24,24.0,1,24
New York Giants,Eric Gray,1,2,2.0,0,2
Arizona Cardinals,James Conner,26,128,4.9,1,22
Arizona Cardinals,Michael Carter,7,61,8.7,0,21
Arizona Cardinals,Kyler Murray,5,24,4.8,0,14
Arizona Cardinals,Rondale Moore,2,8,4.0,0,6
Philadelphia Eagles,D'Andre Swift,13,61,4.7,0,16
Philadelphia Eagles,Jalen Hurts,8,25,3.1,0,13
Philadelphia Eagles,Kenneth Gainwell,2,5,2.5,0,3
New Orleans Saints,Jamaal Williams,19,58,3.1,0,17
New Orleans Saints,Alvin Kamara,10,45,4.5,0,13
New Orleans Saints,Adam Prentice,1,7,7.0,0,7
New Orleans Saints,Taysom Hill,2,1,0.5,0,2
New Orleans Saints,Derek Carr,3,-3,-1.0,0,-1
Tampa Bay Buccaneers,Rachaad White,11,42,3.8,0,16
Tampa Bay Buccaneers,Chase Edmonds,3,16,5.3,0,10
Tampa Bay Buccaneers,Baker Mayfield,1,-1,-1.0,0,-1
San Francisco 49ers,Elijah Mitchell,17,80,4.7,1,15
San Francisco 49ers,Christian McCaffrey,14,64,4.6,0,13
San Francisco 49ers,Deebo Samuel,3,35,11.7,0,17
San Francisco 49ers,Brock Purdy,1,4,4.0,0,4
San Francisco 49ers,Jordan Mason,2,3,1.5,0,5
San Francisco 49ers,Sam Darnold,2,-2,-1.0,0,-1
Washington Commanders,Brian Robinson Jr.,9,44,4.9,0,12
Washington Commanders,Antonio Gibson,4,19,4.8,0,16
Washington Commanders,Sam Howell,1,-1,-1.0,0,-1
Carolina Panthers,Chuba Hubbard,11,45,4.1,0,7
Carolina Panthers,Miles Sanders,2,10,5.0,0,7
Carolina Panthers,Bryce Young,1,2,2.0,0,2
Carolina Panthers,Ihmir Smith-Marsette,1,0,0.0,0,0
Jacksonville Jaguars,Travis Etienne Jr.,16,102,6.4,2,62
Jacksonville Jaguars,Tank Bigsby,10,32,3.2,0,12
Jacksonville Jaguars,C.J. Beathard,3,24,8.0,0,19
Jacksonville Jaguars,D'Ernest Johnson,3,0,0.0,0,1
Jacksonville Jaguars,Matt Barkley,3,-3,-1.0,0,-1
Miami Dolphins,De'Von Achane,14,107,7.6,0,45
Miami Dolphins,Jeff Wilson Jr.,3,21,7.0,0,15
Miami Dolphins,Tua Tagovailoa,2,14,7.0,0,9
Miami Dolphins,Chris Brooks,4,12,3.0,0,7
Miami Dolphins,Mike White,1,0,0.0,0,0
Miami Dolphins,Tyreek Hill,1,0,0.0,0,0
Baltimore Ravens,Gus Edwards,16,68,4.3,1,12
Baltimore Ravens,Justice Hill,3,48,16.0,0,41
Baltimore Ravens,Lamar Jackson,6,35,5.8,0,18
Baltimore Ravens,Melvin Gordon III,6,10,1.7,1,7
Baltimore Ravens,Tyler Huntley,1,-1,-1.0,0,-1
Tennessee Titans,Derrick Henry,12,42,3.5,0,16
Tennessee Titans,Jonathan Ward,3,11,3.7,0,8
Tennessee Titans,Tyjae Spears,6,0,0.0,0,5
Houston Texans,Devin Singletary,16,80,5.0,0,24
Houston Texans,Dameon Pierce,8,16,2.0,0,5
Houston Texans,Nico Collins,1,7,7.0,0,7
Houston Texans,C.J. Stroud,1,4,4.0,0,4
Houston Texans,John Metchie III,1,4,4.0,0,4
Houston Texans,Dare Ogunbowale,1,0,0.0,0,0
Pittsburgh Steelers,Najee Harris,27,122,4.5,2,23
Pittsburgh Steelers,Jaylen Warren,13,75,5.8,1,23
Pittsburgh Steelers,Mason Rudolph,6,5,0.8,0,2
Seattle Seahawks,Kenneth Walker III,10,53,5.3,1,13
Seattle Seahawks,Geno Smith,3,33,11.0,0,25
Seattle Seahawks,Zach Charbonnet,2,2,1.0,0,4
Los Angeles Chargers,Austin Ekeler,13,46,3.5,0,6
Los Angeles Chargers,Easton Stick,5,31,6.2,0,9
Los Angeles Chargers,Gerald Everett,1,6,6.0,0,6
Los Angeles Chargers,Derius Davis,1,2,2.0,0,2
Los Angeles Chargers,Joshua Kelley,2,2,1.0,0,1
Los Angeles Chargers,Nick Niemann,1,0,0.0,0,0
Los Angeles Chargers,Isaiah Spiller,1,-1,-1.0,0,-1
Denver Broncos,Jaleel McLaughlin,8,44,5.5,0,11
Denver Broncos,Javonte Williams,15,41,2.7,0,16
Denver Broncos,Samaje Perine,4,10,2.5,0,5
Denver Broncos,Jarrett Stidham,6,6,1.0,0,4
Cincinnati Bengals,Joe Mixon,21,65,3.1,0,14
Cincinnati Bengals,Jake Browning,7,32,4.6,1,8
Cincinnati Bengals,Chase Brown,3,5,1.7,0,3
Cincinnati Bengals,Trayveon Williams,1,2,2.0,0,2
Kansas City Chiefs,Isiah Pacheco,18,130,7.2,0,37
Kansas City Chiefs,Patrick Mahomes,4,2,0.5,0,2
Green Bay Packers,Aaron Jones,20,120,6.0,0,25
Green Bay Packers,Patrick Taylor,8,30,3.8,0,10
Green Bay Packers,AJ Dillon,7,27,3.9,0,11
Green Bay Packers,Jordan Love,2,2,1.0,1,2
Green Bay Packers,Sean Clifford,2,-2,-1.0,0,-1
Minnesota Vikings,Ty Chandler,10,40,4.0,0,9
Minnesota Vikings,Alexander Mattison,3,17,5.7,0,9
Minnesota Vikings,Nick Mullens,1,6,6.0,0,6
Minnesota Vikings,Jaren Hall,2,4,2.0,0,5
