team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Philadelphia Eagles,Miles Sanders,17,93,5.5,1,25
Philadelphia Eagles,Jalen Hurts,9,23,2.6,0,14
Philadelphia Eagles,Kenneth Gainwell,4,22,5.5,1,8
Philadelphia Eagles,Boston Scott,1,5,5.0,0,5
Houston Texans,Dameon Pierce,27,139,5.1,0,36
Houston Texans,Davis Mills,3,18,6.0,0,8
Houston Texans,Rex Burkhead,1,9,9.0,0,9
Houston Texans,Chris Moore,1,2,2.0,0,2
Los Angeles Chargers,Austin Ekeler,14,47,3.4,1,9
Los Angeles Chargers,Isaiah Spiller,7,29,4.1,0,7
Los Angeles Chargers,Sony Michel,1,12,12.0,0,12
Los Angeles Chargers,Justin Herbert,1,3,3.0,0,3
Los Angeles Chargers,Gerald Everett,1,0,0.0,0,0
Atlanta Falcons,Tyler Allgeier,10,99,9.9,0,44
Atlanta Falcons,Cordarrelle Patterson,13,44,3.4,2,7
Atlanta Falcons,Caleb Huntley,7,34,4.9,0,9
Atlanta Falcons,Marcus Mariota,5,24,4.8,0,6
Miami Dolphins,Jeff Wilson Jr.,9,51,5.7,0,28
Miami Dolphins,Raheem Mostert,9,26,2.9,1,14
Miami Dolphins,Tua Tagovailoa,5,0,0.0,0,4
Chicago Bears,Justin Fields,15,178,11.9,1,61
Chicago Bears,David Montgomery,14,36,2.6,0,8
Chicago Bears,Khalil Herbert,7,23,3.3,0,5
Chicago Bears,Cole Kmet,2,9,4.5,0,8
Chicago Bears,Chase Claypool,1,4,4.0,0,4
Chicago Bears,Darnell Mooney,1,2,2.0,0,2
Carolina Panthers,D'Onta Foreman,7,23,3.3,0,6
Carolina Panthers,Spencer Brown,3,16,5.3,0,7
Carolina Panthers,Raheem Blackshear,5,13,2.6,1,5
Carolina Panthers,PJ Walker,1,6,6.0,0,6
Carolina Panthers,Laviska Shenault Jr.,2,6,3.0,0,4
Cincinnati Bengals,Joe Mixon,22,153,7.0,4,29
Cincinnati Bengals,Samaje Perine,6,51,8.5,0,29
Cincinnati Bengals,Trent Taylor,3,18,6.0,0,9
Cincinnati Bengals,Trenton Irwin,1,11,11.0,0,11
Cincinnati Bengals,Joe Burrow,4,9,2.3,1,4
Cincinnati Bengals,Brandon Allen,3,-1,-0.3,0,2
Green Bay Packers,Aaron Rodgers,4,40,10.0,0,18
Green Bay Packers,AJ Dillon,11,34,3.1,0,9
Green Bay Packers,Aaron Jones,9,25,2.8,0,9
Green Bay Packers,Kylin Hill,1,7,7.0,0,7
Detroit Lions,Jamaal Williams,24,81,3.4,0,14
Detroit Lions,Justin Jackson,4,27,6.8,0,11
Detroit Lions,D'Andre Swift,2,10,5.0,0,7
Detroit Lions,Jared Goff,1,-1,-1.0,0,-1
Indianapolis Colts,Sam Ehlinger,5,39,7.8,0,19
Indianapolis Colts,Deon Jackson,11,23,2.1,0,5
Indianapolis Colts,Jordan Wilkins,3,13,4.3,0,5
Indianapolis Colts,Phillip Lindsay,1,2,2.0,0,2
Indianapolis Colts,Parris Campbell,1,1,1.0,0,1
Indianapolis Colts,Kylen Granson,1,0,0.0,0,0
New England Patriots,Rhamondre Stevenson,15,60,4.0,0,16
New England Patriots,J.J. Taylor,10,9,0.9,0,5
New England Patriots,Jakobi Meyers,1,2,2.0,0,2
New England Patriots,Kendrick Bourne,1,1,1.0,0,1
New England Patriots,Mac Jones,1,-2,-2.0,0,-2
Buffalo Bills,Josh Allen,9,86,9.6,2,36
Buffalo Bills,Devin Singletary,8,24,3.0,0,5
Buffalo Bills,James Cook,4,15,3.8,0,6
Buffalo Bills,Isaiah McKenzie,1,9,9.0,0,9
New York Jets,Michael Carter,12,76,6.3,1,25
New York Jets,James Robinson,13,48,3.7,0,16
New York Jets,Zach Wilson,5,24,4.8,0,13
New York Jets,Ty Johnson,2,17,8.5,0,12
New York Jets,Garrett Wilson,1,7,7.0,0,7
New York Jets,Ashtyn Davis,1,2,2.0,0,2
Minnesota Vikings,Dalvin Cook,17,47,2.8,0,9
Minnesota Vikings,Justin Jefferson,1,10,10.0,0,10
Minnesota Vikings,Alexander Mattison,2,1,0.5,0,2
Minnesota Vikings,Kirk Cousins,2,-2,-1.0,0,2
Washington Commanders,Brian Robinson Jr.,13,44,3.4,0,6
Washington Commanders,Antonio Gibson,11,36,3.3,0,9
