team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Las Vegas Raiders,Ameer Abdullah,1,8,8.0,0,8,3
Jacksonville Jaguars,Christian Kirk,8,76,9.5,1,23,9
Jacksonville Jaguars,Marvin Jones Jr.,5,48,9.6,0,15,6
Jacksonville Jaguars,Zay Jones,5,40,8.0,0,22,5
Jacksonville Jaguars,Dan Arnold,1,19,19.0,0,19,1
Jacksonville Jaguars,Travis Etienne Jr.,2,17,8.5,0,9,2
Jacksonville Jaguars,Luke Farrell,1,15,15.0,0,15,1
Jacksonville Jaguars,Evan Engram,1,8,8.0,0,8,2
Jacksonville Jaguars,Chris Manhertz,1,7,7.0,0,7,2
Jacksonville Jaguars,JaMycal Hasty,1,5,5.0,0,5,1
Seattle Seahawks,Noah Fant,5,96,19.2,0,51,6
Seattle Seahawks,Tyler Lockett,5,67,13.4,1,30,5
Seattle Seahawks,DK Metcalf,5,37,7.4,1,9,6
Seattle Seahawks,Travis Homer,3,25,8.3,0,22,3
Seattle Seahawks,Will Dissly,3,24,8.0,0,13,4
Seattle Seahawks,Kenneth Walker III,3,20,6.7,0,13,4
Seattle Seahawks,Colby Parkinson,2,6,3.0,0,10,2
Seattle Seahawks,Dee Eskridge,0,0,0.0,0,0,2
Arizona Cardinals,Rondale Moore,8,69,8.6,0,18,10
Arizona Cardinals,Zach Ertz,5,40,8.0,1,14,8
Arizona Cardinals,DeAndre Hopkins,4,36,9.0,1,22,5
Arizona Cardinals,James Conner,5,19,3.8,0,8,5
Arizona Cardinals,Eno Benjamin,1,15,15.0,0,15,1
Arizona Cardinals,Greg Dortch,1,0,0.0,0,0,1
Arizona Cardinals,Robbie Chosen,1,-4,-4.0,0,-4,3
Los Angeles Rams,Cooper Kupp,8,127,15.9,1,69,9
Los Angeles Rams,Allen Robinson II,3,24,8.0,0,15,5
Los Angeles Rams,Malcolm Brown,1,10,10.0,0,10,1
Los Angeles Rams,Brandon Powell,1,4,4.0,0,4,1
Los Angeles Rams,Tyler Higbee,0,0,0.0,0,0,1
Los Angeles Rams,Brycen Hopkins,0,0,0.0,0,0,1
Los Angeles Rams,Van Jefferson,0,0,0.0,0,0,5
Los Angeles Rams,Ben Skowronek,0,0,0.0,0,0,2
Los Angeles Rams,Darrell Henderson Jr.,0,0,0.0,0,0,1
Tampa Bay Buccaneers,Cade Otton,5,68,13.6,1,28,6
Tampa Bay Buccaneers,Scott Miller,7,53,7.6,0,14,8
Tampa Bay Buccaneers,Leonard Fournette,5,41,8.2,0,15,7
Tampa Bay Buccaneers,Mike Evans,5,40,8.0,0,13,11
Tampa Bay Buccaneers,Chris Godwin,7,36,5.1,0,9,10
Tampa Bay Buccaneers,Julio Jones,2,28,14.0,0,19,5
Tampa Bay Buccaneers,Rachaad White,3,7,2.3,0,6,3
Tampa Bay Buccaneers,Ko Kieft,1,6,6.0,0,6,2
Tampa Bay Buccaneers,Breshad Perriman,1,1,1.0,0,1,2
Tampa Bay Buccaneers,Ke'Shawn Vaughn,0,0,0.0,0,0,1
Tennessee Titans,Chigoziem Okonkwo,1,48,48.0,0,48,3
Tennessee Titans,Austin Hooper,2,34,17.0,0,18,3
Tennessee Titans,Hassan Haskins,1,2,2.0,0,2,1
Tennessee Titans,Robert Woods,0,0,0.0,0,0,2
Tennessee Titans,Chris Conley,0,0,0.0,0,0,1
Tennessee Titans,Cody Hollister,0,0,0.0,0,0,1
Tennessee Titans,Nick Westbrook-Ikhine,0,0,0.0,0,0,1
Tennessee Titans,Dontrell Hilliard,1,-4,-4.0,0,-4,1
Kansas City Chiefs,Travis Kelce,10,106,10.6,0,23,17
Kansas City Chiefs,JuJu Smith-Schuster,10,88,8.8,0,17,12
Kansas City Chiefs,Mecole Hardman,6,79,13.2,1,33,9
Kansas City Chiefs,Noah Gray,3,45,15.0,0,27,3
Kansas City Chiefs,Jerick McKinnon,6,40,6.7,0,16,8
Kansas City Chiefs,Justin Watson,2,37,18.5,0,31,5
Kansas City Chiefs,Clyde Edwards-Helaire,1,14,14.0,0,14,2
Kansas City Chiefs,Marquez Valdes-Scantling,1,12,12.0,0,12,1
Kansas City Chiefs,Kadarius Toney,2,12,6.0,0,10,2
Kansas City Chiefs,Michael Burton,1,9,9.0,0,9,1
Kansas City Chiefs,Isiah Pacheco,1,4,4.0,0,4,1
Kansas City Chiefs,Skyy Moore,0,0,0.0,0,0,1
Baltimore Ravens,Isaiah Likely,1,24,24.0,1,24,5
Baltimore Ravens,James Proche II,2,22,11.0,0,12,2
Baltimore Ravens,Josh Oliver,1,19,19.0,0,19,3
Baltimore Ravens,DeSean Jackson,1,16,16.0,0,16,2
Baltimore Ravens,Kenyan Drake,2,16,8.0,0,11,2
Baltimore Ravens,Demarcus Robinson,1,12,12.0,0,12,4
Baltimore Ravens,Justice Hill,1,8,8.0,0,8,1
Baltimore Ravens,Mike Davis,1,7,7.0,0,7,1
Baltimore Ravens,Devin Duvernay,1,5,5.0,0,5,1
Baltimore Ravens,Patrick Ricard,1,4,4.0,0,4,1
New Orleans Saints,Chris Olave,6,71,11.8,0,16,9
New Orleans Saints,Juwan Johnson,2,42,21.0,1,41,2
New Orleans Saints,Alvin Kamara,3,32,10.7,0,19,4
New Orleans Saints,Tre'Quan Smith,3,29,9.7,0,13,4
New Orleans Saints,Marquez Callaway,3,24,8.0,0,12,5
New Orleans Saints,Kevin White,1,10,10.0,0,10,1
New Orleans Saints,Adam Trautman,1,8,8.0,0,8,1
New Orleans Saints,Dwayne Washington,1,7,7.0,0,7,1
New Orleans Saints,Taysom Hill,0,0,0.0,0,0,1
