team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Detroit Lions,Kalif Raymond,1,13,13.0,0,13
Detroit Lions,Amon-Ra St. Brown,1,12,12.0,0,12
Detroit Lions,Craig Reynolds,3,2,0.7,0,6
Detroit Lions,Tim Boyle,1,-1,-1.0,0,-1
Chicago Bears,David Montgomery,20,72,3.6,0,11
Chicago Bears,Khalil Herbert,4,11,2.8,0,4
Chicago Bears,Andy Dalton,1,7,7.0,0,7
Minnesota Vikings,Dalvin Cook,14,79,5.6,0,29
Minnesota Vikings,Alexander Mattison,5,18,3.6,0,9
Minnesota Vikings,Kene Nwangwu,1,4,4.0,0,4
Minnesota Vikings,Justin Jefferson,1,4,4.0,0,4
Minnesota Vikings,Kirk Cousins,1,-1,-1.0,0,-1
Washington,Antonio Gibson,21,146,7.0,1,27
Washington,Jonathan Williams,7,45,6.4,0,23
Washington,Jaret Patterson,6,21,3.5,0,7
Washington,DeAndre Carter,1,11,11.0,0,11
Washington,Taylor Heinicke,2,3,1.5,0,3
New York Giants,Jake Fromm,5,53,10.6,0,27
New York Giants,Saquon Barkley,11,30,2.7,0,6
New York Giants,Devontae Booker,8,14,1.8,0,6
New York Giants,Alex Bachman,1,-3,-3.0,0,-3
Indianapolis Colts,Jonathan Taylor,15,77,5.1,0,23
Indianapolis Colts,Carson Wentz,3,17,5.7,0,10
Jacksonville Jaguars,Ryquell Armstead,9,52,5.8,0,26
Jacksonville Jaguars,Dare Ogunbowale,11,30,2.7,0,12
Jacksonville Jaguars,Trevor Lawrence,10,17,1.7,0,8
Jacksonville Jaguars,Mekhi Sargent,1,2,2.0,0,2
Pittsburgh Steelers,Chase Claypool,3,33,11.0,0,17
Pittsburgh Steelers,Najee Harris,11,28,2.5,0,15
Pittsburgh Steelers,Benny Snell Jr.,12,22,1.8,0,9
Pittsburgh Steelers,Kalen Ballage,1,0,0.0,0,0
Pittsburgh Steelers,Ben Roethlisberger,3,-4,-1.3,0,-1
Baltimore Ravens,Latavius Murray,16,150,9.4,1,46
Baltimore Ravens,Tyler Huntley,12,72,6.0,0,21
Baltimore Ravens,Devonta Freeman,5,21,4.2,0,22
Baltimore Ravens,Ty'Son Williams,1,4,4.0,0,4
Baltimore Ravens,Devin Duvernay,1,2,2.0,0,2
Baltimore Ravens,Mark Andrews,1,0,0.0,0,0
Tennessee Titans,D'Onta Foreman,21,69,3.3,0,16
Tennessee Titans,Dontrell Hilliard,9,57,6.3,0,16
Tennessee Titans,Ryan Tannehill,2,-2,-1.0,0,-1
Houston Texans,David Johnson,5,28,5.6,0,15
Houston Texans,Rex Burkhead,12,24,2.0,0,6
Houston Texans,Davis Mills,4,12,3.0,0,11
New Orleans Saints,Alvin Kamara,30,146,4.9,0,27
New Orleans Saints,Tony Jones Jr.,7,22,3.1,0,6
New Orleans Saints,Taysom Hill,5,18,3.6,0,5
New Orleans Saints,Deonte Harty,1,9,9.0,0,9
New Orleans Saints,Adam Prentice,1,1,1.0,0,1
New Orleans Saints,Trevor Siemian,2,-1,-0.5,0,0
Atlanta Falcons,Mike Davis,6,30,5.0,0,9
Atlanta Falcons,Qadree Ollison,1,19,19.0,1,19
Atlanta Falcons,Cordarrelle Patterson,4,11,2.8,0,4
Atlanta Falcons,Matt Ryan,1,2,2.0,0,2
New York Jets,Zach Wilson,2,24,12.0,0,20
New York Jets,Michael Carter,9,19,2.1,0,10
New York Jets,Tevin Coleman,5,6,1.2,0,5
New York Jets,Ty Johnson,1,-1,-1.0,0,-1
Buffalo Bills,Devin Singletary,19,88,4.6,1,40
Buffalo Bills,Josh Allen,5,63,12.6,0,32
Buffalo Bills,Isaiah McKenzie,1,10,10.0,0,10
Buffalo Bills,Zack Moss,5,8,1.6,0,5
Buffalo Bills,Dawson Knox,0,4,0.0,0,4
Buffalo Bills,Mitch Trubisky,3,-3,-1.0,0,-1
San Francisco 49ers,Elijah Mitchell,21,85,4.0,0,13
San Francisco 49ers,Deebo Samuel,8,45,5.6,1,16
San Francisco 49ers,JaMycal Hasty,1,4,4.0,0,4
San Francisco 49ers,Jimmy Garoppolo,1,1,1.0,0,1
Los Angeles Rams,Sony Michel,21,43,2.0,0,14
Los Angeles Rams,Cooper Kupp,1,18,18.0,0,18
Los Angeles Rams,Cam Akers,5,3,0.6,0,2
New England Patriots,Brandon Bolden,7,46,6.6,1,19
New England Patriots,Damien Harris,11,37,3.4,1,7
New England Patriots,Rhamondre Stevenson,4,34,8.5,0,12
New England Patriots,Kendrick Bourne,1,8,8.0,0,8
New England Patriots,Jonnu Smith,1,5,5.0,0,5
New England Patriots,Mac Jones,3,4,1.3,0,2
Miami Dolphins,Duke Johnson,25,117,4.7,1,27
Miami Dolphins,Phillip Lindsay,11,40,3.6,0,7
Miami Dolphins,Tua Tagovailoa,5,38,7.6,0,23
Miami Dolphins,Michael Palardy,1,1,1.0,0,1
Miami Dolphins,Myles Gaskin,1,-1,-1.0,0,-1
Seattle Seahawks,Rashaad Penny,23,190,8.3,1,62
Seattle Seahawks,Russell Wilson,4,5,1.3,1,4
Seattle Seahawks,Travis Homer,1,4,4.0,0,4
Seattle Seahawks,Tyler Lockett,1,2,2.0,0,2
Seattle Seahawks,DeeJay Dallas,1,1,1.0,0,1
Arizona Cardinals,James Conner,15,52,3.5,1,19
Arizona Cardinals,Kyler Murray,5,35,7.0,0,11
Arizona Cardinals,Eno Benjamin,7,31,4.4,0,10
Arizona Cardinals,Andy Lee,1,0,0.0,0,0
Carolina Panthers,Chuba Hubbard,9,48,5.3,0,19
Carolina Panthers,Ameer Abdullah,7,26,3.7,0,10
Carolina Panthers,Sam Darnold,8,19,2.4,0,6
Carolina Panthers,DJ Moore,1,13,13.0,0,13
Carolina Panthers,Tommy Tremble,1,4,4.0,0,4
Tampa Bay Buccaneers,Scott Miller,2,43,21.5,1,33
Tampa Bay Buccaneers,Ke'Shawn Vaughn,10,29,2.9,1,9
Tampa Bay Buccaneers,Le'Veon Bell,3,14,4.7,0,7
Tampa Bay Buccaneers,Kenjon Barner,4,0,0.0,0,1
Tampa Bay Buccaneers,Blaine Gabbert,1,-1,-1.0,0,-1
Los Angeles Chargers,Austin Ekeler,16,64,4.0,1,14
Los Angeles Chargers,Justin Jackson,3,20,6.7,0,11
Los Angeles Chargers,Justin Herbert,2,1,0.5,0,2
Las Vegas Raiders,Josh Jacobs,26,132,5.1,1,28
Las Vegas Raiders,Jalen Richard,2,24,12.0,0,23
Las Vegas Raiders,Marcus Mariota,4,23,5.8,0,15
Las Vegas Raiders,Derek Carr,1,-1,-1.0,0,-1
Las Vegas Raiders,Hunter Renfrow,1,-4,-4.0,0,-4
