team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Los Angeles Rams,Van Jefferson,2,31,15.5,0,24,3
Los Angeles Rams,Odell Beckham Jr.,2,18,9.0,0,13,5
Los Angeles Rams,Cam Akers,3,10,3.3,0,6,3
Los Angeles Rams,Sony Michel,1,6,6.0,0,6,4
Los Angeles Rams,Ben Skowronek,0,0,0.0,0,0,2
New England Patriots,Hunter Henry,5,86,17.2,0,35,6
New England Patriots,Jakobi Meyers,4,70,17.5,0,39,8
New England Patriots,Damien Harris,4,36,9.0,0,13,4
New England Patriots,Kendrick Bourne,3,24,8.0,0,17,4
New England Patriots,Nelson Agholor,1,23,23.0,0,23,3
New England Patriots,Brandon Bolden,2,20,10.0,1,18,2
New England Patriots,Rhamondre Stevenson,1,2,2.0,0,2,2
New England Patriots,N'Keal Harry,0,0,0.0,0,0,1
Miami Dolphins,Durham Smythe,2,32,16.0,0,17,2
Miami Dolphins,Jaylen Waddle,5,27,5.4,1,9,7
Miami Dolphins,Mike Gesicki,2,22,11.0,0,13,3
Miami Dolphins,DeVante Parker,2,12,6.0,0,9,4
Miami Dolphins,Myles Gaskin,3,11,3.7,0,7,3
Miami Dolphins,Duke Johnson,1,5,5.0,0,5,1
Miami Dolphins,Mack Hollins,0,0,0.0,0,0,1
Seattle Seahawks,Tyler Lockett,5,98,19.6,2,43,5
Seattle Seahawks,DK Metcalf,5,58,11.6,0,31,11
Seattle Seahawks,Freddie Swain,1,25,25.0,1,25,1
Seattle Seahawks,Travis Homer,1,23,23.0,0,23,3
Seattle Seahawks,Gerald Everett,1,20,20.0,0,20,3
Seattle Seahawks,Colby Parkinson,2,14,7.0,0,12,3
Arizona Cardinals,Zach Ertz,7,84,12.0,0,19,10
Arizona Cardinals,Christian Kirk,2,43,21.5,0,35,3
Arizona Cardinals,James Conner,6,41,6.8,1,20,6
Arizona Cardinals,Eno Benjamin,4,25,6.3,0,10,4
Arizona Cardinals,A.J. Green,4,23,5.8,0,9,9
Arizona Cardinals,Antoine Wesley,2,17,8.5,0,9,4
Arizona Cardinals,Greg Dortch,2,5,2.5,0,4,2
Arizona Cardinals,Jonathan Ward,1,2,2.0,0,2,1
Carolina Panthers,DJ Moore,7,87,12.4,0,20,10
Carolina Panthers,Ameer Abdullah,9,56,6.2,0,18,11
Carolina Panthers,Robbie Chosen,7,50,7.1,1,19,9
Carolina Panthers,C.J. Saunders,2,11,5.5,0,8,2
Carolina Panthers,Chuba Hubbard,2,8,4.0,1,6,2
Carolina Panthers,Tommy Tremble,2,7,3.5,0,6,5
Carolina Panthers,Keith Kirkwood,0,0,0.0,0,0,1
Carolina Panthers,Brandon Zylstra,0,0,0.0,0,0,2
Tampa Bay Buccaneers,Rob Gronkowski,7,137,19.6,0,42,10
Tampa Bay Buccaneers,Mike Evans,6,89,14.8,2,37,7
Tampa Bay Buccaneers,Breshad Perriman,5,44,8.8,0,24,6
Tampa Bay Buccaneers,Tyler Johnson,5,22,4.4,0,7,7
Tampa Bay Buccaneers,Cameron Brate,2,12,6.0,0,7,3
Tampa Bay Buccaneers,Ke'Shawn Vaughn,2,12,6.0,0,7,2
Tampa Bay Buccaneers,Scott Miller,1,9,9.0,0,9,1
Tampa Bay Buccaneers,Le'Veon Bell,1,1,1.0,1,1,1
Tampa Bay Buccaneers,Jaelon Darden,0,0,0.0,0,0,1
Los Angeles Chargers,Mike Williams,9,119,13.2,1,47,17
Los Angeles Chargers,Jared Cook,4,80,20.0,0,42,7
Los Angeles Chargers,Keenan Allen,6,52,8.7,0,14,8
Los Angeles Chargers,Jalen Guyton,6,52,8.7,0,17,9
Los Angeles Chargers,Joshua Palmer,4,45,11.3,1,23,9
Los Angeles Chargers,Austin Ekeler,5,35,7.0,1,14,12
Los Angeles Chargers,Justin Jackson,0,0,0.0,0,0,1
Los Angeles Chargers,Tre' McKitty,0,0,0.0,0,0,1
Las Vegas Raiders,Bryan Edwards,4,63,15.8,0,30,5
Las Vegas Raiders,Foster Moreau,2,50,25.0,0,44,2
Las Vegas Raiders,Zay Jones,5,27,5.4,0,11,8
Las Vegas Raiders,Darren Waller,2,22,11.0,0,18,9
Las Vegas Raiders,Hunter Renfrow,4,13,3.3,2,12,5
Las Vegas Raiders,Josh Jacobs,2,12,6.0,0,8,2
Las Vegas Raiders,Jalen Richard,2,3,1.5,0,8,2
