team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Cleveland Browns,Jordan Akins,1,11,11.0,0,11,3
Cleveland Browns,Cedric Tillman,1,3,3.0,0,3,1
Cleveland Browns,Marquise Goodwin,0,0,0.0,0,0,2
Cleveland Browns,Kareem Hunt,0,0,0.0,0,0,1
Cleveland Browns,Pierre Strong Jr.,1,-7,-7.0,0,-7,1
Los Angeles Rams,Cooper Kupp,2,48,24.0,0,34,7
Los Angeles Rams,Puka Nacua,3,32,10.7,0,18,7
Los Angeles Rams,Darrell Henderson Jr.,2,16,8.0,0,8,2
Los Angeles Rams,Demarcus Robinson,1,15,15.0,0,15,1
Los Angeles Rams,Tutu Atwell,4,13,3.3,0,5,7
Los Angeles Rams,Austin Trammell,1,6,6.0,0,6,1
Los Angeles Rams,Tyler Higbee,0,0,0.0,0,0,1
Los Angeles Rams,Royce Freeman,0,0,0.0,0,0,1
Green Bay Packers,Luke Musgrave,3,51,17.0,1,25,4
Green Bay Packers,Dontayvion Wicks,4,49,12.3,0,18,4
Green Bay Packers,Christian Watson,1,37,37.0,0,37,2
Green Bay Packers,Romeo Doubs,3,36,12.0,0,17,3
Green Bay Packers,Aaron Jones,4,26,6.5,0,13,6
Green Bay Packers,Jayden Reed,3,19,6.3,0,11,3
Green Bay Packers,Josiah Deguara,1,7,7.0,0,7,1
Green Bay Packers,AJ Dillon,1,3,3.0,0,3,1
Green Bay Packers,Malik Heath,0,0,0.0,0,0,1
Washington Commanders,Terry McLaurin,5,73,14.6,0,36,8
Washington Commanders,Jahan Dotson,4,69,17.3,1,33,8
Washington Commanders,Byron Pringle,3,55,18.3,0,26,4
Washington Commanders,Antonio Gibson,5,42,8.4,0,12,5
Washington Commanders,Dyami Brown,2,33,16.5,0,19,4
Washington Commanders,Logan Thomas,4,31,7.8,0,11,5
Washington Commanders,Jamison Crowder,4,23,5.8,0,7,6
Washington Commanders,Brian Robinson Jr.,1,4,4.0,0,4,2
Washington Commanders,John Bates,1,-5,-5.0,0,-5,2
New England Patriots,Demario Douglas,5,55,11.0,0,18,7
New England Patriots,JuJu Smith-Schuster,6,51,8.5,0,20,7
New England Patriots,Rhamondre Stevenson,4,42,10.5,0,15,6
New England Patriots,Hunter Henry,4,39,9.8,1,14,6
New England Patriots,Ezekiel Elliott,3,15,5.0,0,6,5
New England Patriots,Jalen Reagor,1,11,11.0,0,11,6
New England Patriots,Tyquan Thornton,1,7,7.0,0,7,4
New England Patriots,Mike Gesicki,0,0,0.0,0,0,2
Chicago Bears,Darnell Mooney,5,82,16.4,0,38,6
Chicago Bears,Cole Kmet,6,55,9.2,2,18,8
Chicago Bears,DJ Moore,3,44,14.7,0,18,5
Chicago Bears,Darrynton Evans,2,19,9.5,0,17,2
Chicago Bears,Robert Tonyan,1,11,11.0,0,11,1
Chicago Bears,Roschon Johnson,1,9,9.0,0,9,1
Chicago Bears,Velus Jones Jr.,0,0,0.0,0,0,1
Chicago Bears,Tyler Scott,0,0,0.0,0,0,2
New Orleans Saints,Chris Olave,6,46,7.7,1,14,8
New Orleans Saints,Alvin Kamara,4,44,11.0,0,17,5
New Orleans Saints,Kendre Miller,1,31,31.0,0,31,1
New Orleans Saints,Juwan Johnson,5,29,5.8,1,14,5
New Orleans Saints,Foster Moreau,1,23,23.0,0,23,1
New Orleans Saints,Rashid Shaheed,3,22,7.3,0,12,3
New Orleans Saints,Taysom Hill,4,13,3.3,1,6,5
New Orleans Saints,Jamaal Williams,2,6,3.0,0,4,3
New Orleans Saints,Michael Thomas,0,0,0.0,0,0,1
Seattle Seahawks,Jaxon Smith-Njigba,6,63,10.5,0,35,7
Seattle Seahawks,DK Metcalf,1,50,50.0,0,50,4
Seattle Seahawks,Tyler Lockett,3,32,10.7,0,18,8
Seattle Seahawks,Colby Parkinson,1,6,6.0,0,6,1
Seattle Seahawks,Zach Charbonnet,1,5,5.0,0,5,1
Seattle Seahawks,Kenneth Walker III,1,1,1.0,0,1,2
Seattle Seahawks,Will Dissly,0,0,0.0,0,0,1
Seattle Seahawks,Noah Fant,0,0,0.0,0,0,1
Baltimore Ravens,Mark Andrews,9,80,8.9,0,16,10
Baltimore Ravens,Odell Beckham Jr.,5,56,11.2,1,15,7
Baltimore Ravens,Isaiah Likely,4,42,10.5,0,17,4
Baltimore Ravens,Rashod Bateman,3,28,9.3,0,15,5
Baltimore Ravens,Zay Flowers,1,11,11.0,0,11,1
Baltimore Ravens,Devin Duvernay,2,10,5.0,0,7,2
Baltimore Ravens,Nelson Agholor,1,2,2.0,0,2,1
Baltimore Ravens,Justice Hill,0,0,0.0,0,0,1
Baltimore Ravens,Keaton Mitchell,1,-4,-4.0,0,-4,1
Tampa Bay Buccaneers,Mike Evans,4,87,21.8,0,53,5
Tampa Bay Buccaneers,Cade Otton,6,70,11.7,2,24,9
Tampa Bay Buccaneers,Trey Palmer,3,51,17.0,0,21,4
Tampa Bay Buccaneers,Rachaad White,4,46,11.5,0,33,4
Tampa Bay Buccaneers,Chris Godwin,2,16,8.0,0,15,6
Tampa Bay Buccaneers,Chase Edmonds,1,-1,-1.0,0,-1,1
Tampa Bay Buccaneers,Ke'Shawn Vaughn,1,-1,-1.0,0,-1,1
Houston Texans,Noah Brown,6,153,25.5,1,75,6
Houston Texans,Dalton Schultz,10,130,13.0,1,26,11
Houston Texans,Tank Dell,6,114,19.0,2,29,11
Houston Texans,Nico Collins,3,54,18.0,1,23,5
Houston Texans,John Metchie III,1,14,14.0,0,14,1
Houston Texans,Andrew Beck,2,5,2.5,0,6,2
Houston Texans,Devin Singletary,2,0,0.0,0,3,2
Indianapolis Colts,Michael Pittman Jr.,8,64,8.0,0,16,8
Indianapolis Colts,Jonathan Taylor,5,22,4.4,1,10,5
Indianapolis Colts,Drew Ogletree,1,19,19.0,0,19,3
Indianapolis Colts,Isaiah McKenzie,2,12,6.0,0,11,3
Indianapolis Colts,Josh Downs,1,10,10.0,0,10,1
Indianapolis Colts,Kylen Granson,0,0,0.0,0,0,2
Indianapolis Colts,Alec Pierce,0,0,0.0,0,0,2
Carolina Panthers,Hayden Hurst,2,54,27.0,0,48,4
Carolina Panthers,Adam Thielen,5,29,5.8,0,7,6
Carolina Panthers,Stephen Sullivan,4,28,7.0,0,9,5
Carolina Panthers,Miles Sanders,3,22,7.3,0,11,5
Carolina Panthers,Tommy Tremble,2,12,6.0,0,11,2
Carolina Panthers,DJ Chark Jr.,2,9,4.5,1,5,3
Carolina Panthers,Chuba Hubbard,4,9,2.3,0,4,6
Carolina Panthers,Raheem Blackshear,1,5,5.0,0,5,1
Carolina Panthers,Jonathan Mingo,1,5,5.0,0,5,4
Carolina Panthers,Terrace Marshall Jr.,0,0,0.0,0,0,1
New York Giants,Darius Slayton,4,59,14.8,0,34,7
New York Giants,Daniel Bellinger,3,43,14.3,0,23,3
New York Giants,Wan'Dale Robinson,4,35,8.8,1,12,5
New York Giants,Saquon Barkley,3,23,7.7,0,12,4
New York Giants,Jalin Hyatt,2,19,9.5,0,13,5
New York Giants,Parris Campbell,2,15,7.5,0,10,2
New York Giants,Matt Breida,1,6,6.0,0,6,2
New York Giants,Isaiah Hodgins,0,0,0.0,0,0,1
Las Vegas Raiders,Tre Tucker,2,52,26.0,0,50,3
Las Vegas Raiders,Jakobi Meyers,2,38,19.0,0,24,5
Las Vegas Raiders,Davante Adams,4,34,8.5,0,12,7
Las Vegas Raiders,Hunter Renfrow,2,32,16.0,0,19,3
Las Vegas Raiders,Ameer Abdullah,2,17,8.5,0,11,2
Las Vegas Raiders,DeAndre Carter,1,15,15.0,0,15,1
Las Vegas Raiders,Michael Mayer,2,11,5.5,0,7,2
Las Vegas Raiders,Austin Hooper,1,10,10.0,0,10,1
Dallas Cowboys,CeeDee Lamb,11,191,17.4,0,29,16
Dallas Cowboys,Jake Ferguson,7,91,13.0,1,40,10
Dallas Cowboys,Jalen Tolbert,3,49,16.3,1,32,5
Dallas Cowboys,Michael Gallup,2,19,9.5,0,11,3
Dallas Cowboys,Tony Pollard,3,12,4.0,0,8,5
Dallas Cowboys,Brandin Cooks,1,7,7.0,0,7,2
Dallas Cowboys,KaVontae Turpin,1,5,5.0,1,5,1
Dallas Cowboys,Luke Schoonmaker,1,0,0.0,0,0,1
Dallas Cowboys,Hunter Luepke,0,0,0.0,0,0,1
Philadelphia Eagles,A.J. Brown,7,66,9.4,1,20,9
Philadelphia Eagles,DeVonta Smith,3,51,17.0,1,29,3
Philadelphia Eagles,Dallas Goedert,3,50,16.7,0,28,4
Philadelphia Eagles,D'Andre Swift,2,31,15.5,0,20,2
Philadelphia Eagles,Olamide Zaccheaus,1,8,8.0,0,8,2
Philadelphia Eagles,Kenneth Gainwell,1,1,1.0,0,1,1
Buffalo Bills,Stefon Diggs,6,86,14.3,1,34,7
Buffalo Bills,Dalton Kincaid,10,81,8.1,0,13,11
Buffalo Bills,Khalil Shakir,4,57,14.3,0,23,4
Buffalo Bills,James Cook,4,19,4.8,0,8,4
Buffalo Bills,Trent Sherfield,1,9,9.0,0,9,2
Buffalo Bills,Latavius Murray,1,6,6.0,0,6,1
Buffalo Bills,Gabe Davis,0,0,0.0,0,0,2
Buffalo Bills,Deonte Harty,0,0,0.0,0,0,1
Cincinnati Bengals,Tee Higgins,8,110,13.8,0,21,9
Cincinnati Bengals,Tyler Boyd,3,56,18.7,0,32,5
Cincinnati Bengals,Tanner Hudson,4,45,11.3,0,17,5
Cincinnati Bengals,Ja'Marr Chase,4,41,10.3,0,32,8
Cincinnati Bengals,Joe Mixon,5,31,6.2,0,15,6
Cincinnati Bengals,Drew Sample,3,30,10.0,1,22,4
Cincinnati Bengals,Irv Smith Jr.,3,26,8.7,1,11,4
Cincinnati Bengals,Andrei Iosivas,1,9,9.0,0,9,1
Los Angeles Chargers,Keenan Allen,8,77,9.6,0,23,9
Los Angeles Chargers,Austin Ekeler,2,23,11.5,0,17,7
Los Angeles Chargers,Gerald Everett,2,18,9.0,0,17,2
Los Angeles Chargers,Quentin Johnston,2,14,7.0,0,10,3
Los Angeles Chargers,Joshua Kelley,1,4,4.0,0,4,1
Los Angeles Chargers,Donald Parham Jr.,0,0,0.0,0,0,2
Los Angeles Chargers,Jalen Guyton,0,0,0.0,0,0,2
Los Angeles Chargers,Stone Smartt,0,0,0.0,0,0,1
Los Angeles Chargers,Derius Davis,1,0,0.0,0,0,1
New York Jets,Garrett Wilson,7,80,11.4,0,31,13
New York Jets,Tyler Conklin,6,66,11.0,0,33,6
New York Jets,Xavier Gipson,2,32,16.0,0,19,2
New York Jets,Michael Carter,6,24,4.0,0,7,6
New York Jets,Allen Lazard,2,18,9.0,0,12,6
New York Jets,C.J. Uzomah,2,11,5.5,0,8,5
New York Jets,Breece Hall,4,10,2.5,0,5,4
New York Jets,Nick Bawden,1,7,7.0,0,7,1
New York Jets,Jeremy Ruckert,1,7,7.0,0,7,1
New York Jets,Malik Taylor,1,7,7.0,0,7,2
New York Jets,Dalvin Cook,1,1,1.0,0,1,2
