team,player,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,sacks-sackYardsLost,adjQBR,QBRating
Green Bay Packers,Jordan Love,22/32,268,8.4,3,0,0-0,89.4,125.5
Detroit Lions,Jared Goff,29/44,332,7.5,2,0,3-8,13.9,103.6
Washington Commanders,Sam Howell,28/44,300,6.8,0,1,4-32,51.8,74.1
Dallas Cowboys,Dak Prescott,22/32,331,10.3,4,0,0-0,86.3,142.1
San Francisco 49ers,Brock Purdy,21/30,209,7.0,1,1,1-1,58.0,86.7
San Francisco 49ers,Deebo Samuel,0/1,0,0.0,0,0,0-0,4.8,39.6
Seattle Seahawks,Geno Smith,18/27,180,6.7,0,1,6-48,13.9,70.0
Miami Dolphins,Tua Tagovailoa,21/30,243,8.1,1,2,2-15,43.3,77.5
New York Jets,Tim Boyle,27/38,179,4.7,1,2,7-49,4.0,67.8
New Orleans Saints,Derek Carr,24/38,304,8.0,0,1,1-8,26.2,77.1
Atlanta Falcons,Desmond Ridder,13/21,168,8.0,1,2,0-0,37.9,63.3
Pittsburgh Steelers,Kenny Pickett,24/33,278,8.4,0,0,2-10,67.5,97.8
Cincinnati Bengals,Jake Browning,19/26,227,8.7,1,1,4-30,21.1,96.2
Carolina Panthers,Bryce Young,18/31,194,6.3,0,0,4-32,51.5,76.5
Tennessee Titans,Will Levis,18/28,185,6.6,0,0,1-1,40.0,83.2
Tampa Bay Buccaneers,Baker Mayfield,20/30,199,6.6,2,1,6-26,29.1,93.6
Tampa Bay Buccaneers,Kyle Trask,0/1,0,0.0,0,0,0-0,1.2,39.6
Indianapolis Colts,Gardner Minshew,24/41,251,6.1,0,1,2-12,45.8,66.2
New England Patriots,Mac Jones,12/21,89,4.2,0,2,1-0,6.6,27.8
New England Patriots,Bailey Zappe,9/14,54,3.9,0,1,1-7,19.2,42.0
New York Giants,Tommy DeVito,17/25,191,7.6,1,0,6-29,8.5,103.9
Jacksonville Jaguars,Trevor Lawrence,23/38,364,9.6,1,1,0-0,71.3,90.2
Houston Texans,C.J. Stroud,26/36,304,8.4,2,0,4-43,76.6,116.0
Cleveland Browns,Dorian Thompson-Robinson,14/29,134,4.6,1,0,0-0,38.6,73.1
Cleveland Browns,PJ Walker,6/13,56,4.3,0,0,4-28,1.2,58.5
Denver Broncos,Russell Wilson,13/22,134,6.1,1,0,1-9,89.4,91.9
Los Angeles Rams,Matthew Stafford,25/33,229,6.9,4,1,0-0,83.3,121.1
Arizona Cardinals,Kyler Murray,27/45,256,5.7,1,0,4-37,37.1,83.2
Kansas City Chiefs,Patrick Mahomes,27/34,298,8.8,2,0,1-7,83.2,122.8
Las Vegas Raiders,Aidan O'Connell,23/33,248,7.5,1,0,1-13,88.5,101.6
Las Vegas Raiders,Jakobi Meyers,0/1,0,0.0,0,0,0-0,0.8,39.6
Buffalo Bills,Josh Allen,29/51,339,6.6,2,1,1-7,82.0,82.1
Philadelphia Eagles,Jalen Hurts,18/31,200,6.5,3,1,2-7,57.1,96.2
Baltimore Ravens,Lamar Jackson,18/32,177,5.5,1,0,2-13,38.1,82.4
Los Angeles Chargers,Justin Herbert,29/44,217,4.9,1,1,3-24,50.9,75.7
Chicago Bears,Justin Fields,27/37,217,5.9,0,0,3-18,40.9,87.3
Minnesota Vikings,Joshua Dobbs,22/32,185,5.8,1,4,2-16,23.3,54.3
