team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Pittsburgh Steelers,Allen Robinson II,1,11,11.0,0,11,1
Pittsburgh Steelers,Connor Heyward,2,11,5.5,0,10,2
Pittsburgh Steelers,Darnell Washington,1,10,10.0,0,10,1
Pittsburgh Steelers,Calvin Austin III,1,5,5.0,0,5,1
Cincinnati Bengals,Ja'Marr Chase,4,81,20.3,0,31,6
Cincinnati Bengals,Joe Mixon,2,44,22.0,0,39,2
Cincinnati Bengals,Trenton Irwin,1,25,25.0,0,25,1
Cincinnati Bengals,Tyler Boyd,3,23,7.7,0,10,5
Cincinnati Bengals,Tanner Hudson,4,18,4.5,0,6,5
Cincinnati Bengals,Andrei Iosivas,1,16,16.0,0,16,2
Cincinnati Bengals,Drew Sample,1,11,11.0,1,11,1
Cincinnati Bengals,Irv Smith Jr.,2,8,4.0,0,6,2
Cincinnati Bengals,Mitchell Wilcox,1,1,1.0,0,1,1
Carolina Panthers,Jonathan Mingo,4,60,15.0,0,24,6
Carolina Panthers,Chuba Hubbard,5,47,9.4,0,25,5
Carolina Panthers,DJ Chark Jr.,3,34,11.3,0,19,4
Carolina Panthers,Ihmir Smith-Marsette,1,14,14.0,0,14,1
Carolina Panthers,Stephen Sullivan,1,13,13.0,0,13,1
Carolina Panthers,Ian Thomas,1,9,9.0,0,9,1
Carolina Panthers,Laviska Shenault Jr.,1,8,8.0,0,8,1
Carolina Panthers,Tommy Tremble,1,7,7.0,0,7,1
Carolina Panthers,Adam Thielen,1,2,2.0,0,2,3
Carolina Panthers,Miles Sanders,0,0,0.0,0,0,1
Tennessee Titans,DeAndre Hopkins,3,49,16.3,0,19,5
Tennessee Titans,Chigoziem Okonkwo,4,45,11.3,0,25,5
Tennessee Titans,Chris Moore,3,41,13.7,0,22,4
Tennessee Titans,Nick Westbrook-Ikhine,4,41,10.3,0,18,5
Tennessee Titans,Josh Whyle,1,11,11.0,0,11,1
Tennessee Titans,Tyjae Spears,1,1,1.0,0,1,3
Tennessee Titans,Derrick Henry,1,0,0.0,0,0,2
Tennessee Titans,Kyle Philips,1,-3,-3.0,0,-3,2
Tampa Bay Buccaneers,Mike Evans,6,70,11.7,2,23,9
Tampa Bay Buccaneers,Chris Godwin,3,45,15.0,0,21,7
Tampa Bay Buccaneers,Cade Otton,4,45,11.3,0,24,4
Tampa Bay Buccaneers,Trey Palmer,4,17,4.3,0,7,5
Tampa Bay Buccaneers,Payne Durham,1,12,12.0,0,12,1
Tampa Bay Buccaneers,Rachaad White,2,10,5.0,0,6,2
Tampa Bay Buccaneers,Chase Edmonds,0,0,0.0,0,0,1
Tampa Bay Buccaneers,David Moore,0,0,0.0,0,0,1
Indianapolis Colts,Michael Pittman Jr.,10,107,10.7,0,24,13
Indianapolis Colts,Josh Downs,5,43,8.6,0,13,13
Indianapolis Colts,Mo Alie-Cox,1,30,30.0,0,30,1
Indianapolis Colts,Will Mallory,2,29,14.5,0,17,3
Indianapolis Colts,Alec Pierce,4,27,6.8,0,9,6
Indianapolis Colts,Zack Moss,2,15,7.5,0,9,3
Indianapolis Colts,Kylen Granson,0,0,0.0,0,0,1
New England Patriots,DeMario Douglas,6,49,8.2,0,14,9
New England Patriots,DeVante Parker,3,42,14.0,0,19,5
New England Patriots,Tyquan Thornton,2,19,9.5,0,15,5
New England Patriots,JuJu Smith-Schuster,2,10,5.0,0,5,4
New England Patriots,Rhamondre Stevenson,5,9,1.8,0,7,5
New England Patriots,Kayshon Boutte,1,8,8.0,0,8,2
New England Patriots,Ezekiel Elliott,2,6,3.0,0,5,2
New England Patriots,Ty Montgomery II,0,0,0.0,0,0,1
New England Patriots,Mike Gesicki,0,0,0.0,0,0,2
New York Giants,Jalin Hyatt,5,109,21.8,0,41,6
New York Giants,Wan'Dale Robinson,4,26,6.5,0,11,5
New York Giants,Darius Slayton,2,16,8.0,0,9,3
New York Giants,Isaiah Hodgins,1,12,12.0,1,12,1
New York Giants,Matt Breida,1,10,10.0,0,10,1
New York Giants,Daniel Bellinger,1,8,8.0,0,8,1
New York Giants,Sterling Shepard,1,6,6.0,0,6,3
New York Giants,Saquon Barkley,1,6,6.0,0,6,3
New York Giants,Parris Campbell,1,-2,-2.0,0,-2,1
Jacksonville Jaguars,Calvin Ridley,5,89,17.8,1,45,6
Jacksonville Jaguars,Christian Kirk,4,89,22.3,0,57,7
Jacksonville Jaguars,Luke Farrell,3,55,18.3,0,42,5
Jacksonville Jaguars,Evan Engram,5,49,9.8,0,21,8
Jacksonville Jaguars,D'Ernest Johnson,1,42,42.0,0,42,2
Jacksonville Jaguars,Travis Etienne Jr.,4,30,7.5,0,12,6
Jacksonville Jaguars,Zay Jones,1,10,10.0,0,10,3
Houston Texans,Nico Collins,7,104,14.9,1,24,9
Houston Texans,Devin Singletary,6,54,9.0,0,33,7
Houston Texans,Tank Dell,5,50,10.0,1,17,8
Houston Texans,Robert Woods,2,40,20.0,0,26,3
Houston Texans,Xavier Hutchinson,1,34,34.0,0,34,1
Houston Texans,Brevin Jordan,1,9,9.0,0,9,2
Houston Texans,John Metchie III,1,6,6.0,0,6,2
Houston Texans,Dameon Pierce,1,4,4.0,0,4,1
Houston Texans,Dalton Schultz,1,2,2.0,0,2,2
Houston Texans,Andrew Beck,1,1,1.0,0,1,1
Cleveland Browns,David Njoku,6,59,9.8,0,17,9
Cleveland Browns,Cedric Tillman,4,55,13.8,0,23,5
Cleveland Browns,Elijah Moore,3,44,14.7,0,26,9
Cleveland Browns,Amari Cooper,2,16,8.0,0,11,6
Cleveland Browns,Jerome Ford,4,14,3.5,0,11,7
Cleveland Browns,Harrison Bryant,1,2,2.0,1,2,1
Cleveland Browns,David Bell,0,0,0.0,0,0,2
Denver Broncos,Courtland Sutton,3,61,20.3,0,31,6
Denver Broncos,Marvin Mims Jr.,2,24,12.0,0,16,3
Denver Broncos,Lil'Jordan Humphrey,1,13,13.0,0,13,1
Denver Broncos,Samaje Perine,1,11,11.0,0,11,1
Denver Broncos,Jerry Jeudy,2,11,5.5,0,7,3
Denver Broncos,Adam Trautman,1,8,8.0,1,8,1
Denver Broncos,Javonte Williams,3,6,2.0,0,4,6
Los Angeles Rams,Tutu Atwell,3,76,25.3,0,42,3
Los Angeles Rams,Kyren Williams,6,61,10.2,2,24,6
Los Angeles Rams,Tyler Higbee,5,29,5.8,2,7,5
Los Angeles Rams,Puka Nacua,4,27,6.8,0,14,8
Los Angeles Rams,Cooper Kupp,3,18,6.0,0,7,5
Los Angeles Rams,Demarcus Robinson,2,13,6.5,0,7,2
Los Angeles Rams,Davis Allen,1,6,6.0,0,6,1
Los Angeles Rams,Ben Skowronek,1,-1,-1.0,0,-1,1
Arizona Cardinals,Marquise Brown,6,88,14.7,0,36,12
Arizona Cardinals,Trey McBride,7,60,8.6,0,16,9
Arizona Cardinals,Rondale Moore,2,35,17.5,0,20,3
Arizona Cardinals,Greg Dortch,3,27,9.0,1,14,9
Arizona Cardinals,Elijah Higgins,1,26,26.0,0,26,2
Arizona Cardinals,Michael Carter,4,15,3.8,0,7,4
Arizona Cardinals,James Conner,4,5,1.3,0,8,5
Kansas City Chiefs,Rashee Rice,8,107,13.4,1,39,10
Kansas City Chiefs,Travis Kelce,6,91,15.2,0,27,7
Kansas City Chiefs,Skyy Moore,3,34,11.3,0,18,3
Kansas City Chiefs,Isiah Pacheco,5,34,6.8,0,14,5
Kansas City Chiefs,Noah Gray,3,30,10.0,0,13,3
Kansas City Chiefs,Justin Watson,1,3,3.0,1,3,3
Kansas City Chiefs,Marquez Valdes-Scantling,1,-1,-1.0,0,-1,1
Las Vegas Raiders,Jakobi Meyers,6,79,13.2,1,33,7
Las Vegas Raiders,Davante Adams,5,73,14.6,0,33,7
Las Vegas Raiders,Hunter Renfrow,4,38,9.5,0,16,4
Las Vegas Raiders,Michael Mayer,2,27,13.5,0,17,4
Las Vegas Raiders,Josh Jacobs,4,15,3.8,0,8,6
Las Vegas Raiders,Austin Hooper,1,14,14.0,0,14,2
Las Vegas Raiders,Ameer Abdullah,1,2,2.0,0,2,1
Las Vegas Raiders,Tre Tucker,0,0,0.0,0,0,1
Buffalo Bills,Gabe Davis,6,105,17.5,1,25,12
Buffalo Bills,Stefon Diggs,6,74,12.3,1,22,11
Buffalo Bills,James Cook,6,57,9.5,0,29,7
Buffalo Bills,Khalil Shakir,3,47,15.7,0,31,5
Buffalo Bills,Dalton Kincaid,5,38,7.6,0,14,6
Buffalo Bills,Latavius Murray,3,18,6.0,0,6,5
Buffalo Bills,Trent Sherfield,0,0,0.0,0,0,3
Philadelphia Eagles,DeVonta Smith,7,106,15.1,1,33,8
Philadelphia Eagles,A.J. Brown,5,37,7.4,1,11,9
Philadelphia Eagles,Olamide Zaccheaus,1,29,29.0,1,29,1
Philadelphia Eagles,Jack Stoll,1,14,14.0,0,14,2
Philadelphia Eagles,Kenneth Gainwell,2,10,5.0,0,6,3
Philadelphia Eagles,D'Andre Swift,1,4,4.0,0,4,1
Philadelphia Eagles,Julio Jones,1,0,0.0,0,0,3
Philadelphia Eagles,Boston Scott,0,0,0.0,0,0,1
Baltimore Ravens,Isaiah Likely,4,40,10.0,0,18,6
Baltimore Ravens,Odell Beckham Jr.,3,34,11.3,0,14,5
Baltimore Ravens,Zay Flowers,5,25,5.0,1,18,8
Baltimore Ravens,Keaton Mitchell,2,25,12.5,0,14,2
Baltimore Ravens,Nelson Agholor,1,21,21.0,0,21,2
Baltimore Ravens,Rashod Bateman,2,21,10.5,0,12,5
Baltimore Ravens,Gus Edwards,1,11,11.0,0,11,1
Baltimore Ravens,Justice Hill,0,0,0.0,0,0,1
Los Angeles Chargers,Keenan Allen,14,106,7.6,0,21,16
Los Angeles Chargers,Gerald Everett,4,43,10.8,1,31,4
Los Angeles Chargers,Austin Ekeler,5,32,6.4,0,14,6
Los Angeles Chargers,Alex Erickson,1,17,17.0,0,17,3
Los Angeles Chargers,Quentin Johnston,1,7,7.0,0,7,3
Los Angeles Chargers,Joshua Kelley,2,6,3.0,0,6,2
Los Angeles Chargers,Jalen Guyton,1,4,4.0,0,4,5
Los Angeles Chargers,Derius Davis,1,2,2.0,0,2,1
Los Angeles Chargers,Stone Smartt,0,0,0.0,0,0,1
Chicago Bears,DJ Moore,11,114,10.4,0,36,13
Chicago Bears,Cole Kmet,7,43,6.1,0,24,7
Chicago Bears,Roschon Johnson,5,40,8.0,0,22,5
Chicago Bears,Khalil Herbert,2,14,7.0,0,13,2
Chicago Bears,Darnell Mooney,2,6,3.0,0,10,3
Chicago Bears,Robert Tonyan,0,0,0.0,0,0,1
Chicago Bears,Trent Taylor,0,0,0.0,0,0,1
Minnesota Vikings,T.J. Hockenson,5,50,10.0,1,17,6
Minnesota Vikings,Brandon Powell,3,45,15.0,0,28,3
Minnesota Vikings,Jordan Addison,6,39,6.5,0,14,10
Minnesota Vikings,K.J. Osborn,3,34,11.3,0,22,4
Minnesota Vikings,Alexander Mattison,2,11,5.5,0,11,2
Minnesota Vikings,Ty Chandler,1,3,3.0,0,3,2
Minnesota Vikings,C.J. Ham,2,3,1.5,0,4,3
