team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Buffalo Bills,Khalil Shakir,1,11,11.0,0,11,1
Buffalo Bills,Trent Sherfield,1,3,3.0,0,3,1
Buffalo Bills,Latavius Murray,1,1,1.0,0,1,1
Houston Texans,Dalton Schultz,7,65,9.3,1,18,10
Houston Texans,Tank Dell,3,57,19.0,0,29,4
Houston Texans,Nico Collins,3,39,13.0,0,25,4
Houston Texans,Robert Woods,3,30,10.0,0,13,9
Houston Texans,Teagan Quitoriano,1,22,22.0,0,22,1
Houston Texans,John Metchie III,2,20,10.0,0,14,2
Houston Texans,Dameon Pierce,1,16,16.0,0,16,1
Houston Texans,Devin Singletary,0,0,0.0,0,0,1
Atlanta Falcons,Kyle Pitts,7,87,12.4,0,20,11
Atlanta Falcons,Drake London,6,78,13.0,0,32,9
Atlanta Falcons,Jonnu Smith,6,67,11.2,0,22,7
Atlanta Falcons,Mack Hollins,2,29,14.5,0,19,2
Atlanta Falcons,Keith Smith,1,28,28.0,0,28,1
Atlanta Falcons,MyCole Pruitt,1,22,22.0,0,22,1
Atlanta Falcons,Bijan Robinson,2,12,6.0,1,6,2
Atlanta Falcons,KhaDarel Hodge,1,11,11.0,0,11,1
Atlanta Falcons,Scott Miller,2,10,5.0,0,7,2
Atlanta Falcons,Cordarrelle Patterson,1,7,7.0,0,7,1
Atlanta Falcons,Tyler Allgeier,0,0,0.0,0,0,1
Carolina Panthers,Adam Thielen,11,107,9.7,1,30,13
Carolina Panthers,Jonathan Mingo,5,48,9.6,0,13,7
Carolina Panthers,DJ Chark Jr.,3,42,14.0,1,18,6
Carolina Panthers,Ian Thomas,1,28,28.0,0,28,2
Carolina Panthers,Hayden Hurst,3,21,7.0,0,9,3
Carolina Panthers,Tommy Tremble,1,1,1.0,1,1,1
Carolina Panthers,Miles Sanders,0,0,0.0,0,0,1
Carolina Panthers,Chuba Hubbard,1,0,0.0,0,0,2
Detroit Lions,Josh Reynolds,4,76,19.0,1,27,5
Detroit Lions,Sam LaPorta,3,47,15.7,2,31,4
Detroit Lions,Kalif Raymond,3,45,15.0,0,23,3
Detroit Lions,Marvin Jones Jr.,2,22,11.0,0,16,2
Detroit Lions,David Montgomery,2,20,10.0,0,11,6
Detroit Lions,Brock Wright,3,16,5.3,0,9,3
Detroit Lions,Zonovan Knight,1,8,8.0,0,8,1
Detroit Lions,Jameson Williams,2,2,1.0,0,4,3
Tennessee Titans,DeAndre Hopkins,8,140,17.5,0,36,11
Tennessee Titans,Tyjae Spears,4,35,8.8,0,14,5
Tennessee Titans,Chigoziem Okonkwo,5,33,6.6,0,11,9
Tennessee Titans,Trevon Wesco,1,21,21.0,0,21,1
Tennessee Titans,Derrick Henry,3,19,6.3,0,13,3
Tennessee Titans,Nick Westbrook-Ikhine,1,9,9.0,0,9,3
Tennessee Titans,Josh Whyle,1,7,7.0,0,7,1
Tennessee Titans,Kyle Philips,0,0,0.0,0,0,1
Indianapolis Colts,Josh Downs,6,97,16.2,0,38,6
Indianapolis Colts,Michael Pittman Jr.,5,52,10.4,0,27,7
Indianapolis Colts,Zack Moss,2,30,15.0,0,26,2
Indianapolis Colts,Mo Alie-Cox,1,17,17.0,0,17,1
Indianapolis Colts,Jonathan Taylor,1,16,16.0,0,16,1
Indianapolis Colts,Drew Ogletree,2,16,8.0,0,13,2
Indianapolis Colts,Kylen Granson,2,15,7.5,0,9,3
Indianapolis Colts,Alec Pierce,1,10,10.0,0,10,2
New York Giants,Darren Waller,8,86,10.8,0,21,11
New York Giants,Darius Slayton,2,35,17.5,0,20,4
New York Giants,Parris Campbell,2,23,11.5,0,17,2
New York Giants,Isaiah Hodgins,2,19,9.5,0,15,2
New York Giants,Wan'Dale Robinson,5,18,3.6,0,7,6
New York Giants,Sterling Shepard,1,13,13.0,0,13,2
New York Giants,Daniel Bellinger,1,7,7.0,0,7,1
New York Giants,Matt Breida,1,3,3.0,0,3,1
New York Giants,Eric Gray,1,1,1.0,0,1,1
Miami Dolphins,Tyreek Hill,8,181,22.6,1,69,9
Miami Dolphins,Cedrick Wilson Jr.,4,52,13.0,0,23,4
Miami Dolphins,Jaylen Waddle,5,35,7.0,1,20,10
Miami Dolphins,De'Von Achane,1,14,14.0,0,14,1
Miami Dolphins,Raheem Mostert,2,13,6.5,0,8,2
Miami Dolphins,Braxton Berrios,2,13,6.5,0,13,2
New Orleans Saints,Michael Thomas,4,65,16.3,0,26,7
New Orleans Saints,Kendre Miller,4,53,13.3,0,33,4
New Orleans Saints,Rashid Shaheed,2,28,14.0,0,25,2
New Orleans Saints,Alvin Kamara,3,17,5.7,0,12,3
New Orleans Saints,Chris Olave,2,12,6.0,1,7,5
New Orleans Saints,Foster Moreau,1,6,6.0,1,6,1
New Orleans Saints,Taysom Hill,1,1,1.0,0,1,1
New Orleans Saints,Keith Kirkwood,1,1,1.0,0,1,1
New Orleans Saints,Jimmy Graham,0,0,0.0,0,0,1
New England Patriots,Kendrick Bourne,2,43,21.5,0,28,5
New England Patriots,Demario Douglas,1,24,24.0,0,24,2
New England Patriots,DeVante Parker,2,20,10.0,0,14,4
New England Patriots,Mike Gesicki,2,17,8.5,0,9,4
New England Patriots,Ezekiel Elliott,4,17,4.3,0,8,4
New England Patriots,JuJu Smith-Schuster,3,6,2.0,0,3,4
New England Patriots,Ty Montgomery II,1,5,5.0,0,5,4
New England Patriots,Hunter Henry,0,0,0.0,0,0,2
New England Patriots,Rhamondre Stevenson,0,0,0.0,0,0,2
Baltimore Ravens,Zay Flowers,5,73,14.6,0,29,11
Baltimore Ravens,Mark Andrews,6,65,10.8,0,16,10
Baltimore Ravens,Nelson Agholor,4,64,16.0,0,30,5
Baltimore Ravens,Odell Beckham Jr.,2,13,6.5,0,7,4
Baltimore Ravens,Justice Hill,4,13,3.3,0,10,4
Baltimore Ravens,Rashod Bateman,1,8,8.0,0,8,3
Baltimore Ravens,Devin Duvernay,0,0,0.0,0,0,1
Pittsburgh Steelers,George Pickens,6,130,21.7,1,41,10
Pittsburgh Steelers,Jaylen Warren,3,39,13.0,0,23,3
Pittsburgh Steelers,Allen Robinson II,5,29,5.8,0,10,9
Pittsburgh Steelers,Connor Heyward,3,23,7.7,0,12,4
Pittsburgh Steelers,Najee Harris,1,3,3.0,0,3,1
Pittsburgh Steelers,Miles Boykin,0,0,0.0,0,0,1
Pittsburgh Steelers,Calvin Austin III,0,0,0.0,0,0,1
Pittsburgh Steelers,Darnell Washington,0,0,0.0,0,0,2
Philadelphia Eagles,A.J. Brown,6,127,21.2,0,38,8
Philadelphia Eagles,Dallas Goedert,8,117,14.6,1,49,9
Philadelphia Eagles,D'Andre Swift,6,38,6.3,0,9,6
Philadelphia Eagles,Kenneth Gainwell,1,7,7.0,0,7,2
Philadelphia Eagles,DeVonta Smith,1,6,6.0,0,6,5
Philadelphia Eagles,Jack Stoll,1,4,4.0,0,4,1
Philadelphia Eagles,Quez Watkins,2,4,2.0,0,5,3
Los Angeles Rams,Cooper Kupp,8,118,14.8,0,39,12
Los Angeles Rams,Puka Nacua,7,71,10.1,1,22,11
Los Angeles Rams,Tyler Higbee,2,20,10.0,0,12,3
Los Angeles Rams,Tutu Atwell,2,9,4.5,1,6,5
Los Angeles Rams,Kyren Williams,2,4,2.0,0,7,2
Los Angeles Rams,Ben Skowronek,0,0,0.0,0,0,1
Cincinnati Bengals,Ja'Marr Chase,15,192,12.8,3,63,19
Cincinnati Bengals,Trenton Irwin,8,60,7.5,0,13,10
Cincinnati Bengals,Tyler Boyd,6,39,6.5,0,14,7
Cincinnati Bengals,Joe Mixon,4,13,3.3,0,8,4
Cincinnati Bengals,Andrei Iosivas,1,9,9.0,0,9,2
Cincinnati Bengals,Kwamie Lassiter II,1,2,2.0,0,2,1
Cincinnati Bengals,Chase Brown,1,2,2.0,0,2,1
Arizona Cardinals,Marquise Brown,4,61,15.3,1,25,10
Arizona Cardinals,Rondale Moore,3,26,8.7,0,19,5
Arizona Cardinals,Geoff Swaim,2,22,11.0,0,11,2
Arizona Cardinals,Michael Wilson,1,18,18.0,0,18,2
Arizona Cardinals,Trey McBride,2,17,8.5,0,13,3
Arizona Cardinals,Emari Demercado,1,12,12.0,0,12,3
Arizona Cardinals,Zach Ertz,2,10,5.0,1,6,4
Arizona Cardinals,Zach Pascal,0,0,0.0,0,0,1
New York Jets,Tyler Conklin,4,67,16.8,0,37,5
New York Jets,Garrett Wilson,3,54,18.0,0,32,7
New York Jets,Allen Lazard,3,33,11.0,0,12,4
New York Jets,Breece Hall,3,17,5.7,0,12,3
New York Jets,Michael Carter,3,14,4.7,0,9,3
New York Jets,C.J. Uzomah,2,12,6.0,0,7,2
New York Jets,Jeremy Ruckert,1,2,2.0,0,2,1
New York Jets,Randall Cobb,0,0,0.0,0,0,1
Denver Broncos,Samaje Perine,4,73,18.3,0,29,5
Denver Broncos,Jerry Jeudy,6,50,8.3,0,23,7
Denver Broncos,Adam Trautman,4,26,6.5,1,12,5
Denver Broncos,Jaleel McLaughlin,3,21,7.0,1,22,4
Denver Broncos,Courtland Sutton,1,13,13.0,0,13,3
Denver Broncos,Brandon Johnson,1,9,9.0,0,9,1
Denver Broncos,Marvin Mims Jr.,1,4,4.0,0,4,1
Denver Broncos,Nate Adkins,0,0,0.0,0,0,1
Kansas City Chiefs,Travis Kelce,10,67,6.7,1,14,11
Kansas City Chiefs,Justin Watson,2,56,28.0,0,33,3
Kansas City Chiefs,Rashee Rice,4,33,8.3,1,13,5
Kansas City Chiefs,Justyn Ross,2,28,14.0,0,20,4
Kansas City Chiefs,Kadarius Toney,5,26,5.2,0,9,6
Kansas City Chiefs,Noah Gray,2,21,10.5,0,12,2
Kansas City Chiefs,Jerick McKinnon,2,18,9.0,0,15,3
Kansas City Chiefs,Marquez Valdes-Scantling,1,12,12.0,0,12,2
Kansas City Chiefs,Skyy Moore,2,11,5.5,0,7,2
Kansas City Chiefs,Isiah Pacheco,1,9,9.0,0,9,1
Minnesota Vikings,Jordan Addison,6,64,10.7,1,16,9
Minnesota Vikings,T.J. Hockenson,5,51,10.2,0,19,8
Minnesota Vikings,K.J. Osborn,5,49,9.8,0,27,9
Minnesota Vikings,Brandon Powell,4,43,10.8,0,26,6
Minnesota Vikings,Justin Jefferson,3,28,9.3,0,14,6
Minnesota Vikings,Alexander Mattison,2,20,10.0,1,11,3
Minnesota Vikings,Josh Oliver,1,15,15.0,0,15,2
Minnesota Vikings,Johnny Mundt,1,11,11.0,0,11,1
Minnesota Vikings,Cam Akers,2,3,1.5,0,3,2
Dallas Cowboys,CeeDee Lamb,4,49,12.3,0,29,5
Dallas Cowboys,Tony Pollard,4,35,8.8,0,26,5
Dallas Cowboys,Jake Ferguson,3,28,9.3,0,20,3
Dallas Cowboys,KaVontae Turpin,1,26,26.0,1,26,1
Dallas Cowboys,Michael Gallup,2,15,7.5,0,8,5
Dallas Cowboys,Brandin Cooks,1,7,7.0,0,7,4
Dallas Cowboys,Deuce Vaughn,1,1,1.0,0,1,1
Dallas Cowboys,Rico Dowdle,0,0,0.0,0,0,1
Dallas Cowboys,Luke Schoonmaker,0,0,0.0,0,0,1
San Francisco 49ers,George Kittle,3,67,22.3,3,38,4
San Francisco 49ers,Brandon Aiyuk,4,58,14.5,0,23,7
San Francisco 49ers,Deebo Samuel,3,55,18.3,0,42,3
San Francisco 49ers,Christian McCaffrey,2,27,13.5,0,19,3
San Francisco 49ers,Kyle Juszczyk,4,26,6.5,1,9,4
San Francisco 49ers,Jauan Jennings,1,19,19.0,0,19,1
San Francisco 49ers,Ray-Ray McCloud III,1,1,1.0,0,1,1
San Francisco 49ers,Jordan Mason,0,0,0.0,0,0,1
San Francisco 49ers,Ronnie Bell,0,0,0.0,0,0,1
Green Bay Packers,Christian Watson,3,91,30.3,0,77,7
Green Bay Packers,Luke Musgrave,6,34,5.7,0,8,7
Green Bay Packers,Josiah Deguara,1,19,19.0,0,19,1
Green Bay Packers,Ben Sims,1,12,12.0,0,12,1
Green Bay Packers,Dontayvion Wicks,1,10,10.0,0,10,1
Green Bay Packers,Jayden Reed,1,7,7.0,0,7,2
Green Bay Packers,Patrick Taylor,2,5,2.5,0,3,5
Green Bay Packers,Romeo Doubs,1,4,4.0,0,4,4
Green Bay Packers,AJ Dillon,0,0,0.0,0,0,1
Las Vegas Raiders,Jakobi Meyers,7,75,10.7,1,18,10
Las Vegas Raiders,Davante Adams,4,45,11.3,0,21,4
Las Vegas Raiders,Michael Mayer,2,39,19.5,0,20,3
Las Vegas Raiders,Josh Jacobs,5,20,4.0,0,11,5
Las Vegas Raiders,Ameer Abdullah,1,11,11.0,0,11,1
Las Vegas Raiders,Austin Hooper,2,11,5.5,0,7,2
Las Vegas Raiders,Hunter Renfrow,1,7,7.0,0,7,2
Las Vegas Raiders,DeAndre Carter,0,0,0.0,0,0,1
Las Vegas Raiders,Tre Tucker,0,0,0.0,0,0,1
